 Stress_Period Precip SW_Irr GW_Irr ET Recharge Runoff Storage Error
 119             350077.            2205050.           14623588.          -19510142.           -1114157.                  0.            3445584.                  0.
 120             883885.            2512204.            2733213.          -12493101.            -793305.                  0.            7157105.                  0.
 121           11398943.            1452714.             450538.          -10355582.           -1384159.                  0.           -1562454.                 -0.
 122            3806065.                  0.                  0.           -2654114.            -344581.                  0.            -807370.                 -0.
 123            5284851.                  0.                  0.            -712322.           -1038543.                  0.           -3533986.                 -0.
 124            6741824.                  0.                  0.            -960462.           -1455862.                  0.           -4325499.                 -0.
 125            3750330.                  0.                  0.           -1125869.            -919733.                  0.           -1704728.                  0.
 126           11768463.             102605.             517855.          -11969452.           -2461325.                  0.            2041855.                 -0.
 127            4996716.            2746870.            4479040.          -14893450.            -385532.                  0.            3056355.                 -0.
 128            2210440.            9938323.           11738637.          -22829264.            -265585.                  0.            -792550.                  0.
 129             493376.            4221383.           15101407.          -21212130.           -1157454.                  0.            2553419.                  0.
 130            2408668.            1121375.           17300431.          -20065194.           -1562234.                  0.             796953.                 -0.
 131                  0.             846547.           16749514.          -16481186.           -1346974.                  0.             232099.                  0.
 132            2585536.             693442.            3535348.          -12261529.           -1200446.                  0.            6647649.                  0.
 133            1313505.             682645.             960578.           -7038415.            -320877.                  0.            4402565.                  0.
 134           30908691.                  0.                  0.           -2237743.           -5960537.                  0.          -22710411.                  0.
 135           24642115.                  0.                  0.            -773367.          -11822505.                  0.          -12046244.                 -0.
 136           18780782.                  0.                  0.            -992284.          -13998077.                  0.           -3790421.                  0.
 137           12265877.                  0.                  0.           -1417372.          -10239902.                  0.            -608604.                  0.
 138            2518332.               1598.               6766.          -14275495.            -206223.                  0.           11955022.                  0.
 139            8206100.            2649608.            3056338.          -15632751.            -774305.                  0.            2495010.                  0.
 140            1522817.            7528920.            8917064.          -20910567.            -106434.                  0.            3048199.                  0.
 141             585936.            9569255.           11136326.          -22521045.           -1436065.                  0.            2665594.                  0.
 142             901875.            5278969.           14332425.          -22429766.           -1718081.                  0.            3634578.                  0.
 143                  0.            1797635.           15491426.          -17683060.           -1307224.                  0.            1701223.                  0.
 144             687834.            1280522.            3631803.          -12506772.            -905239.                  0.            7811852.                 -0.
 145                  0.            1360974.             662112.           -6725317.            -239457.                  0.            4941688.                  0.
 146           21522996.                  0.                  0.           -2578787.           -3263344.                  0.          -15680865.                 -0.
 147           72561527.                  0.                  0.            -765887.          -48708140.                  0.          -23087500.                 -0.
 148           17614457.                  0.                  0.           -1003649.          -16415527.                  0.            -195281.                 -0.
 149           25944796.                  0.                  0.           -3343496.          -22543904.                  0.             -57396.                  0.
 150           18665194.                  0.                  0.          -14352732.           -6601637.                  0.            2289174.                  0.
 151           17230283.                 51.                333.          -12977750.           -3126777.                  0.           -1126141.                  0.
 152            1577937.            4856204.            5773231.          -24552441.             -59290.                  0.           12404358.                 -0.
 153                  0.           11866546.           13866106.          -29290855.           -1492054.                  0.            5050257.                 -0.
 154            7023777.           10049295.           13363089.          -28456133.           -3629985.                  0.            1649958.                  0.
 155           14685089.            6901896.           10300395.          -23941273.           -5462575.                  0.           -2483533.                  0.
 156             419339.            4045286.            2392853.          -14099330.           -1348266.                  0.            8590119.                 -0.
 157                  0.            1731387.             674059.           -8842086.            -318175.                  0.            6754815.                  0.
 158           11148719.                  0.                  0.           -3307980.            -861655.                  0.           -6979084.                  0.
 159           20201948.                  0.                  0.            -761886.           -6119097.                  0.          -13320965.                 -0.
 160           16317429.                  0.                  0.           -1260928.           -7051708.                  0.           -8004793.                  0.
 161           51095885.                  0.                  0.           -2017532.          -44582875.                  0.           -4495478.                  0.
 162            6989847.                  0.                344.          -10857637.           -2114223.                  0.            5981670.                  0.
 163            3278967.            2337614.            2602221.          -18351517.            -178972.                  0.           10311686.                  0.
 164            5193901.            7120272.            8375167.          -22206913.            -302293.                  0.            1819867.                  0.
 165             866227.           10752121.           12456225.          -25598812.           -1413379.                  0.            2937618.                  0.
 166             794738.            6801291.           16727076.          -26039761.           -2109184.                  0.            3825840.                  0.
 167            1046969.            1736480.           15480488.          -18649128.           -1324984.                  0.            1710175.                  0.
 168                  0.            1671364.            3362928.          -11974860.            -824165.                  0.            7764733.                 -0.
 169           15772076.            1642976.             508976.           -9784319.           -2647609.                  0.           -5492101.                 -0.
 170            5996809.                  0.                  0.           -3312261.            -496542.                  0.           -2188006.                  0.
 171           27706885.                  0.                  0.           -1195084.           -8423967.                  0.          -18087834.                 -0.
 172            9753292.                  0.                  0.            -972391.           -5122264.                  0.           -3658637.                  0.
 173           71742025.                  0.                  0.           -1465220.          -65034560.                  0.           -5242245.                 -0.
 174            4920519.                  0.                585.          -13079816.            -538363.                  0.            8697076.                  0.
 175            5797288.            1770976.            1894021.          -14835855.            -462173.                  0.            5835743.                 -0.
 176           14136028.            5621615.            6607095.          -21088346.           -1396765.                  0.           -3879626.                 -0.
 177            1678262.            7992740.            9259310.          -21442184.           -1734713.                  0.            4246585.                 -0.
 178            1780889.            8761564.           12971528.          -25971148.           -2684654.                  0.            5141821.                  0.
 179                  0.            2846691.           15980716.          -21118800.           -1533769.                  0.            3825161.                  0.
 180                  0.            1785391.            2886516.          -11088958.            -719800.                  0.            7136851.                  0.
 181            1364229.            1290104.             560955.           -7335186.            -288181.                  0.            4408078.                 -0.
 182           25522480.                  0.                  0.           -2674608.           -4748478.                  0.          -18099394.                 -0.
 183           64441128.                  0.                  0.            -748122.          -46652017.                  0.          -17040988.                 -0.
 184           33588155.                  0.                  0.            -790321.          -32515161.                  0.            -282673.                 -0.
 185           10428971.                  0.                  0.           -1298470.           -9425917.                  0.             295417.                 -0.
 186           11863470.                  0.                  0.           -7276437.           -4291164.                  0.            -295869.                  0.
 187            6441019.               2442.              12119.          -14274484.            -570973.                  0.            8389878.                  0.
 188            3469312.            4703382.            5371521.          -23045010.            -163420.                  0.            9664215.                 -0.
 189            1106884.           10231969.           11749224.          -26049380.            -267937.                  0.            3229240.                  0.
 190                  0.            9594334.           14287653.          -25538622.           -2128601.                  0.            3785235.                  0.
 191            2919419.            4468515.           11805437.          -18848725.           -1542819.                  0.            1198173.                  0.
 192                  0.            3695886.            2227758.          -12168469.            -748714.                  0.            6993540.                  0.
 193             489010.            1379537.             519756.           -6758801.            -230419.                  0.            4600917.                 -0.
 194           19743731.                  0.                  0.           -2641373.           -3114248.                  0.          -13988111.                 -0.
 195           27559644.                  0.                  0.            -732282.          -10318988.                  0.          -16508373.                  0.
 196            8608706.                  0.                  0.            -695046.           -5159101.                  0.           -2754558.                 -0.
 197           19840463.                  0.                  0.           -1134120.          -15133682.                  0.           -3572660.                 -0.
 198            1317238.                200.               3027.          -11900991.             -89676.                  0.           10670201.                  0.
 199             841260.            3036081.            3451633.          -15516208.             -31633.                  0.            8218867.                  0.
 200            2972570.            8435164.            9821096.          -23662308.            -189823.                  0.            2623300.                  0.
 201             270306.            8225295.           11896395.          -21912423.            -757701.                  0.            2278128.                  0.
 202            1390857.            3351054.           14873835.          -20876673.           -1274240.                  0.            2535166.                  0.
 203             254192.            1568765.           14067892.          -15678057.            -944040.                  0.             731249.                  0.
 204             277148.            1200617.            2844233.           -9807370.            -687786.                  0.            6173158.                  0.
 205           16379621.            1039956.             321547.           -9310059.           -2957141.                  0.           -5473923.                  0.
 206            4312158.                  0.                  0.           -3289704.            -332903.                  0.            -689550.                  0.
 207           15218881.                  0.                  0.            -734027.           -3769085.                  0.          -10715769.                 -0.
 208           28590677.                  0.                  0.            -763120.          -13635960.                  0.          -14191597.                 -0.
 209           31484755.                  0.                  0.           -1458208.          -27348340.                  0.           -2678208.                  0.
 210            2675321.                  0.                538.           -9596566.            -218277.                  0.            7138984.                  0.
 211            1972196.            2098622.            2283947.          -14785782.            -140000.                  0.            8571016.                 -0.
 212            5722405.            7129875.            8331712.          -22378353.            -408775.                  0.            1603137.                 -0.
 213             775659.            9845404.           11215568.          -23731639.           -1469532.                  0.            3364540.                  0.
 214                  0.            7102426.           13542770.          -22138330.           -1856140.                  0.            3349274.                  0.
 215                  0.            2082766.           13726706.          -17155172.           -1068281.                  0.            2413980.                  0.
 216                  0.            1485818.            3163048.          -11191869.            -735118.                  0.            7278121.                  0.
 217            2609839.            1459994.             483271.           -7255234.            -385474.                  0.            3087603.                 -0.
 218           10487240.                  0.                  0.           -3332686.           -1011122.                  0.           -6143432.                  0.
 219            7545058.                  0.                  0.            -734114.           -1482495.                  0.           -5328449.                 -0.
 220            5740828.                  0.                  0.            -945724.           -1464520.                  0.           -3330584.                  0.
 221           21909486.                  0.                  0.           -1132233.           -7652075.                  0.          -13125178.                 -0.
 222            8183859.               8779.              61941.           -9588209.           -2214051.                  0.            3547681.                  0.
 223            1156192.            3035810.            3871977.          -15887096.             -80161.                  0.            7903277.                  0.
 224           13803202.            7416230.            8652643.          -24339294.           -2427186.                  0.           -3105595.                 -0.
 225           10785656.            7656662.            8750480.          -25294548.           -3684724.                  0.            1786473.                  0.
 226                  0.            3588387.           15891379.          -22875646.           -1825101.                  0.            5220981.                  0.
 227            1037759.            1573442.           13779553.          -16302449.           -1149394.                  0.            1061088.                  0.
 228             202791.            1268276.            3466847.          -11872165.            -782280.                  0.            7716530.                 -0.
 229            8602192.            1280318.             452285.          -10133457.           -1701666.                  0.            1500327.                 -0.
 230            8556114.                  0.                  0.           -3235684.            -637211.                  0.           -4683218.                 -0.
 231            7281414.                  0.                  0.            -735970.           -1229648.                  0.           -5315796.                 -0.
 232           25942097.                  0.                  0.            -770035.           -8337236.                  0.          -16834826.                 -0.
 233           17659970.                  0.                  0.           -1352993.          -11255463.                  0.           -5051514.                 -0.
 234            9075931.                  0.                  0.          -10861499.           -1776436.                  0.            3562004.                  0.
 235           15729640.              14218.              21950.          -14274482.           -2164968.                  0.             673642.                  0.
 236            4222122.            3209170.            3769182.          -19788913.            -195617.                  0.            8784057.                  0.
 237            2422703.            8724857.            9970356.          -24108597.            -254921.                  0.            3245603.                  0.
 238            1426371.           10935329.           12351173.          -25946680.           -2592325.                  0.            3826132.                  0.
 239                  0.            3966312.           12829102.          -18607644.           -1337187.                  0.            3149417.                  0.
 240            4380400.            2763124.            2403497.          -14391833.           -1249718.                  0.            6094530.                  0.
 241           30436565.            1704648.             526485.           -8755190.           -6950497.                  0.          -16962011.                 -0.
 242            8512003.                  0.                  0.           -2651855.           -2039387.                  0.           -3820761.                 -0.
 243           29362397.                  0.                  0.            -770511.          -18962804.                  0.           -9629081.                  0.
 244            5626776.                  0.                  0.            -936590.           -4474161.                  0.            -216025.                 -0.
 245           11230782.                  0.                  0.           -1076545.           -9329522.                  0.            -824715.                  0.
 246           26458534.                  0.                  0.           -8467095.          -17895226.                  0.             -96213.                 -0.
 247            3121613.              34658.              45735.          -12918875.            -156252.                  0.            9873121.                  0.
 248           10159962.            3347128.            3755272.          -18443338.            -721498.                  0.            1902474.                 -0.
 249            7058115.            7445886.            8514002.          -23814837.            -884890.                  0.            1681724.                  0.
 250            2026901.            8399534.            8889136.          -21149882.           -2114312.                  0.            3948621.                  0.
 251             953280.            6753094.            9299804.          -18154876.           -1828787.                  0.            2977486.                  0.
 252             275050.            3746351.            2902547.          -16082945.           -1216608.                  0.           10375604.                  0.
 253            6515048.             922979.             285619.           -8706413.           -1223444.                  0.            2206210.                 -0.
 254            5373219.                  0.                  0.           -2637436.            -409340.                  0.           -2326443.                  0.
 255            4368965.                  0.                  0.            -779542.            -361961.                  0.           -3227461.                  0.
 256           22015796.                  0.                  0.            -879804.           -6887137.                  0.          -14248854.                 -0.
 257            7643243.                  0.                  0.           -1513126.           -2836493.                  0.           -3293624.                 -0.
 258           26207182.                  0.                  0.           -9187188.           -9450578.                  0.           -7569416.                  0.
 259            9420633.               2134.               8762.          -15077799.           -2260752.                  0.            7907022.                  0.
 260            1566152.            5494687.            6312451.          -23133252.             -75259.                  0.            9835222.                 -0.
 261            3236704.            8015644.            9244027.          -21861347.            -378350.                  0.            1743322.                  0.
