poly_id well_id
750	0
751	0
752	0
753	0
754	0
755	0
756	0
757	0
758	0
759	0
760	0
761	0
762	0
763	0
764	0
765	0
766	0
767	0
768	0
769	0
770	0
771	0
772	0
773	0
774	0
775	0
776	0
777	0
778	0
779	0
780	0
781	0
782	0
783	0
784	0
785	0
786	0
787	0
788	0
789	0
790	0
791	0
792	0
793	0
794	0
795	0
796	0
797	0
798	0
799	0
800	0
801	0
802	0
803	0
804	0
805	0
806	0
807	0
808	0
809	0
810	0
811	0
812	0
813	0
814	0
815	0
816	0
817	0
818	0
819	0
820	0
821	0
822	0
823	0
824	0
825	0
826	0
827	0
828	0
829	0
830	0
831	0
832	0
833	0
834	0
835	0
836	0
837	0
838	0
839	0
840	0
841	0
842	0
843	0
844	0
845	0
846	0
847	0
848	0
849	0
850	0
851	0
852	0
853	0
854	0
855	0
856	0
857	0
858	0
859	0
860	0
861	0
862	0
863	0
864	0
865	0
866	0
867	0
868	0
869	0
870	0
871	0
872	0
873	18329
874	0
875	0
876	0
877	0
878	0
879	0
880	0
881	0
882	0
883	0
884	0
885	0
886	0
887	0
888	0
889	0
890	0
891	0
892	0
893	0
894	0
895	0
896	0
897	0
898	0
899	0
900	0
901	0
902	0
903	0
904	0
905	0
906	0
907	0
908	0
909	0
910	0
911	0
912	0
913	0
914	0
915	0
916	0
917	0
918	0
919	0
920	0
921	0
922	0
923	11753
924	0
925	0
926	0
927	0
928	0
929	0
930	0
931	126221
932	0
933	0
934	0
935	0
936	0
937	0
938	0
939	0
940	0
941	0
942	0
943	0
944	0
945	0
946	0
947	0
948	0
949	0
950	0
951	0
952	0
953	0
954	0
955	0
956	0
957	0
958	0
959	0
960	0
961	0
962	0
963	0
964	0
965	0
966	0
967	0
968	0
969	0
970	0
971	0
972	0
973	0
974	0
975	0
976	0
977	0
978	0
979	0
980	0
981	0
982	0
983	0
984	0
985	0
986	0
987	0
988	0
989	0
990	0
991	0
992	0
993	0
994	0
995	0
996	0
997	0
998	0
999	0
1000	0
1001	0
1002	0
1003	0
1004	0
1005	0
1006	0
1007	0
1008	0
1009	0
1010	0
1011	0
1012	0
1013	0
1014	0
1015	0
1016	0
1017	0
1018	0
1019	0
1020	0
1021	0
1022	0
1023	0
1024	0
1025	0
1026	0
1027	0
1028	0
1029	0
1030	0
1031	0
1032	0
1033	0
1034	0
1035	0
1036	0
1037	0
1038	0
1039	0
1040	0
1041	0
1042	0
1043	0
1044	0
1045	0
1046	0
1047	0
1048	0
1049	0
1050	0
1051	0
1052	0
1053	0
1054	0
1055	0
1056	0
1057	0
1058	0
1059	0
1060	0
1061	0
1062	0
1063	0
1064	0
1065	0
1066	0
1067	0
1068	0
1069	0
1070	0
1071	0
1072	0
1073	0
1074	0
1075	0
1076	0
1077	0
1078	0
1079	0
1080	0
1081	0
1082	0
1083	0
1084	0
1085	0
1086	0
1087	0
1088	0
1089	0
1090	0
1091	0
1092	0
1093	0
1094	0
1095	0
1096	0
1097	0
1098	0
1099	0
1100	0
1101	0
1102	0
1103	0
1104	0
1105	0
1106	0
1107	0
1108	0
1109	0
1110	0
1111	0
1112	0
1113	0
1114	0
1115	0
1116	0
1117	0
1118	0
1119	0
1120	0
1121	0
1122	0
1123	0
1124	0
1125	0
1126	0
1127	0
1128	0
1129	0
1130	0
1131	0
1132	0
1133	0
1134	0
1135	0
1136	0
1137	0
1138	0
1139	0
1140	0
1141	0
1142	0
1143	0
1144	0
1145	0
1146	0
1147	0
1148	0
1149	0
1150	0
1151	0
1152	0
1153	0
1154	0
1155	0
1156	0
1157	0
1158	0
1159	0
1160	0
1161	0
1162	0
1163	0
1164	0
1165	0
1166	0
1167	0
1168	0
1169	0
1170	0
1171	0
1172	0
1173	0
1174	0
1175	0
1176	0
1177	0
1178	0
1179	0
1180	0
1181	0
1182	0
1183	0
1184	0
1185	0
1186	0
1187	0
1188	0
1189	0
1190	0
1191	0
1192	0
1193	0
1194	0
1195	0
1196	0
1197	0
1198	0
1199	0
1200	0
1201	0
1202	0
1203	0
1204	0
1205	0
1206	0
1207	0
1208	0
1209	0
1210	0
1211	0
1212	0
1213	0
1214	0
1215	0
1216	0
1217	0
1218	0
1219	0
1220	0
1221	0
1222	0
1223	0
1224	0
1225	0
1226	0
1227	0
1228	0
1229	0
1230	0
1231	0
1232	0
1233	0
1234	0
1235	0
1236	0
1237	0
1238	0
1239	0
1240	0
1241	0
1242	0
1243	0
1244	0
1245	0
1246	0
1247	0
1248	0
1249	0
1250	0
1251	0
1252	0
1253	0
1254	0
1255	0
1256	0
1257	0
1258	0
1259	0
1260	0
1261	0
1262	0
1263	0
1264	0
1265	0
1266	0
1267	0
1268	0
1269	0
1270	0
1271	0
1272	0
1273	0
1274	0
1275	0
1276	0
1277	0
1278	0
1279	0
1280	0
1281	0
1282	0
1283	0
1284	0
1285	0
1286	0
1287	0
1288	0
1289	0
1290	0
1291	0
1292	0
1293	0
1294	0
1295	0
1296	0
1297	0
1298	0
1299	0
1300	0
1301	0
1302	0
1303	0
1304	0
1305	0
1306	0
1307	0
1308	0
1309	0
1310	0
1311	0
1312	0
1313	0
1314	0
1315	0
1316	0
1317	0
1318	0
1319	0
1320	0
1321	0
1322	0
1323	0
1324	0
1325	0
1326	0
1327	0
1328	0
1329	0
1330	0
1331	0
1332	0
1333	0
1334	0
1335	0
1336	0
1337	0
1338	0
1339	0
1340	0
1341	0
1342	0
1343	0
1344	0
1345	0
1346	0
1347	0
1348	0
1349	0
1350	0
1351	0
1352	0
1353	0
1354	0
1355	0
1356	0
1357	0
1358	0
1359	0
1360	0
1361	0
1362	0
1363	0
1364	0
1365	0
1366	0
1367	0
1368	0
1369	0
1370	0
1371	0
1372	0
1373	0
1374	0
1375	0
1376	0
1377	0
1378	0
1379	0
1380	0
1381	0
1382	0
1383	0
1384	0
1385	0
1386	0
1387	0
1388	0
1389	0
1390	0
1391	0
1392	0
1393	0
1394	0
1395	0
1396	0
1397	0
1398	0
1399	0
1400	0
1401	0
1402	0
1403	0
1404	0
1405	0
1406	0
1407	0
1408	0
1409	0
1410	0
1411	0
1412	0
1413	0
1414	0
1415	0
1416	0
1417	0
1418	0
1419	0
1420	0
1421	0
1422	0
1423	0
1424	0
1425	0
1426	0
1427	0
1428	0
1429	0
1430	0
1431	0
1432	0
1433	0
1434	0
1435	0
1436	0
1437	0
1438	0
1439	0
1440	0
1441	0
1442	0
1443	0
1444	0
1445	0
1446	0
1447	0
1448	0
1449	0
1450	0
1451	0
1452	0
1453	0
1454	0
1455	0
1456	0
1457	0
1458	0
1459	0
1460	0
1461	0
1462	0
1463	0
1464	0
1465	0
1466	0
1467	0
1468	0
1469	0
1470	0
1471	0
1472	0
1473	0
1474	0
1475	0
1476	0
1477	0
1478	0
1479	0
1480	0
1481	0
1482	0
1483	0
1484	0
1485	0
1486	0
1487	0
1488	0
1489	0
1490	0
1491	0
1492	0
1493	0
1494	0
1495	0
1496	0
1497	0
1498	0
1499	0
1500	0
1501	0
1502	0
1503	0
1504	0
1505	128015
1506	378170
1507	128015
1508	378170
1509	378170
1510	128015
1511	128015
1512	128015
1513	128015
1514	128015
1515	128015
1516	128015
1517	128015
1518	128015
1519	128015
1520	128015
1521	128015
1522	128015
1523	128015
1524	128015
1525	128015
1526	128015
1527	128015
1528	128015
1529	128015
1530	65220
1531	49057
1532	49057
1533	49081
1534	49081
1535	49081
1536	49081
1537	49081
1538	49081
1539	49081
1540	65220
1541	65220
1542	14275
1543	14275
1544	14275
1545	14275
1546	14275
1547	14275
1548	14275
1549	14275
1550	14275
1551	14275
1552	14275
1553	14275
1554	14275
1555	14275
1556	563225
1557	493828
1558	493828
1559	555009
1560	750474
1561	750474
1562	123728
1563	123728
1564	123728
1565	123727
1566	11753
1567	112943
1568	112943
1569	112943
1570	112943
1571	123727
1572	1087588
1573	133104
1574	11756
1575	11756
1576	1087588
1577	1087588
1578	1087588
1579	1087588
1580	11756
1581	1087588
1582	1087588
1583	1087588
1584	1087588
1585	11756
1586	11756
1587	1087588
1588	11756
1589	508713
1590	1087587
1591	508713
1592	508713
1593	1087587
1594	14275
1595	1087587
1596	14275
1597	14275
1598	14275
1599	14275
1600	14275
1601	1087543
1602	14275
1603	1087543
1604	1087587
1605	1087543
1606	750469
1607	750469
1608	123534
1609	750469
1610	784311
1611	1087587
1612	750469
1613	14275
1614	14275
1615	49823
1616	508740
1617	750462
1618	750447
1619	378163
1620	14279
1621	750469
1622	11282
1623	11282
1624	11282
1625	11282
1626	14279
1627	493825
1628	553365
1629	553365
1630	750447
1631	11297
1632	11282
1633	133138
1634	114355
1635	133138
1636	1074456
1637	1074456
1638	11294
1639	11294
1640	378172
1641	11300
1642	11294
1643	11294
1644	11294
1645	123534
1646	11764
1647	11294
1648	11294
1649	11287
1650	11287
1651	11287
1652	11279
1653	11287
1654	11287
1655	11281
1656	133104
1657	133104
1658	133104
1659	133104
1660	508743
1661	14275
1662	14275
1663	14275
1664	14275
1665	14275
1666	14275
1667	14275
1668	14275
1669	114361
1670	114361
1671	750473
1672	750473
1673	134575
1674	70937
1675	49715
1676	555009
1677	555009
1678	728657
1679	728657
1680	493828
1681	553354
1682	1087537
1683	65236
1684	553354
1685	378184
1686	378184
1687	49823
1688	378184
1689	378184
1690	1077523
1691	755915
1692	134575
1693	1077523
1694	1077523
1695	1077523
1696	141877
1697	1087981
1698	141877
1699	141877
1700	141877
1701	1077524
1702	49058
1703	49058
1704	1077524
1705	49823
1706	49058
1707	1077524
1708	54940
1709	212708
1710	212708
1711	1074456
1712	65234
1713	212708
1714	212708
1715	1023
1716	1023
1717	65234
1718	65234
1719	112536
1720	65234
1721	508692
1722	114370
1723	114370
1724	49722
1725	563204
1726	114370
1727	49722
1728	1074456
1729	508692
1730	508692
1731	508692
1732	126221
1733	126221
1734	1087551
1735	1087551
1736	49715
1737	49715
1738	14258
1739	493810
1740	1087551
1741	49715
1742	1019
1743	1019
1744	563204
1745	493810
1746	493810
1747	493810
1748	493810
1749	493810
1750	14277
1751	65227
1752	65227
1753	65227
1754	128017
1755	49715
1756	54936
1757	54936
1758	70933
1759	70933
1760	70933
1761	70933
1762	1019
1763	1019
1764	750468
1765	750468
1766	750468
1767	508685
1768	112943
1769	112943
1770	112943
1771	112943
1772	133108
1773	133108
1774	112537
1775	112537
1776	112906
1777	112906
1778	750462
1779	112906
1780	49712
1781	133120
1782	133120
1783	49712
1784	49958
1785	49958
1786	49958
1787	123525
1788	123525
1789	123525
1790	133108
1791	333898
1792	333898
1793	333898
1794	112537
1795	112537
1796	112906
1797	123508
1798	49712
1799	123508
1800	54855
1801	54855
1802	54855
1803	54858
1804	54858
1805	750462
1806	333898
1807	333898
1808	333898
1809	333898
1810	333898
1811	333898
1812	333898
1813	333898
1814	333898
1815	333898
1816	333898
1817	333898
1818	333898
1819	333898
1820	333898
1821	333898
1822	333898
1823	333898
1824	333898
1825	333898
1826	333898
1827	333898
1828	333898
1829	333898
1830	133120
1831	133120
1832	333898
1833	333898
1834	133120
1835	133120
1836	333898
1837	333898
1838	333898
1839	333898
1840	133120
1841	133120
1842	126236
1843	126236
1844	133108
1845	133108
1846	123525
1847	123525
1848	133108
1849	123525
1850	123525
1851	123525
1852	123525
1853	133108
1854	112537
1855	112906
1856	54858
1857	54858
1858	54858
1859	54858
1860	54858
1861	123508
1862	54855
1863	112537
1864	112537
1865	112537
1866	115700
1867	115700
1868	115700
1869	115700
1870	115700
1871	115700
1872	49712
1873	378174
1874	115700
1875	54319
1876	54319
1877	1013
1878	378174
1879	378174
1880	128026
1881	128026
1882	128026
1883	128026
1884	128026
1885	378174
1886	378174
1887	54330
1888	54330
1889	508737
1890	14816
1891	1087582
1892	14816
1893	54333
1894	14816
1895	115700
1896	115700
1897	553356
1898	784336
1899	14816
1900	14816
1901	14816
1902	14816
1903	378170
1904	378170
1905	378170
1906	378170
1907	378170
1908	278171
1909	378175
1910	378175
1911	378175
1912	378175
1913	378175
1914	11285
1915	278171
1916	278171
1917	278171
1918	278171
1919	278171
1920	278171
1921	128015
1922	278171
1923	278171
1924	278171
1925	278171
1926	278171
1927	11285
1928	11285
1929	11285
1930	11285
1931	11285
1932	11285
1933	378175
1934	114353
1935	784300
1936	123547
1937	784300
1938	123547
1939	784300
1940	378175
1941	378175
1942	114353
1943	378175
1944	378175
1945	378175
1946	114353
1947	114353
1948	114353
1949	378175
1950	378175
1951	378175
1952	378175
1953	378175
1954	378175
1955	378175
1956	378170
1957	114353
1958	114353
1959	212715
1960	114353
1961	114353
1962	114353
1963	114353
1964	126236
1965	126236
1966	212715
1967	212715
1968	212715
1969	212715
1970	212715
1971	126236
1972	126236
1973	114353
1974	54864
1975	212715
1976	133140
1977	123547
1978	133140
1979	133140
1980	133140
1981	123547
1982	133140
1983	133140
1984	126236
1985	126236
1986	133103
1987	133103
1988	133103
1989	212715
1990	54864
1991	133140
1992	133103
1993	133103
1994	133103
1995	133103
1996	49701
1997	49701
1998	49701
1999	49701
2000	49701
2001	49701
2002	49701
2003	49958
2004	49958
2005	49958
2006	133140
2007	123547
2008	123547
2009	123547
2010	123547
2011	123547
2012	278171
2013	126236
2014	126236
2015	126236
2016	14275
2017	14275
2018	11282
2019	11297
2020	11297
2021	14275
2022	14275
2023	49058
2024	14279
2025	1077524
2026	49058
2027	1087551
2028	54936
2029	70933
2030	750468
2031	750468
2032	54855
2033	54319
2034	1013
2035	378174
2036	115700
2037	553356
2038	212715
2039	133140
2040	126236
2041	49701
2042	49701
2043	133140
2044	750469
2045	133140
2046	0
2047	0
2048	0
2049	0
2050	0
2051	0
2052	0
2053	0
2054	0
2055	0
2056	0
2057	0
2058	0
2059	0
2060	0
2061	0
2062	0
2063	0
2064	0
2065	0
2066	0
2067	0
2068	0
2069	0
2070	0
2071	0
2072	0
2073	0
2074	0
2075	0
2076	0
2077	0
2078	0
2079	0
2080	0
2081	0
2082	0
2083	0
2084	0
2085	0
2086	0
2087	0
2088	0
2089	0
2090	0
2091	0
2092	0
2093	0
2094	0
2095	0
2096	0
2097	0
2098	0
2099	0
2100	0
2101	0
2102	0
2103	0
2104	0
2105	0
2106	0
2107	0
2108	0
2109	0
2110	0
2111	0
2112	0
2113	0
2114	0
2115	0
2116	0
2117	0
2118	0
2119	0
