poly_id well_id
1	755930
2	553349
3	65226
4	49081
5	115693
6	3398
7	280014
8	553351
9	280014
10	133103
11	49058
12	49057
13	213884
14	54864
15	755930
16	115693
17	114352
18	378174
19	123727
20	1087582
21	784311
22	49058
23	128015
24	1087582
25	123728
26	750473
27	1087564
28	115693
29	49081
30	65236
31	49058
32	128026
33	65221
34	123728
35	11753
36	553593
37	123519
38	65222
39	14816
40	65220
41	126241
42	65220
43	508685
44	65222
45	14816
46	755930
47	114361
48	115693
49	784335
50	126243
51	1087585
52	553349
53	508743
54	213884
55	14275
56	112536
57	107306
58	1087585
59	11753
60	1023
61	378174
62	14816
63	18329
64	378184
65	123534
66	49701
67	14277
68	54319
69	65220
70	728657
71	54333
72	750447
73	114361
74	784336
75	508737
76	128026
77	563225
78	553351
79	49081
80	755930
81	508740
82	750468
83	65227
84	123508
85	728657
86	11753
87	378174
88	115693
89	123727
90	3398
91	18329
92	378184
93	133103
94	1074456
95	54930
96	378184
97	133140
98	65227
99	123728
100	508738
101	133140
102	49715
103	14816
104	11753
105	784275
106	54858
107	49081
108	750462
109	11770
110	755930
111	750468
112	750446
113	123550
114	123728
115	49059
116	553358
117	112528
118	133103
119	750474
120	563235
121	11282
122	133140
123	508743
124	14277
125	123728
126	65220
127	11300
128	493828
129	750474
130	133138
131	508690
132	123519
133	553351
134	553351
135	553349
136	784369
137	784335
138	280014
139	128026
140	128015
141	112943
142	14258
143	11753
144	553594
145	508690
146	755930
147	493828
148	14816
149	553349
150	493828
151	508743
152	14275
153	1074456
154	133138
155	133104
156	49081
157	784335
158	114366
159	784336
160	114361
161	212708
162	784275
163	126241
164	65220
165	553351
166	1087585
167	14816
168	755930
169	107306
170	65222
171	113920
172	1087537
173	508738
174	128015
175	114366
176	123519
177	11753
178	11287
179	54936
180	11300
181	784300
182	54319
183	115693
184	133108
185	123728
186	378174
187	14816
188	784336
189	553593
190	123519
191	18318
192	755915
193	563235
194	14277
195	755930
196	14275
197	107306
198	1023
199	123728
200	378184
201	1077524
202	508740
203	11300
204	553351
205	11284
206	553351
207	133120
208	11770
209	14275
210	126241
211	112528
212	784369
213	49081
214	14275
215	14272
216	49081
217	11280
218	112943
219	128026
220	54333
221	508713
222	563235
223	5725
224	1087582
225	508743
226	11753
227	49722
228	1019
229	14272
230	378174
231	755930
232	113920
233	126241
234	14272
235	128017
236	18329
237	115693
238	123728
239	65226
240	553349
241	54930
242	563225
243	133104
244	49081
245	128026
246	1013
247	65234
248	115693
249	784336
250	750468
251	112943
252	553594
253	378184
254	18329
255	508743
256	212708
257	755930
258	553365
259	112528
260	115693
261	11756
262	1087981
263	65221
264	553351
265	750473
266	563204
267	49958
268	493825
269	49964
270	114352
271	508743
272	3398
273	14816
274	123524
275	553351
276	378174
277	49057
278	553593
279	49058
280	123549
281	49081
282	49081
283	280014
284	14816
285	784275
286	133140
287	133104
288	114352
289	112528
290	49081
291	14816
292	54858
293	54319
294	65234
295	212708
296	54319
297	133138
298	553594
299	553351
300	553349
301	755930
302	14274
303	755917
304	126221
305	128015
306	378172
307	1087564
308	54319
309	1013
310	508690
311	65222
312	114366
313	750473
314	128026
315	65220
316	553593
317	114366
318	1087582
319	123550
320	123549
321	1087585
322	508743
323	1087551
324	123550
325	141877
326	11753
327	755930
328	54319
329	493828
330	54872
331	115700
332	1013
333	212709
334	1087551
335	54872
336	750462
337	114355
338	123728
339	65221
340	114370
341	1013
342	212708
343	123728
344	280014
345	508737
346	114366
347	1077524
348	3398
349	750474
350	750462
351	112528
352	49081
353	755915
354	508743
355	49081
356	65220
357	49058
358	212709
359	114361
360	11284
361	133140
362	11279
363	54872
364	14274
365	123728
366	49081
367	750473
368	508738
369	508690
370	11753
371	54319
372	123519
373	54872
374	54940
375	553365
376	49058
377	18329
378	508743
379	49701
380	553351
381	1087582
382	123728
383	11753
384	508685
385	378174
386	14816
387	784336
388	1074456
389	133108
390	112536
391	49081
392	54921
393	115700
394	553349
395	11753
396	133104
397	755915
398	123728
399	11753
400	123728
401	128026
402	11281
403	553351
404	1087587
405	49701
406	784335
407	126241
408	18318
409	750474
410	49701
411	755930
412	493810
413	508738
414	784275
415	133138
416	750474
417	133140
418	128026
419	133108
420	49081
421	123728
422	553351
423	65221
424	65222
425	11770
426	128026
427	553351
428	750468
429	11772
430	5725
431	755917
432	553349
433	378174
434	128026
435	54333
436	553593
437	784311
438	126241
439	11753
440	11281
441	11756
442	1087585
443	65226
444	493810
445	128026
446	11770
447	1087585
448	14816
449	123519
450	49081
451	378184
452	65234
453	115700
454	49715
455	128017
456	115700
457	1087587
458	115693
459	755915
460	133103
461	755930
462	553351
463	553594
464	14275
465	1077523
466	378174
467	553349
468	133140
469	1087585
470	11285
471	14272
472	11282
473	784336
474	65220
475	11770
476	112528
477	14816
478	1087585
479	5725
480	555009
481	115693
482	123534
483	123549
484	114361
485	553594
486	123547
487	553349
488	784275
489	1074456
490	65221
491	1013
492	14816
493	1087551
494	553349
495	1087551
496	750468
497	1087551
498	123519
499	128026
500	755915
501	14274
502	784311
503	11300
504	114366
505	11280
506	123728
507	14274
508	114361
509	280014
510	213884
511	65220
512	14277
513	280014
514	11285
515	11280
516	123508
517	49059
518	65227
519	14816
520	107306
521	1077523
522	378174
523	49081
524	553349
525	54858
526	54930
527	123549
528	65221
529	1077524
530	14816
531	14275
532	750473
533	133140
534	553351
535	508737
536	755930
537	14274
538	54858
539	1023
540	278171
541	553356
542	14275
543	1087551
544	280014
545	49081
546	107306
547	1077524
548	49081
549	112943
550	123727
551	378184
552	49715
553	553351
554	378184
555	553594
556	755930
557	553594
558	784369
559	123550
560	11753
561	1087582
562	49057
563	49701
564	553349
565	755930
566	755930
567	728657
568	280014
569	784335
570	784335
571	1087564
572	750474
573	5725
574	14816
575	784300
576	508743
577	1087585
578	1087585
579	114366
580	493810
581	54930
582	378174
583	1074456
584	378174
585	14816
586	14816
587	65220
588	553349
589	280014
590	553351
591	755915
592	114370
593	14816
594	133103
595	18318
596	18329
597	14816
598	14275
599	123508
600	784336
601	123524
602	563204
603	134575
604	11753
605	126243
606	1087981
607	123728
608	49081
609	750462
610	115693
611	563235
612	107306
613	508743
614	123549
615	784335
616	133108
617	128026
618	54333
619	128026
620	133103
621	128026
622	553378
623	750468
624	553351
625	49081
626	553349
627	553594
628	123549
629	213884
630	114361
631	553351
632	1087543
633	280014
634	115693
635	14275
636	11756
637	553349
638	212709
639	133138
640	65227
641	18329
642	508743
643	133138
644	11281
645	1077523
646	123728
647	508743
648	755930
649	123549
650	49059
651	65222
652	493828
653	49058
654	14272
655	784335
656	493828
657	1087551
658	70937
659	553594
660	129401
661	49958
662	755930
663	508737
664	553594
665	1019
666	14275
667	11753
668	553351
669	553594
670	553351
671	784336
672	553351
673	750468
674	378184
675	129401
676	755930
677	54319
678	11753
679	123727
680	553378
681	553351
682	14275
683	49058
684	49081
685	123519
686	65220
687	493825
688	1019
689	784335
690	49057
691	128015
692	123524
693	123550
694	123550
695	123550
696	133138
697	54940
698	133120
699	123508
700	54855
701	54855
702	750462
703	54855
704	128026
705	1023
706	11284
707	11284
708	1087551
709	49715
710	49715
711	0
712	0
713	0
714	0
715	0
716	0
717	0
718	0
719	0
720	0
721	0
722	0
723	0
724	0
725	0
726	0
727	0
728	0
729	0
730	0
731	0
732	0
733	0
734	0
735	0
736	0
737	0
738	0
739	0
740	0
741	0
742	0
743	0
744	0
745	0
746	0
747	0
748	0
749	0
