FID,row,column,delx,dely,area,UTM_E,UTM_N,NoFlw_Lay1,NoFlw_Lay2,K_Zone
"32,132",145,106,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,527.000000000000000","4,600,880.000000000000000",1,1,2
"32,133",145,107,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,627.000000000000000","4,600,880.000000000000000",1,1,2
"32,134",145,108,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,727.000000000000000","4,600,880.000000000000000",1,1,2
"32,135",145,109,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,827.000000000000000","4,600,880.000000000000000",1,1,2
"32,136",145,110,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,927.000000000000000","4,600,880.000000000000000",1,1,2
"32,137",145,111,100.000000000000000,100.000000000000000,"10,000.000000000000000","511,027.000000000000000","4,600,880.000000000000000",1,1,2
"32,138",145,112,100.000000000000000,100.000000000000000,"10,000.000000000000000","511,127.000000000000000","4,600,880.000000000000000",1,1,2
"32,139",146,88,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,727.000000000000000","4,600,780.000000000000000",1,0,2
"32,140",146,89,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,827.000000000000000","4,600,780.000000000000000",1,0,2
"32,141",146,90,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,927.000000000000000","4,600,780.000000000000000",1,0,2
"32,142",146,91,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,027.000000000000000","4,600,780.000000000000000",1,0,2
"32,143",146,92,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,127.000000000000000","4,600,780.000000000000000",1,0,2
"32,144",146,93,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,227.000000000000000","4,600,780.000000000000000",1,0,2
"32,145",146,94,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,327.000000000000000","4,600,780.000000000000000",1,0,2
"32,146",146,95,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,427.000000000000000","4,600,780.000000000000000",1,0,2
"32,147",146,96,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,527.000000000000000","4,600,780.000000000000000",1,0,2
"32,148",146,97,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,627.000000000000000","4,600,780.000000000000000",1,0,2
"32,149",146,98,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,727.000000000000000","4,600,780.000000000000000",1,0,2
"32,150",146,99,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,827.000000000000000","4,600,780.000000000000000",1,0,2
"32,151",146,100,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,927.000000000000000","4,600,780.000000000000000",1,1,2
"32,152",146,101,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,027.000000000000000","4,600,780.000000000000000",1,1,2
"32,153",146,102,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,127.000000000000000","4,600,780.000000000000000",1,1,2
"32,154",146,103,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,227.000000000000000","4,600,780.000000000000000",1,1,2
"32,155",146,104,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,327.000000000000000","4,600,780.000000000000000",1,1,2
"32,156",146,105,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,427.000000000000000","4,600,780.000000000000000",1,1,2
"32,157",146,106,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,527.000000000000000","4,600,780.000000000000000",1,1,2
"32,158",146,107,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,627.000000000000000","4,600,780.000000000000000",1,1,2
"32,159",146,108,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,727.000000000000000","4,600,780.000000000000000",1,1,2
"32,160",146,109,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,827.000000000000000","4,600,780.000000000000000",1,1,2
"32,161",146,110,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,927.000000000000000","4,600,780.000000000000000",1,1,2
"32,162",146,111,100.000000000000000,100.000000000000000,"10,000.000000000000000","511,027.000000000000000","4,600,780.000000000000000",1,1,2
"32,163",146,112,100.000000000000000,100.000000000000000,"10,000.000000000000000","511,127.000000000000000","4,600,780.000000000000000",1,1,2
"32,164",147,87,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,627.000000000000000","4,600,680.000000000000000",1,0,2
"32,165",147,88,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,727.000000000000000","4,600,680.000000000000000",1,0,2
"32,166",147,89,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,827.000000000000000","4,600,680.000000000000000",1,0,2
"32,167",147,90,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,927.000000000000000","4,600,680.000000000000000",1,0,2
"32,168",147,91,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,027.000000000000000","4,600,680.000000000000000",1,0,2
"32,169",147,92,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,127.000000000000000","4,600,680.000000000000000",1,0,2
"32,170",147,93,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,227.000000000000000","4,600,680.000000000000000",1,0,2
"32,171",147,94,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,327.000000000000000","4,600,680.000000000000000",1,0,2
"32,172",147,95,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,427.000000000000000","4,600,680.000000000000000",1,0,2
"32,173",147,96,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,527.000000000000000","4,600,680.000000000000000",1,0,2
"32,174",147,97,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,627.000000000000000","4,600,680.000000000000000",1,0,2
"32,175",147,98,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,727.000000000000000","4,600,680.000000000000000",1,0,2
"32,176",147,99,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,827.000000000000000","4,600,680.000000000000000",1,1,2
"32,177",147,100,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,927.000000000000000","4,600,680.000000000000000",1,1,2
"32,178",147,101,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,027.000000000000000","4,600,680.000000000000000",1,1,2
"32,179",147,102,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,127.000000000000000","4,600,680.000000000000000",1,1,2
"32,180",147,103,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,227.000000000000000","4,600,680.000000000000000",1,1,2
"32,181",147,104,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,327.000000000000000","4,600,680.000000000000000",1,1,2
"32,182",147,105,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,427.000000000000000","4,600,680.000000000000000",1,1,2
"32,183",147,106,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,527.000000000000000","4,600,680.000000000000000",1,1,2
"32,184",147,107,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,627.000000000000000","4,600,680.000000000000000",1,1,2
"32,185",147,108,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,727.000000000000000","4,600,680.000000000000000",1,1,2
"32,186",147,109,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,827.000000000000000","4,600,680.000000000000000",1,1,2
"32,187",147,110,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,927.000000000000000","4,600,680.000000000000000",1,1,2
"32,188",147,111,100.000000000000000,100.000000000000000,"10,000.000000000000000","511,027.000000000000000","4,600,680.000000000000000",1,1,2
"32,189",147,112,100.000000000000000,100.000000000000000,"10,000.000000000000000","511,127.000000000000000","4,600,680.000000000000000",1,1,2
"32,190",148,86,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,527.000000000000000","4,600,580.000000000000000",1,0,2
"32,191",148,87,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,627.000000000000000","4,600,580.000000000000000",1,0,2
"32,192",148,88,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,727.000000000000000","4,600,580.000000000000000",1,0,2
"32,193",148,89,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,827.000000000000000","4,600,580.000000000000000",1,0,2
"32,194",148,90,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,927.000000000000000","4,600,580.000000000000000",1,0,2
"32,195",148,91,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,027.000000000000000","4,600,580.000000000000000",1,0,2
"32,196",148,92,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,127.000000000000000","4,600,580.000000000000000",1,0,2
"32,197",148,93,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,227.000000000000000","4,600,580.000000000000000",1,0,2
"32,198",148,94,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,327.000000000000000","4,600,580.000000000000000",1,0,2
"32,199",148,95,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,427.000000000000000","4,600,580.000000000000000",1,0,2
"32,200",148,96,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,527.000000000000000","4,600,580.000000000000000",1,0,2
"32,201",148,97,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,627.000000000000000","4,600,580.000000000000000",1,0,2
"32,202",148,98,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,727.000000000000000","4,600,580.000000000000000",1,1,2
"32,203",148,99,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,827.000000000000000","4,600,580.000000000000000",1,1,2
"32,204",148,100,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,927.000000000000000","4,600,580.000000000000000",1,1,2
"32,205",148,101,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,027.000000000000000","4,600,580.000000000000000",1,1,2
"32,206",148,102,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,127.000000000000000","4,600,580.000000000000000",1,1,2
"32,207",148,103,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,227.000000000000000","4,600,580.000000000000000",1,1,2
"32,208",148,104,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,327.000000000000000","4,600,580.000000000000000",1,1,2
"32,209",148,105,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,427.000000000000000","4,600,580.000000000000000",1,1,2
"32,210",148,106,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,527.000000000000000","4,600,580.000000000000000",1,1,2
"32,211",148,107,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,627.000000000000000","4,600,580.000000000000000",1,1,2
"32,212",148,108,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,727.000000000000000","4,600,580.000000000000000",1,1,2
"32,213",148,109,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,827.000000000000000","4,600,580.000000000000000",1,1,2
"32,214",148,110,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,927.000000000000000","4,600,580.000000000000000",1,1,2
"32,215",148,111,100.000000000000000,100.000000000000000,"10,000.000000000000000","511,027.000000000000000","4,600,580.000000000000000",1,1,2
"32,216",148,112,100.000000000000000,100.000000000000000,"10,000.000000000000000","511,127.000000000000000","4,600,580.000000000000000",1,1,2
"32,217",149,84,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,327.000000000000000","4,600,480.000000000000000",1,0,2
"32,218",149,85,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,427.000000000000000","4,600,480.000000000000000",1,0,2
"32,219",149,86,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,527.000000000000000","4,600,480.000000000000000",1,0,2
"32,220",149,87,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,627.000000000000000","4,600,480.000000000000000",1,0,2
"32,221",149,88,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,727.000000000000000","4,600,480.000000000000000",1,0,2
"32,222",149,89,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,827.000000000000000","4,600,480.000000000000000",1,0,2
"32,223",149,90,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,927.000000000000000","4,600,480.000000000000000",1,0,2
"32,224",149,91,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,027.000000000000000","4,600,480.000000000000000",1,0,2
"32,225",149,92,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,127.000000000000000","4,600,480.000000000000000",1,0,2
"32,226",149,93,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,227.000000000000000","4,600,480.000000000000000",1,0,2
"32,227",149,94,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,327.000000000000000","4,600,480.000000000000000",1,0,2
"32,228",149,95,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,427.000000000000000","4,600,480.000000000000000",1,0,2
"32,229",149,96,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,527.000000000000000","4,600,480.000000000000000",1,0,2
"32,230",149,97,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,627.000000000000000","4,600,480.000000000000000",1,1,2
"32,231",149,98,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,727.000000000000000","4,600,480.000000000000000",1,1,2
"32,232",149,99,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,827.000000000000000","4,600,480.000000000000000",1,1,2
"32,233",149,100,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,927.000000000000000","4,600,480.000000000000000",1,1,2
"32,234",149,101,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,027.000000000000000","4,600,480.000000000000000",1,1,2
"32,235",149,102,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,127.000000000000000","4,600,480.000000000000000",1,1,2
"32,236",149,103,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,227.000000000000000","4,600,480.000000000000000",1,1,2
"32,237",149,104,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,327.000000000000000","4,600,480.000000000000000",1,1,2
"32,238",149,105,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,427.000000000000000","4,600,480.000000000000000",1,1,2
"32,239",149,106,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,527.000000000000000","4,600,480.000000000000000",1,1,2
"32,240",149,107,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,627.000000000000000","4,600,480.000000000000000",1,1,2
"32,241",149,108,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,727.000000000000000","4,600,480.000000000000000",1,1,2
"32,242",149,109,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,827.000000000000000","4,600,480.000000000000000",1,1,2
"32,243",149,110,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,927.000000000000000","4,600,480.000000000000000",1,1,2
"32,244",149,111,100.000000000000000,100.000000000000000,"10,000.000000000000000","511,027.000000000000000","4,600,480.000000000000000",1,1,2
"32,245",149,112,100.000000000000000,100.000000000000000,"10,000.000000000000000","511,127.000000000000000","4,600,480.000000000000000",1,1,2
"32,246",150,83,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,227.000000000000000","4,600,380.000000000000000",1,0,2
"32,247",150,84,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,327.000000000000000","4,600,380.000000000000000",1,0,2
"32,248",150,85,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,427.000000000000000","4,600,380.000000000000000",1,0,2
"32,249",150,86,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,527.000000000000000","4,600,380.000000000000000",1,0,2
"32,250",150,87,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,627.000000000000000","4,600,380.000000000000000",1,0,2
"32,251",150,88,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,727.000000000000000","4,600,380.000000000000000",1,0,2
"32,252",150,89,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,827.000000000000000","4,600,380.000000000000000",1,0,2
"32,253",150,90,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,927.000000000000000","4,600,380.000000000000000",1,0,2
"32,254",150,91,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,027.000000000000000","4,600,380.000000000000000",1,0,2
"32,255",150,92,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,127.000000000000000","4,600,380.000000000000000",1,0,2
"32,256",150,93,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,227.000000000000000","4,600,380.000000000000000",1,0,2
"32,257",150,94,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,327.000000000000000","4,600,380.000000000000000",1,0,2
"32,258",150,95,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,427.000000000000000","4,600,380.000000000000000",1,0,2
"32,259",150,96,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,527.000000000000000","4,600,380.000000000000000",1,1,2
"32,260",150,97,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,627.000000000000000","4,600,380.000000000000000",1,1,2
"32,261",150,98,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,727.000000000000000","4,600,380.000000000000000",1,1,2
"32,262",150,99,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,827.000000000000000","4,600,380.000000000000000",1,1,2
"32,263",150,100,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,927.000000000000000","4,600,380.000000000000000",1,1,2
"32,264",150,101,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,027.000000000000000","4,600,380.000000000000000",1,1,2
"32,265",150,102,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,127.000000000000000","4,600,380.000000000000000",1,1,2
"32,266",150,103,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,227.000000000000000","4,600,380.000000000000000",1,1,2
"32,267",150,104,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,327.000000000000000","4,600,380.000000000000000",1,1,2
"32,268",150,105,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,427.000000000000000","4,600,380.000000000000000",1,1,2
"32,269",150,106,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,527.000000000000000","4,600,380.000000000000000",1,1,2
"32,270",150,107,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,627.000000000000000","4,600,380.000000000000000",1,1,2
"32,271",150,108,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,727.000000000000000","4,600,380.000000000000000",1,1,2
"32,272",150,109,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,827.000000000000000","4,600,380.000000000000000",1,1,2
"32,273",150,110,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,927.000000000000000","4,600,380.000000000000000",1,1,2
"32,274",150,111,100.000000000000000,100.000000000000000,"10,000.000000000000000","511,027.000000000000000","4,600,380.000000000000000",1,1,2
"32,275",150,112,100.000000000000000,100.000000000000000,"10,000.000000000000000","511,127.000000000000000","4,600,380.000000000000000",1,1,2
"32,276",151,86,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,527.000000000000000","4,600,280.000000000000000",1,0,2
"32,277",151,88,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,727.000000000000000","4,600,280.000000000000000",1,0,2
"32,278",151,89,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,827.000000000000000","4,600,280.000000000000000",1,0,2
"32,279",151,90,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,927.000000000000000","4,600,280.000000000000000",1,0,2
"32,280",151,91,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,027.000000000000000","4,600,280.000000000000000",1,0,2
"32,281",151,92,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,127.000000000000000","4,600,280.000000000000000",1,0,2
"32,282",151,93,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,227.000000000000000","4,600,280.000000000000000",1,0,2
"32,283",151,94,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,327.000000000000000","4,600,280.000000000000000",1,0,2
"32,284",151,95,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,427.000000000000000","4,600,280.000000000000000",1,1,2
"32,285",151,96,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,527.000000000000000","4,600,280.000000000000000",1,1,2
"32,286",151,97,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,627.000000000000000","4,600,280.000000000000000",1,1,2
"32,287",151,98,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,727.000000000000000","4,600,280.000000000000000",1,1,2
"32,288",151,99,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,827.000000000000000","4,600,280.000000000000000",1,1,2
"32,289",151,100,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,927.000000000000000","4,600,280.000000000000000",1,1,2
"32,290",151,101,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,027.000000000000000","4,600,280.000000000000000",1,1,2
"32,291",151,102,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,127.000000000000000","4,600,280.000000000000000",1,1,2
"32,292",151,103,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,227.000000000000000","4,600,280.000000000000000",1,1,2
"32,293",151,104,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,327.000000000000000","4,600,280.000000000000000",1,1,2
"32,294",151,105,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,427.000000000000000","4,600,280.000000000000000",1,1,2
"32,295",151,106,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,527.000000000000000","4,600,280.000000000000000",1,1,2
"32,296",151,107,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,627.000000000000000","4,600,280.000000000000000",1,1,2
"32,297",151,108,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,727.000000000000000","4,600,280.000000000000000",1,1,2
"32,298",151,109,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,827.000000000000000","4,600,280.000000000000000",1,1,2
"32,299",151,110,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,927.000000000000000","4,600,280.000000000000000",1,1,2
"32,300",151,111,100.000000000000000,100.000000000000000,"10,000.000000000000000","511,027.000000000000000","4,600,280.000000000000000",1,1,2
"32,301",151,112,100.000000000000000,100.000000000000000,"10,000.000000000000000","511,127.000000000000000","4,600,280.000000000000000",1,1,2
"32,302",152,85,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,427.000000000000000","4,600,180.000000000000000",1,0,2
"32,303",152,86,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,527.000000000000000","4,600,180.000000000000000",1,0,2
"32,304",152,87,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,627.000000000000000","4,600,180.000000000000000",1,0,2
"32,305",152,88,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,727.000000000000000","4,600,180.000000000000000",1,0,2
"32,306",152,89,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,827.000000000000000","4,600,180.000000000000000",1,0,2
"32,307",152,90,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,927.000000000000000","4,600,180.000000000000000",1,0,2
"32,308",152,91,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,027.000000000000000","4,600,180.000000000000000",1,0,2
"32,309",152,92,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,127.000000000000000","4,600,180.000000000000000",1,0,2
"32,310",152,93,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,227.000000000000000","4,600,180.000000000000000",1,0,2
"32,311",152,94,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,327.000000000000000","4,600,180.000000000000000",1,1,2
"32,312",152,95,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,427.000000000000000","4,600,180.000000000000000",1,1,2
"32,313",152,96,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,527.000000000000000","4,600,180.000000000000000",1,1,2
"32,314",152,97,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,627.000000000000000","4,600,180.000000000000000",1,1,2
"32,315",152,98,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,727.000000000000000","4,600,180.000000000000000",1,1,2
"32,316",152,99,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,827.000000000000000","4,600,180.000000000000000",1,1,2
"32,317",152,100,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,927.000000000000000","4,600,180.000000000000000",1,1,2
"32,318",152,101,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,027.000000000000000","4,600,180.000000000000000",1,1,2
"32,319",152,102,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,127.000000000000000","4,600,180.000000000000000",1,1,2
"32,320",152,103,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,227.000000000000000","4,600,180.000000000000000",1,1,2
"32,321",152,104,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,327.000000000000000","4,600,180.000000000000000",1,1,2
"32,322",152,105,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,427.000000000000000","4,600,180.000000000000000",1,1,2
"32,323",152,106,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,527.000000000000000","4,600,180.000000000000000",1,1,2
"32,324",152,107,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,627.000000000000000","4,600,180.000000000000000",1,1,2
"32,325",152,108,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,727.000000000000000","4,600,180.000000000000000",1,1,2
"32,326",152,109,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,827.000000000000000","4,600,180.000000000000000",1,1,2
"32,327",152,110,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,927.000000000000000","4,600,180.000000000000000",1,1,2
"32,328",152,111,100.000000000000000,100.000000000000000,"10,000.000000000000000","511,027.000000000000000","4,600,180.000000000000000",1,1,2
"32,329",152,112,100.000000000000000,100.000000000000000,"10,000.000000000000000","511,127.000000000000000","4,600,180.000000000000000",1,1,2
"32,330",152,113,100.000000000000000,100.000000000000000,"10,000.000000000000000","511,227.000000000000000","4,600,180.000000000000000",1,1,2
"32,339",153,85,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,427.000000000000000","4,600,080.000000000000000",1,0,2
"32,340",153,86,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,527.000000000000000","4,600,080.000000000000000",1,0,2
"32,341",153,87,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,627.000000000000000","4,600,080.000000000000000",1,0,2
"32,342",153,88,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,727.000000000000000","4,600,080.000000000000000",1,0,2
"32,343",153,89,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,827.000000000000000","4,600,080.000000000000000",1,0,2
"32,344",153,90,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,927.000000000000000","4,600,080.000000000000000",1,0,2
"32,345",153,91,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,027.000000000000000","4,600,080.000000000000000",1,0,2
"32,346",153,92,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,127.000000000000000","4,600,080.000000000000000",1,1,2
"32,347",153,93,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,227.000000000000000","4,600,080.000000000000000",1,1,2
"32,348",153,94,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,327.000000000000000","4,600,080.000000000000000",1,1,2
"32,349",153,95,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,427.000000000000000","4,600,080.000000000000000",1,1,2
"32,350",153,96,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,527.000000000000000","4,600,080.000000000000000",1,1,2
"32,351",153,97,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,627.000000000000000","4,600,080.000000000000000",1,1,2
"32,352",153,98,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,727.000000000000000","4,600,080.000000000000000",1,1,2
"32,353",153,99,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,827.000000000000000","4,600,080.000000000000000",1,1,2
"32,354",153,100,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,927.000000000000000","4,600,080.000000000000000",1,1,2
"32,355",153,101,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,027.000000000000000","4,600,080.000000000000000",1,1,2
"32,356",153,102,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,127.000000000000000","4,600,080.000000000000000",1,1,2
