FID,row,column,delx,dely,area,UTM_E,UTM_N,NoFlw_Lay1,NoFlw_Lay2,K_Zone
"45,446",186,100,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,927.000000000000000","4,596,780.000000000000000",1,1,2
"45,447",186,101,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,027.000000000000000","4,596,780.000000000000000",1,1,2
"45,448",186,102,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,127.000000000000000","4,596,780.000000000000000",1,1,2
"45,449",186,103,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,227.000000000000000","4,596,780.000000000000000",1,1,2
"45,450",186,104,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,327.000000000000000","4,596,780.000000000000000",1,1,2
"45,451",186,105,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,427.000000000000000","4,596,780.000000000000000",1,1,2
"45,452",186,106,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,527.000000000000000","4,596,780.000000000000000",1,1,2
"45,453",186,107,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,627.000000000000000","4,596,780.000000000000000",1,1,2
"45,454",186,108,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,727.000000000000000","4,596,780.000000000000000",1,1,2
"45,455",186,109,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,827.000000000000000","4,596,780.000000000000000",1,1,2
"45,456",186,110,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,927.000000000000000","4,596,780.000000000000000",1,1,2
"45,457",186,111,100.000000000000000,100.000000000000000,"10,000.000000000000000","511,027.000000000000000","4,596,780.000000000000000",1,1,2
"45,458",186,112,100.000000000000000,100.000000000000000,"10,000.000000000000000","511,127.000000000000000","4,596,780.000000000000000",1,1,2
"45,459",186,113,100.000000000000000,100.000000000000000,"10,000.000000000000000","511,227.000000000000000","4,596,780.000000000000000",1,1,2
"45,460",186,114,100.000000000000000,100.000000000000000,"10,000.000000000000000","511,327.000000000000000","4,596,780.000000000000000",1,1,2
"45,461",187,85,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,427.000000000000000","4,596,680.000000000000000",1,1,2
"45,462",187,86,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,527.000000000000000","4,596,680.000000000000000",1,1,2
"45,463",187,87,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,627.000000000000000","4,596,680.000000000000000",1,1,2
"45,464",187,88,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,727.000000000000000","4,596,680.000000000000000",1,1,2
"45,465",187,89,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,827.000000000000000","4,596,680.000000000000000",1,1,2
"45,466",187,90,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,927.000000000000000","4,596,680.000000000000000",1,1,2
"45,467",187,91,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,027.000000000000000","4,596,680.000000000000000",1,1,2
"45,468",187,92,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,127.000000000000000","4,596,680.000000000000000",1,1,2
"45,469",187,93,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,227.000000000000000","4,596,680.000000000000000",1,1,2
"45,470",187,94,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,327.000000000000000","4,596,680.000000000000000",1,1,2
"45,471",187,95,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,427.000000000000000","4,596,680.000000000000000",1,1,2
"45,472",187,96,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,527.000000000000000","4,596,680.000000000000000",1,1,2
"45,473",187,97,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,627.000000000000000","4,596,680.000000000000000",1,1,2
"45,474",187,98,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,727.000000000000000","4,596,680.000000000000000",1,1,2
"45,475",187,99,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,827.000000000000000","4,596,680.000000000000000",1,1,2
"45,476",187,100,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,927.000000000000000","4,596,680.000000000000000",1,1,2
"45,477",187,101,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,027.000000000000000","4,596,680.000000000000000",1,1,2
"45,478",187,102,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,127.000000000000000","4,596,680.000000000000000",1,1,2
"45,479",187,103,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,227.000000000000000","4,596,680.000000000000000",1,1,2
"45,480",187,104,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,327.000000000000000","4,596,680.000000000000000",1,1,2
"45,481",187,105,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,427.000000000000000","4,596,680.000000000000000",1,1,2
"45,482",187,106,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,527.000000000000000","4,596,680.000000000000000",1,1,2
"45,483",187,107,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,627.000000000000000","4,596,680.000000000000000",1,1,2
"45,484",187,108,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,727.000000000000000","4,596,680.000000000000000",1,1,2
"45,485",187,109,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,827.000000000000000","4,596,680.000000000000000",1,1,2
"45,486",187,110,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,927.000000000000000","4,596,680.000000000000000",1,1,2
"45,487",187,111,100.000000000000000,100.000000000000000,"10,000.000000000000000","511,027.000000000000000","4,596,680.000000000000000",1,1,2
"45,488",187,112,100.000000000000000,100.000000000000000,"10,000.000000000000000","511,127.000000000000000","4,596,680.000000000000000",1,1,2
"45,489",187,113,100.000000000000000,100.000000000000000,"10,000.000000000000000","511,227.000000000000000","4,596,680.000000000000000",1,1,2
"45,490",187,114,100.000000000000000,100.000000000000000,"10,000.000000000000000","511,327.000000000000000","4,596,680.000000000000000",1,1,2
"45,491",188,85,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,427.000000000000000","4,596,580.000000000000000",1,1,2
"45,492",188,86,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,527.000000000000000","4,596,580.000000000000000",1,1,2
"45,493",188,87,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,627.000000000000000","4,596,580.000000000000000",1,1,2
"45,494",188,88,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,727.000000000000000","4,596,580.000000000000000",1,1,2
"45,495",188,89,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,827.000000000000000","4,596,580.000000000000000",1,1,2
"45,496",188,90,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,927.000000000000000","4,596,580.000000000000000",1,1,2
"45,497",188,91,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,027.000000000000000","4,596,580.000000000000000",1,1,2
"45,498",188,92,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,127.000000000000000","4,596,580.000000000000000",1,1,2
"45,499",188,93,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,227.000000000000000","4,596,580.000000000000000",1,1,2
"45,500",188,94,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,327.000000000000000","4,596,580.000000000000000",1,1,2
"45,501",188,95,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,427.000000000000000","4,596,580.000000000000000",1,1,2
"45,502",188,96,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,527.000000000000000","4,596,580.000000000000000",1,1,2
"45,503",188,97,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,627.000000000000000","4,596,580.000000000000000",1,1,2
"45,504",188,98,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,727.000000000000000","4,596,580.000000000000000",1,1,2
"45,505",188,99,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,827.000000000000000","4,596,580.000000000000000",1,1,2
"45,506",188,100,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,927.000000000000000","4,596,580.000000000000000",1,1,2
"45,507",188,101,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,027.000000000000000","4,596,580.000000000000000",1,1,2
"45,508",188,102,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,127.000000000000000","4,596,580.000000000000000",1,1,2
"45,509",188,103,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,227.000000000000000","4,596,580.000000000000000",1,1,2
"45,510",188,104,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,327.000000000000000","4,596,580.000000000000000",1,1,2
"45,511",188,105,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,427.000000000000000","4,596,580.000000000000000",1,1,2
"45,512",188,106,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,527.000000000000000","4,596,580.000000000000000",1,1,2
"45,513",188,107,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,627.000000000000000","4,596,580.000000000000000",1,1,2
"45,514",188,108,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,727.000000000000000","4,596,580.000000000000000",1,1,2
"45,515",188,109,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,827.000000000000000","4,596,580.000000000000000",1,1,2
"45,516",188,110,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,927.000000000000000","4,596,580.000000000000000",1,1,2
"45,517",188,111,100.000000000000000,100.000000000000000,"10,000.000000000000000","511,027.000000000000000","4,596,580.000000000000000",1,1,2
"45,518",188,112,100.000000000000000,100.000000000000000,"10,000.000000000000000","511,127.000000000000000","4,596,580.000000000000000",1,1,2
"45,519",188,113,100.000000000000000,100.000000000000000,"10,000.000000000000000","511,227.000000000000000","4,596,580.000000000000000",1,1,2
"45,520",188,114,100.000000000000000,100.000000000000000,"10,000.000000000000000","511,327.000000000000000","4,596,580.000000000000000",1,1,2
"45,521",189,85,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,427.000000000000000","4,596,480.000000000000000",1,1,2
"45,522",189,86,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,527.000000000000000","4,596,480.000000000000000",1,1,2
"45,523",189,87,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,627.000000000000000","4,596,480.000000000000000",1,1,2
"45,524",189,88,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,727.000000000000000","4,596,480.000000000000000",1,1,2
"45,525",189,89,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,827.000000000000000","4,596,480.000000000000000",1,1,2
"45,526",189,90,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,927.000000000000000","4,596,480.000000000000000",1,1,2
"45,527",189,91,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,027.000000000000000","4,596,480.000000000000000",1,1,2
"45,528",189,92,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,127.000000000000000","4,596,480.000000000000000",1,1,2
"45,529",189,93,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,227.000000000000000","4,596,480.000000000000000",1,1,2
"45,530",189,94,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,327.000000000000000","4,596,480.000000000000000",1,1,2
"45,531",189,95,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,427.000000000000000","4,596,480.000000000000000",1,1,2
"45,532",189,96,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,527.000000000000000","4,596,480.000000000000000",1,1,2
"45,533",189,97,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,627.000000000000000","4,596,480.000000000000000",1,1,2
"45,534",189,98,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,727.000000000000000","4,596,480.000000000000000",1,1,2
"45,535",189,99,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,827.000000000000000","4,596,480.000000000000000",1,1,2
"45,536",189,100,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,927.000000000000000","4,596,480.000000000000000",1,1,2
"45,537",189,101,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,027.000000000000000","4,596,480.000000000000000",1,1,2
"45,538",189,102,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,127.000000000000000","4,596,480.000000000000000",1,1,2
"45,539",189,103,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,227.000000000000000","4,596,480.000000000000000",1,1,2
"45,540",189,104,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,327.000000000000000","4,596,480.000000000000000",1,1,2
"45,541",189,105,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,427.000000000000000","4,596,480.000000000000000",1,1,2
"45,542",189,106,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,527.000000000000000","4,596,480.000000000000000",1,1,2
"45,543",189,107,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,627.000000000000000","4,596,480.000000000000000",1,1,2
"45,544",189,108,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,727.000000000000000","4,596,480.000000000000000",1,1,2
"45,545",189,109,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,827.000000000000000","4,596,480.000000000000000",1,1,2
"45,546",189,110,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,927.000000000000000","4,596,480.000000000000000",1,1,2
"45,547",189,111,100.000000000000000,100.000000000000000,"10,000.000000000000000","511,027.000000000000000","4,596,480.000000000000000",1,1,2
"45,548",189,112,100.000000000000000,100.000000000000000,"10,000.000000000000000","511,127.000000000000000","4,596,480.000000000000000",1,1,2
"45,549",189,113,100.000000000000000,100.000000000000000,"10,000.000000000000000","511,227.000000000000000","4,596,480.000000000000000",1,1,2
"45,550",189,114,100.000000000000000,100.000000000000000,"10,000.000000000000000","511,327.000000000000000","4,596,480.000000000000000",1,1,2
"45,551",190,85,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,427.000000000000000","4,596,380.000000000000000",1,1,2
"45,552",190,86,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,527.000000000000000","4,596,380.000000000000000",1,1,2
"45,553",190,87,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,627.000000000000000","4,596,380.000000000000000",1,1,2
"45,554",190,88,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,727.000000000000000","4,596,380.000000000000000",1,1,2
"45,555",190,89,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,827.000000000000000","4,596,380.000000000000000",1,1,2
"45,556",190,90,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,927.000000000000000","4,596,380.000000000000000",1,1,2
"45,557",190,91,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,027.000000000000000","4,596,380.000000000000000",1,1,2
"45,558",190,92,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,127.000000000000000","4,596,380.000000000000000",1,1,2
"45,559",190,93,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,227.000000000000000","4,596,380.000000000000000",1,1,2
"45,560",190,94,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,327.000000000000000","4,596,380.000000000000000",1,1,2
"45,561",190,95,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,427.000000000000000","4,596,380.000000000000000",1,1,2
"45,562",190,96,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,527.000000000000000","4,596,380.000000000000000",1,1,2
"45,563",190,97,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,627.000000000000000","4,596,380.000000000000000",1,1,2
"45,564",190,98,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,727.000000000000000","4,596,380.000000000000000",1,1,2
"45,565",190,99,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,827.000000000000000","4,596,380.000000000000000",1,1,2
"45,566",190,100,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,927.000000000000000","4,596,380.000000000000000",1,1,2
"45,567",190,101,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,027.000000000000000","4,596,380.000000000000000",1,1,2
"45,568",190,102,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,127.000000000000000","4,596,380.000000000000000",1,1,2
"45,569",190,103,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,227.000000000000000","4,596,380.000000000000000",1,1,2
"45,570",190,104,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,327.000000000000000","4,596,380.000000000000000",1,1,2
"45,571",190,105,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,427.000000000000000","4,596,380.000000000000000",1,1,2
"45,572",190,106,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,527.000000000000000","4,596,380.000000000000000",1,1,2
"45,573",190,107,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,627.000000000000000","4,596,380.000000000000000",1,1,2
"45,574",190,108,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,727.000000000000000","4,596,380.000000000000000",1,1,2
"45,575",190,109,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,827.000000000000000","4,596,380.000000000000000",1,1,2
"45,576",190,110,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,927.000000000000000","4,596,380.000000000000000",1,1,2
"45,577",190,111,100.000000000000000,100.000000000000000,"10,000.000000000000000","511,027.000000000000000","4,596,380.000000000000000",1,1,2
"45,578",190,112,100.000000000000000,100.000000000000000,"10,000.000000000000000","511,127.000000000000000","4,596,380.000000000000000",1,1,2
"45,579",190,113,100.000000000000000,100.000000000000000,"10,000.000000000000000","511,227.000000000000000","4,596,380.000000000000000",1,1,2
"45,580",190,114,100.000000000000000,100.000000000000000,"10,000.000000000000000","511,327.000000000000000","4,596,380.000000000000000",1,1,2
"45,581",191,86,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,527.000000000000000","4,596,280.000000000000000",1,1,2
"45,582",191,87,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,627.000000000000000","4,596,280.000000000000000",1,1,2
"45,583",191,88,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,727.000000000000000","4,596,280.000000000000000",1,1,2
"45,584",191,89,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,827.000000000000000","4,596,280.000000000000000",1,1,2
"45,585",191,90,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,927.000000000000000","4,596,280.000000000000000",1,1,2
"45,586",191,91,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,027.000000000000000","4,596,280.000000000000000",1,1,2
"45,587",191,92,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,127.000000000000000","4,596,280.000000000000000",1,1,2
"45,588",191,93,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,227.000000000000000","4,596,280.000000000000000",1,1,2
"45,589",191,94,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,327.000000000000000","4,596,280.000000000000000",1,1,2
"45,590",191,95,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,427.000000000000000","4,596,280.000000000000000",1,1,2
"45,591",191,96,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,527.000000000000000","4,596,280.000000000000000",1,1,2
"45,592",191,97,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,627.000000000000000","4,596,280.000000000000000",1,1,2
"45,593",191,98,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,727.000000000000000","4,596,280.000000000000000",1,1,2
"45,594",191,99,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,827.000000000000000","4,596,280.000000000000000",1,1,2
"45,595",191,100,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,927.000000000000000","4,596,280.000000000000000",1,1,2
"45,596",191,101,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,027.000000000000000","4,596,280.000000000000000",1,1,2
"45,597",191,102,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,127.000000000000000","4,596,280.000000000000000",1,1,2
"45,598",191,103,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,227.000000000000000","4,596,280.000000000000000",1,1,2
"45,599",191,104,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,327.000000000000000","4,596,280.000000000000000",1,1,2
"45,600",191,105,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,427.000000000000000","4,596,280.000000000000000",1,1,2
"45,601",191,106,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,527.000000000000000","4,596,280.000000000000000",1,1,2
"45,602",191,107,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,627.000000000000000","4,596,280.000000000000000",1,1,2
"45,603",191,108,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,727.000000000000000","4,596,280.000000000000000",1,1,2
"45,604",191,109,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,827.000000000000000","4,596,280.000000000000000",1,1,2
"45,605",191,110,100.000000000000000,100.000000000000000,"10,000.000000000000000","510,927.000000000000000","4,596,280.000000000000000",1,1,2
"45,606",191,111,100.000000000000000,100.000000000000000,"10,000.000000000000000","511,027.000000000000000","4,596,280.000000000000000",1,1,2
"45,607",191,112,100.000000000000000,100.000000000000000,"10,000.000000000000000","511,127.000000000000000","4,596,280.000000000000000",1,1,2
"45,608",191,113,100.000000000000000,100.000000000000000,"10,000.000000000000000","511,227.000000000000000","4,596,280.000000000000000",1,1,2
"45,609",191,114,100.000000000000000,100.000000000000000,"10,000.000000000000000","511,327.000000000000000","4,596,280.000000000000000",1,1,2
"45,610",192,86,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,527.000000000000000","4,596,180.000000000000000",1,1,2
"45,611",192,87,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,627.000000000000000","4,596,180.000000000000000",1,1,2
"45,612",192,88,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,727.000000000000000","4,596,180.000000000000000",1,1,2
"45,613",192,89,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,827.000000000000000","4,596,180.000000000000000",1,1,2
"45,614",192,90,100.000000000000000,100.000000000000000,"10,000.000000000000000","508,927.000000000000000","4,596,180.000000000000000",1,1,2
"45,615",192,91,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,027.000000000000000","4,596,180.000000000000000",1,1,2
"45,616",192,92,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,127.000000000000000","4,596,180.000000000000000",1,1,2
"45,617",192,93,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,227.000000000000000","4,596,180.000000000000000",1,1,2
"45,618",192,94,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,327.000000000000000","4,596,180.000000000000000",1,1,2
"45,619",192,95,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,427.000000000000000","4,596,180.000000000000000",1,1,2
"45,620",192,96,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,527.000000000000000","4,596,180.000000000000000",1,1,2
"45,621",192,97,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,627.000000000000000","4,596,180.000000000000000",1,1,2
"45,622",192,98,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,727.000000000000000","4,596,180.000000000000000",1,1,2
"45,623",192,99,100.000000000000000,100.000000000000000,"10,000.000000000000000","509,827.000000000000000","4,596,180.000000000000000",1,1,2
