HRU_ID,SubId_2
"214092",
"214092",
"213539",
"213539",
"213539",
"213539",
"213539",
"213539",
"213539",
"213539",
"212986",
"212986",
"212986",
"212986",
"212986",
"212986",
"212986",
"212986",
"212433",
"212433",
"212433",
"212433",
"212433",
"212433",
"212433",
"212433",
"211880",
"211880",
"211880",
"211880",
"211880",
"211880",
"211880",
"211880",
"211327",
"211327",
"211327",
"211327",
"211327",
"211327",
"211327",
"211327",
"210774",
"210774",
"210774",
"210774",
"210774",
"210774",
"210774",
"210774",
"210221",
"210221",
"210221",
"210221",
"210221",
"210221",
"210221",
"210221",
"209668",
"209668",
"209668",
"209668",
"209668",
"209668",
"209668",
"209668",
"209115",
"209115",
"209115",
"209115",
"209115",
"209115",
"209115",
"209115",
"208562",
"208562",
"208562",
"208562",
"208562",
"208562",
"208562",
"208562",
"208009",
"208009",
"208009",
"208009",
"208009",
"208009",
"208009",
"208009",
"207456",
"207456",
"207456",
"207456",
"207456",
"207456",
"207456",
"207456",
"206903",
"206903",
"206903",
"206903",
"206903",
"206903",
"206903",
"206903",
"206350",
"206350",
"206350",
"206350",
"206350",
"206350",
"206350",
"206350",
"205797",
"205797",
"205797",
"205797",
"205797",
"205797",
"205797",
"205797",
"205244",
"205244",
"205244",
"205244",
"205244",
"205244",
"205244",
"205244",
"216858",
"216858",
"216858",
"216858",
"216858",
"216858",
"216858",
"216858",
"216305",
"216305",
"216305",
"216305",
"216305",
"216305",
"216305",
"216305",
"215752",
"215752",
"215752",
"215752",
"215752",
"215752",
"215752",
"215752",
"215199",
"215199",
"215199",
"215199",
"215199",
"215199",
"215199",
"215199",
"214646",
"214646",
"214646",
"214646",
"214646",
"214646",
"214646",
"214646",
"214093",
"214093",
"214093",
"214093",
"214093",
"214093",
"214093",
"214093",
"213540",
"213540",
"213540",
"213540",
"213540",
"213540",
"213540",
"213540",
"212987",
"212987",
"212987",
"212987",
"212987",
"212987",
"212987",
"212987",
"212434",
"212434",
"212434",
"212434",
"212434",
"212434",
"212434",
"212434",
"211881",
"211881",
"211881",
"211881",
"211881",
"211881",
"211881",
"211881",
"211328",
"211328",
"211328",
"211328",
"211328",
"211328",
"211328",
"211328",
"210775",
"210775",
"210775",
"210775",
"210775",
"210775",
"210775",
"210775",
"210222",
"210222",
"210222",
"210222",
"210222",
"210222",
"210222",
"210222",
"209669",
"209669",
"209669",
"209669",
"209669",
"209669",
"209669",
"209669",
"209116",
"209116",
"209116",
"209116",
"209116",
"209116",
"209116",
"209116",
"208563",
"208563",
"208563",
"208563",
"208563",
"208563",
"208563",
"208563",
"208010",
"208010",
"208010",
"208010",
"208010",
"208010",
"208010",
"208010",
"207457",
"207457",
"207457",
"207457",
"207457",
"207457",
"207457",
"207457",
"206904",
"206904",
"206904",
"206904",
"206904",
"206904",
"206904",
"206904",
"206351",
"206351",
"206351",
"206351",
"206351",
"206351",
"206351",
"206351",
"205798",
"205798",
"205798",
"205798",
"205798",
"205798",
"205798",
"205798",
"205245",
"205245",
"205245",
"205245",
"205245",
"205245",
"205245",
"205245",
"204692",
"204692",
"204692",
"204692",
"204692",
"204692",
"204692",
"204692",
"216859",
"216859",
"216859",
"216859",
"216859",
"216859",
"216859",
"216859",
"216306",
"216306",
"216306",
"216306",
"216306",
"216306",
"216306",
"216306",
"215753",
"215753",
"215753",
"215753",
"215753",
"215753",
"215753",
"215753",
"215200",
"215200",
"215200",
"215200",
"215200",
"215200",
"215200",
"215200",
"214647",
"214647",
"214647",
"214647",
"214647",
"214647",
"214647",
"214647",
"214094",
"214094",
"214094",
"214094",
"214094",
"214094",
"214094",
"214094",
"213541",
"213541",
"213541",
"213541",
"213541",
"213541",
"213541",
"213541",
"212988",
"212988",
"212988",
"212988",
"212988",
"212988",
"212988",
"212988",
"212435",
"212435",
"212435",
"212435",
"212435",
"212435",
"212435",
"212435",
"211882",
"211882",
"211882",
"211882",
"211882",
"211882",
"211882",
"211882",
"211329",
"211329",
"211329",
"211329",
"211329",
"211329",
"211329",
"211329",
"210776",
"210776",
"210776",
"210776",
"210776",
"210776",
"210776",
"210776",
"210223",
"210223",
"210223",
"210223",
"210223",
"210223",
"210223",
"210223",
"209670",
"209670",
"209670",
"209670",
"209670",
"209670",
"209670",
"209670",
"209117",
"209117",
"209117",
"209117",
"209117",
"209117",
"209117",
"209117",
"208564",
"208564",
"208564",
"208564",
"208564",
"208564",
"208564",
"208564",
"208011",
"208011",
"208011",
"208011",
"208011",
"208011",
"208011",
"208011",
"207458",
"207458",
"207458",
"207458",
"207458",
"207458",
"207458",
"207458",
"206905",
"206905",
"206905",
"206905",
"206905",
"206905",
"206905",
"206905",
"206352",
"206352",
"206352",
"206352",
"206352",
"206352",
"206352",
"206352",
"205799",
"205799",
"205799",
"205799",
"205799",
"205799",
"205799",
"205799",
"205246",
"205246",
"205246",
"205246",
