HRU_ID,row,column,delx,dely,area,node,newnode,noflow,pinched,SubId,DowSubId
"344521",,,,,,,,,,,
"343968",,,,,,,,,,,
"343415",,,,,,,,,,,
"342862",,,,,,,,,,,
"342309",,,,,,,,,,,
"341756",,,,,,,,,,,
"341203",,,,,,,,,,,
"340650",,,,,,,,,,,
"340097",,,,,,,,,,,
"339544",,,,,,,,,,,
"338991",,,,,,,,,,,
"338438",,,,,,,,,,,
"337885",,,,,,,,,,,
"337332",,,,,,,,,,,
"336779",,,,,,,,,,,
"336226",,,,,,,,,,,
"335673",,,,,,,,,,,
"335120",,,,,,,,,,,
"334567",,,,,,,,,,,
"334014",,,,,,,,,,,
"333461",,,,,,,,,,,
"332908",,,,,,,,,,,
"332355",,,,,,,,,,,
"331802",,,,,,,,,,,
"331249",,,,,,,,,,,
"330696",,,,,,,,,,,
"330143",,,,,,,,,,,
"329590",,,,,,,,,,,
"329037",,,,,,,,,,,
"328484",,,,,,,,,,,
"327931",,,,,,,,,,,
"327378",,,,,,,,,,,
"326825",,,,,,,,,,,
"326272",,,,,,,,,,,
"325719",,,,,,,,,,,
"325166",,,,,,,,,,,
"324613",,,,,,,,,,,
"324060",,,,,,,,,,,
"323507",,,,,,,,,,,
"322954",,,,,,,,,,,
"322401",,,,,,,,,,,
"321848",,,,,,,,,,,
"321295",,,,,,,,,,,
"320742",,,,,,,,,,,
"320189",,,,,,,,,,,
"319636",,,,,,,,,,,
"319083",,,,,,,,,,,
"318530",,,,,,,,,,,
"317977",,,,,,,,,,,
"317424",,,,,,,,,,,
"316871",,,,,,,,,,,
"316318",,,,,,,,,,,
"315765",,,,,,,,,,,
"315212",,,,,,,,,,,
"314659",,,,,,,,,,,
"314106",,,,,,,,,,,
"313553",,,,,,,,,,,
"313000",,,,,,,,,,,
"312447",,,,,,,,,,,
"311894",,,,,,,,,,,
"311341",,,,,,,,,,,
"310788",,,,,,,,,,,
"310235",,,,,,,,,,,
"309682",,,,,,,,,,,
"309129",,,,,,,,,,,
"308576",,,,,,,,,,,
"308023",,,,,,,,,,,
"307470",,,,,,,,,,,
"306917",,,,,,,,,,,
"306364",,,,,,,,,,,
"305811",,,,,,,,,,,
"305258",,,,,,,,,,,
"304705",,,,,,,,,,,
"304152",,,,,,,,,,,
"303599",,,,,,,,,,,
"303046",,,,,,,,,,,
"302493",,,,,,,,,,,
"301940",,,,,,,,,,,
"301387",,,,,,,,,,,
"300834",,,,,,,,,,,
"300281",,,,,,,,,,,
"299728",,,,,,,,,,,
"299175",,,,,,,,,,,
"298622",,,,,,,,,,,
"298069",,,,,,,,,,,
"297516",,,,,,,,,,,
"296963",,,,,,,,,,,
"296410",,,,,,,,,,,
"295857",,,,,,,,,,,
"295304",,,,,,,,,,,
"294751",,,,,,,,,,,
"294198",,,,,,,,,,,
"293645",,,,,,,,,,,
"293092",,,,,,,,,,,
"292539",,,,,,,,,,,
"291986",,,,,,,,,,,
"291433",,,,,,,,,,,
"290880",,,,,,,,,,,
"290327",,,,,,,,,,,
"289774",,,,,,,,,,,
"289221",,,,,,,,,,,
"288668",,,,,,,,,,,
"288115",,,,,,,,,,,
"287562",,,,,,,,,,,
"287009",,,,,,,,,,,
"286456",,,,,,,,,,,
"285903",,,,,,,,,,,
"285350",,,,,,,,,,,
"284797",,,,,,,,,,,
"284244",,,,,,,,,,,
"283691",,,,,,,,,,,
"283138",,,,,,,,,,,
"282585",,,,,,,,,,,
"282032",,,,,,,,,,,
"281479",,,,,,,,,,,
"280926",,,,,,,,,,,
"280373",,,,,,,,,,,
"279820",,,,,,,,,,,
"279267",,,,,,,,,,,
"278714",,,,,,,,,,,
"278161",,,,,,,,,,,
"277608",,,,,,,,,,,
"277055",,,,,,,,,,,
"276502",,,,,,,,,,,
"275949",,,,,,,,,,,
"275396",,,,,,,,,,,
"274843",,,,,,,,,,,
"274290",,,,,,,,,,,
"273737",,,,,,,,,,,
"273184",,,,,,,,,,,
"272631",,,,,,,,,,,
"272078",,,,,,,,,,,
"271525",,,,,,,,,,,
"270972",,,,,,,,,,,
"270419",,,,,,,,,,,
"269866",,,,,,,,,,,
"269313",,,,,,,,,,,
"268760",,,,,,,,,,,
"268207",,,,,,,,,,,
"267654",,,,,,,,,,,
"267101",,,,,,,,,,,
"266548",,,,,,,,,,,
"265995",,,,,,,,,,,
"265442",,,,,,,,,,,
"264889",,,,,,,,,,,
"264336",,,,,,,,,,,
"263783",,,,,,,,,,,
"263230",,,,,,,,,,,
"262677",,,,,,,,,,,
"262124",,,,,,,,,,,
"261571",,,,,,,,,,,
"261018",,,,,,,,,,,
"260465",,,,,,,,,,,
"259912",,,,,,,,,,,
"259359",,,,,,,,,,,
"258806",,,,,,,,,,,
"258253",,,,,,,,,,,
"257700",,,,,,,,,,,
"257147",,,,,,,,,,,
"256594",,,,,,,,,,,
"256041",,,,,,,,,,,
"255488",,,,,,,,,,,
