agency_cd,site_no,Date,Flow,Flow_cd
USGS,11519500,1990-10-01,21,A
USGS,11519500,1990-10-02,22,A
USGS,11519500,1990-10-03,24,A
USGS,11519500,1990-10-04,25,A
USGS,11519500,1990-10-05,25,A
USGS,11519500,1990-10-06,27,A
USGS,11519500,1990-10-07,28,A
USGS,11519500,1990-10-08,28,A
USGS,11519500,1990-10-09,27,A
USGS,11519500,1990-10-10,30,A
USGS,11519500,1990-10-11,32,A
USGS,11519500,1990-10-12,32,A
USGS,11519500,1990-10-13,33,A
USGS,11519500,1990-10-14,32,A
USGS,11519500,1990-10-15,31,A
USGS,11519500,1990-10-16,31,A
USGS,11519500,1990-10-17,35,A
USGS,11519500,1990-10-18,36,A
USGS,11519500,1990-10-19,34,A
USGS,11519500,1990-10-20,33,A
USGS,11519500,1990-10-21,31,A
USGS,11519500,1990-10-22,32,A
USGS,11519500,1990-10-23,32,A
USGS,11519500,1990-10-24,31,A
USGS,11519500,1990-10-25,32,A
USGS,11519500,1990-10-26,33,A
USGS,11519500,1990-10-27,33,A
USGS,11519500,1990-10-28,35,A
USGS,11519500,1990-10-29,38,A
USGS,11519500,1990-10-30,39,A
USGS,11519500,1990-10-31,38,A
USGS,11519500,1990-11-01,39,A
USGS,11519500,1990-11-02,43,A
USGS,11519500,1990-11-03,47,A
USGS,11519500,1990-11-04,48,A
USGS,11519500,1990-11-05,51,A
USGS,11519500,1990-11-06,50,A
USGS,11519500,1990-11-07,53,A
USGS,11519500,1990-11-08,54,A
USGS,11519500,1990-11-09,54,A
USGS,11519500,1990-11-10,54,A
USGS,11519500,1990-11-11,53,A
USGS,11519500,1990-11-12,54,A
USGS,11519500,1990-11-13,55,A
USGS,11519500,1990-11-14,56,A
USGS,11519500,1990-11-15,57,A
USGS,11519500,1990-11-16,63,A
USGS,11519500,1990-11-17,66,A
USGS,11519500,1990-11-18,64,A
USGS,11519500,1990-11-19,62,A
USGS,11519500,1990-11-20,61,A
USGS,11519500,1990-11-21,55,A
USGS,11519500,1990-11-22,53,A
USGS,11519500,1990-11-23,55,A
USGS,11519500,1990-11-24,56,A
USGS,11519500,1990-11-25,58,A
USGS,11519500,1990-11-26,58,A
USGS,11519500,1990-11-27,60,A
USGS,11519500,1990-11-28,62,A
USGS,11519500,1990-11-29,62,A
USGS,11519500,1990-11-30,60,A
USGS,11519500,1990-12-01,60,A
USGS,11519500,1990-12-02,61,A
USGS,11519500,1990-12-03,60,A
USGS,11519500,1990-12-04,59,A
USGS,11519500,1990-12-05,57,A
USGS,11519500,1990-12-06,57,A
USGS,11519500,1990-12-07,57,A
USGS,11519500,1990-12-08,57,A
USGS,11519500,1990-12-09,60,A
USGS,11519500,1990-12-10,67,A
USGS,11519500,1990-12-11,85,A
USGS,11519500,1990-12-12,100,A
USGS,11519500,1990-12-13,93,A
USGS,11519500,1990-12-14,88,A
USGS,11519500,1990-12-15,84,A
USGS,11519500,1990-12-16,79,A
USGS,11519500,1990-12-17,77,A
USGS,11519500,1990-12-18,75,A
USGS,11519500,1990-12-19,71,A e
USGS,11519500,1990-12-20,67,A e
USGS,11519500,1990-12-21,54,A e
USGS,11519500,1990-12-22,56,A e
USGS,11519500,1990-12-23,57,A e
USGS,11519500,1990-12-24,58,A e
USGS,11519500,1990-12-25,59,A
USGS,11519500,1990-12-26,61,A
USGS,11519500,1990-12-27,60,A
USGS,11519500,1990-12-28,59,A
USGS,11519500,1990-12-29,57,A
USGS,11519500,1990-12-30,56,A
USGS,11519500,1990-12-31,56,A
USGS,11519500,1991-01-01,55,A
USGS,11519500,1991-01-02,54,A
USGS,11519500,1991-01-03,55,A
USGS,11519500,1991-01-04,57,A
USGS,11519500,1991-01-05,57,A
USGS,11519500,1991-01-06,57,A
USGS,11519500,1991-01-07,61,A
USGS,11519500,1991-01-08,62,A
USGS,11519500,1991-01-09,64,A
USGS,11519500,1991-01-10,67,A
USGS,11519500,1991-01-11,67,A
USGS,11519500,1991-01-12,116,A
USGS,11519500,1991-01-13,302,A
USGS,11519500,1991-01-14,360,A
USGS,11519500,1991-01-15,262,A
USGS,11519500,1991-01-16,205,A
USGS,11519500,1991-01-17,171,A
USGS,11519500,1991-01-18,151,A
USGS,11519500,1991-01-19,141,A
USGS,11519500,1991-01-20,133,A
USGS,11519500,1991-01-21,125,A
USGS,11519500,1991-01-22,120,A
USGS,11519500,1991-01-23,119,A
USGS,11519500,1991-01-24,116,A
USGS,11519500,1991-01-25,113,A
USGS,11519500,1991-01-26,109,A
USGS,11519500,1991-01-27,107,A
USGS,11519500,1991-01-28,104,A
USGS,11519500,1991-01-29,102,A
USGS,11519500,1991-01-30,101,A
USGS,11519500,1991-01-31,99,A
USGS,11519500,1991-02-01,102,A
USGS,11519500,1991-02-02,168,A
USGS,11519500,1991-02-03,400,A
USGS,11519500,1991-02-04,386,A
USGS,11519500,1991-02-05,756,A
USGS,11519500,1991-02-06,558,A
USGS,11519500,1991-02-07,395,A
USGS,11519500,1991-02-08,312,A
USGS,11519500,1991-02-09,265,A
USGS,11519500,1991-02-10,234,A
USGS,11519500,1991-02-11,215,A
USGS,11519500,1991-02-12,199,A
USGS,11519500,1991-02-13,190,A
USGS,11519500,1991-02-14,187,A
USGS,11519500,1991-02-15,183,A
USGS,11519500,1991-02-16,179,A
USGS,11519500,1991-02-17,174,A
USGS,11519500,1991-02-18,168,A
USGS,11519500,1991-02-19,163,A
USGS,11519500,1991-02-20,158,A
USGS,11519500,1991-02-21,153,A
USGS,11519500,1991-02-22,150,A
USGS,11519500,1991-02-23,145,A
USGS,11519500,1991-02-24,141,A
USGS,11519500,1991-02-25,136,A
USGS,11519500,1991-02-26,133,A
USGS,11519500,1991-02-27,135,A
USGS,11519500,1991-02-28,138,A
USGS,11519500,1991-03-01,141,A
USGS,11519500,1991-03-02,163,A
USGS,11519500,1991-03-03,451,A
USGS,11519500,1991-03-04,1170,A
USGS,11519500,1991-03-05,1520,A
USGS,11519500,1991-03-06,883,A
USGS,11519500,1991-03-07,631,A
USGS,11519500,1991-03-08,502,A
USGS,11519500,1991-03-09,432,A
USGS,11519500,1991-03-10,392,A
USGS,11519500,1991-03-11,356,A
USGS,11519500,1991-03-12,347,A
USGS,11519500,1991-03-13,344,A
USGS,11519500,1991-03-14,311,A
USGS,11519500,1991-03-15,300,A
USGS,11519500,1991-03-16,281,A
USGS,11519500,1991-03-17,268,A
USGS,11519500,1991-03-18,260,A
USGS,11519500,1991-03-19,253,A
USGS,11519500,1991-03-20,244,A
USGS,11519500,1991-03-21,237,A
USGS,11519500,1991-03-22,227,A
USGS,11519500,1991-03-23,237,A
USGS,11519500,1991-03-24,242,A
USGS,11519500,1991-03-25,240,A
USGS,11519500,1991-03-26,239,A
USGS,11519500,1991-03-27,229,A
USGS,11519500,1991-03-28,223,A
USGS,11519500,1991-03-29,221,A
USGS,11519500,1991-03-30,227,A
USGS,11519500,1991-03-31,235,A
USGS,11519500,1991-04-01,259,A
USGS,11519500,1991-04-02,277,A
USGS,11519500,1991-04-03,278,A
USGS,11519500,1991-04-04,276,A
USGS,11519500,1991-04-05,285,A
USGS,11519500,1991-04-06,400,A
USGS,11519500,1991-04-07,405,A
USGS,11519500,1991-04-08,350,A
USGS,11519500,1991-04-09,327,A
USGS,11519500,1991-04-10,321,A
USGS,11519500,1991-04-11,307,A
USGS,11519500,1991-04-12,291,A
USGS,11519500,1991-04-13,273,A
USGS,11519500,1991-04-14,264,A
USGS,11519500,1991-04-15,271,A
USGS,11519500,1991-04-16,266,A
USGS,11519500,1991-04-17,252,A
USGS,11519500,1991-04-18,258,A
USGS,11519500,1991-04-19,260,A
USGS,11519500,1991-04-20,249,A
USGS,11519500,1991-04-21,245,A
USGS,11519500,1991-04-22,254,A
USGS,11519500,1991-04-23,292,A
USGS,11519500,1991-04-24,353,A
USGS,11519500,1991-04-25,367,A
USGS,11519500,1991-04-26,340,A
USGS,11519500,1991-04-27,304,A
USGS,11519500,1991-04-28,285,A
USGS,11519500,1991-04-29,278,A
USGS,11519500,1991-04-30,282,A
USGS,11519500,1991-05-01,319,A
USGS,11519500,1991-05-02,341,A
USGS,11519500,1991-05-03,330,A
USGS,11519500,1991-05-04,335,A
USGS,11519500,1991-05-05,372,A
USGS,11519500,1991-05-06,458,A
USGS,11519500,1991-05-07,489,A
USGS,11519500,1991-05-08,551,A
USGS,11519500,1991-05-09,545,A
USGS,11519500,1991-05-10,464,A
USGS,11519500,1991-05-11,410,A
USGS,11519500,1991-05-12,392,A
USGS,11519500,1991-05-13,434,A
USGS,11519500,1991-05-14,479,A
USGS,11519500,1991-05-15,451,A
USGS,11519500,1991-05-16,459,A
USGS,11519500,1991-05-17,496,A
USGS,11519500,1991-05-18,498,A
USGS,11519500,1991-05-19,459,A
USGS,11519500,1991-05-20,440,A
USGS,11519500,1991-05-21,480,A
USGS,11519500,1991-05-22,551,A
USGS,11519500,1991-05-23,619,A
USGS,11519500,1991-05-24,663,A
USGS,11519500,1991-05-25,672,A
USGS,11519500,1991-05-26,593,A
USGS,11519500,1991-05-27,526,A
USGS,11519500,1991-05-28,479,A
USGS,11519500,1991-05-29,453,A
USGS,11519500,1991-05-30,470,A
USGS,11519500,1991-05-31,430,A
USGS,11519500,1991-06-01,392,A
USGS,11519500,1991-06-02,404,A
USGS,11519500,1991-06-03,468,A
USGS,11519500,1991-06-04,480,A
USGS,11519500,1991-06-05,426,A
USGS,11519500,1991-06-06,366,A
USGS,11519500,1991-06-07,331,A
USGS,11519500,1991-06-08,313,A
USGS,11519500,1991-06-09,313,A
USGS,11519500,1991-06-10,317,A
USGS,11519500,1991-06-11,322,A
USGS,11519500,1991-06-12,306,A
USGS,11519500,1991-06-13,283,A
USGS,11519500,1991-06-14,258,A
USGS,11519500,1991-06-15,231,A
USGS,11519500,1991-06-16,209,A
USGS,11519500,1991-06-17,200,A
USGS,11519500,1991-06-18,180,A
USGS,11519500,1991-06-19,178,A
USGS,11519500,1991-06-20,188,A
USGS,11519500,1991-06-21,178,A
USGS,11519500,1991-06-22,176,A
USGS,11519500,1991-06-23,163,A
USGS,11519500,1991-06-24,161,A
USGS,11519500,1991-06-25,167,A
USGS,11519500,1991-06-26,162,A
USGS,11519500,1991-06-27,140,A
USGS,11519500,1991-06-28,127,A
USGS,11519500,1991-06-29,119,A
USGS,11519500,1991-06-30,120,A
USGS,11519500,1991-07-01,118,A
USGS,11519500,1991-07-02,100,A
USGS,11519500,1991-07-03,83,A
USGS,11519500,1991-07-04,73,A
USGS,11519500,1991-07-05,66,A
USGS,11519500,1991-07-06,53,A
USGS,11519500,1991-07-07,49,A
USGS,11519500,1991-07-08,48,A
USGS,11519500,1991-07-09,44,A
USGS,11519500,1991-07-10,40,A
USGS,11519500,1991-07-11,30,A
USGS,11519500,1991-07-12,28,A
USGS,11519500,1991-07-13,26,A
USGS,11519500,1991-07-14,25,A
USGS,11519500,1991-07-15,28,A
USGS,11519500,1991-07-16,31,A
USGS,11519500,1991-07-17,30,A
USGS,11519500,1991-07-18,31,A
USGS,11519500,1991-07-19,29,A
USGS,11519500,1991-07-20,28,A
USGS,11519500,1991-07-21,30,A
USGS,11519500,1991-07-22,29,A
USGS,11519500,1991-07-23,30,A
USGS,11519500,1991-07-24,33,A
USGS,11519500,1991-07-25,32,A
USGS,11519500,1991-07-26,30,A
USGS,11519500,1991-07-27,27,A
USGS,11519500,1991-07-28,25,A
USGS,11519500,1991-07-29,25,A
USGS,11519500,1991-07-30,25,A
USGS,11519500,1991-07-31,23,A
USGS,11519500,1991-08-01,22,A
USGS,11519500,1991-08-02,19,A
USGS,11519500,1991-08-03,19,A
USGS,11519500,1991-08-04,17,A
USGS,11519500,1991-08-05,17,A
USGS,11519500,1991-08-06,16,A
USGS,11519500,1991-08-07,15,A
USGS,11519500,1991-08-08,15,A
USGS,11519500,1991-08-09,14,A
USGS,11519500,1991-08-10,14,A
USGS,11519500,1991-08-11,13,A
USGS,11519500,1991-08-12,13,A
USGS,11519500,1991-08-13,13,A
USGS,11519500,1991-08-14,13,A
USGS,11519500,1991-08-15,12,A
USGS,11519500,1991-08-16,11,A
USGS,11519500,1991-08-17,10,A
USGS,11519500,1991-08-18,9.8,A
USGS,11519500,1991-08-19,9.1,A
USGS,11519500,1991-08-20,9.6,A
USGS,11519500,1991-08-21,11,A
USGS,11519500,1991-08-22,11,A
USGS,11519500,1991-08-23,11,A
USGS,11519500,1991-08-24,11,A
USGS,11519500,1991-08-25,11,A
USGS,11519500,1991-08-26,11,A
USGS,11519500,1991-08-27,11,A
USGS,11519500,1991-08-28,11,A
USGS,11519500,1991-08-29,11,A
USGS,11519500,1991-08-30,10,A
USGS,11519500,1991-08-31,9.6,A
USGS,11519500,1991-09-01,9.9,A
USGS,11519500,1991-09-02,10,A
USGS,11519500,1991-09-03,10,A
USGS,11519500,1991-09-04,9.5,A
USGS,11519500,1991-09-05,10,A
USGS,11519500,1991-09-06,11,A
USGS,11519500,1991-09-07,12,A
USGS,11519500,1991-09-08,12,A
USGS,11519500,1991-09-09,11,A
USGS,11519500,1991-09-10,11,A
USGS,11519500,1991-09-11,12,A
USGS,11519500,1991-09-12,11,A
USGS,11519500,1991-09-13,10,A
USGS,11519500,1991-09-14,10,A
USGS,11519500,1991-09-15,10,A
USGS,11519500,1991-09-16,10,A
USGS,11519500,1991-09-17,11,A
USGS,11519500,1991-09-18,11,A
USGS,11519500,1991-09-19,12,A
USGS,11519500,1991-09-20,15,A
USGS,11519500,1991-09-21,14,A
USGS,11519500,1991-09-22,14,A
USGS,11519500,1991-09-23,13,A
USGS,11519500,1991-09-24,13,A
USGS,11519500,1991-09-25,13,A
USGS,11519500,1991-09-26,13,A
USGS,11519500,1991-09-27,11,A
USGS,11519500,1991-09-28,12,A
USGS,11519500,1991-09-29,12,A
USGS,11519500,1991-09-30,11,A
USGS,11519500,1991-10-01,12,A
USGS,11519500,1991-10-02,13,A
USGS,11519500,1991-10-03,15,A
USGS,11519500,1991-10-04,18,A
USGS,11519500,1991-10-05,19,A
USGS,11519500,1991-10-06,21,A
USGS,11519500,1991-10-07,22,A
USGS,11519500,1991-10-08,22,A
USGS,11519500,1991-10-09,22,A
USGS,11519500,1991-10-10,21,A
USGS,11519500,1991-10-11,19,A
USGS,11519500,1991-10-12,19,A
USGS,11519500,1991-10-13,18,A
USGS,11519500,1991-10-14,18,A
USGS,11519500,1991-10-15,18,A
USGS,11519500,1991-10-16,16,A
USGS,11519500,1991-10-17,16,A
USGS,11519500,1991-10-18,15,A
USGS,11519500,1991-10-19,15,A
USGS,11519500,1991-10-20,15,A
USGS,11519500,1991-10-21,16,A
USGS,11519500,1991-10-22,18,A
USGS,11519500,1991-10-23,18,A
USGS,11519500,1991-10-24,18,A
USGS,11519500,1991-10-25,19,A
USGS,11519500,1991-10-26,21,A
USGS,11519500,1991-10-27,19,A
USGS,11519500,1991-10-28,15,A
USGS,11519500,1991-10-29,15,A
USGS,11519500,1991-10-30,18,A
USGS,11519500,1991-10-31,16,A
USGS,11519500,1991-11-01,15,A
USGS,11519500,1991-11-02,15,A
USGS,11519500,1991-11-03,15,A
USGS,11519500,1991-11-04,15,A
USGS,11519500,1991-11-05,15,A
USGS,11519500,1991-11-06,16,A
USGS,11519500,1991-11-07,18,A
USGS,11519500,1991-11-08,20,A
USGS,11519500,1991-11-09,21,A
USGS,11519500,1991-11-10,22,A
USGS,11519500,1991-11-11,22,A
USGS,11519500,1991-11-12,21,A
USGS,11519500,1991-11-13,22,A
USGS,11519500,1991-11-14,24,A
USGS,11519500,1991-11-15,26,A
USGS,11519500,1991-11-16,27,A
USGS,11519500,1991-11-17,37,A
USGS,11519500,1991-11-18,46,A
USGS,11519500,1991-11-19,53,A
USGS,11519500,1991-11-20,50,A
USGS,11519500,1991-11-21,69,A
USGS,11519500,1991-11-22,86,A
USGS,11519500,1991-11-23,77,A
USGS,11519500,1991-11-24,65,A
USGS,11519500,1991-11-25,60,A
USGS,11519500,1991-11-26,60,A
USGS,11519500,1991-11-27,73,A
USGS,11519500,1991-11-28,107,A
USGS,11519500,1991-11-29,109,A
USGS,11519500,1991-11-30,97,A
USGS,11519500,1991-12-01,88,A
USGS,11519500,1991-12-02,80,A
USGS,11519500,1991-12-03,69,A
USGS,11519500,1991-12-04,66,A
USGS,11519500,1991-12-05,71,A
USGS,11519500,1991-12-06,203,A
USGS,11519500,1991-12-07,615,A
USGS,11519500,1991-12-08,374,A
USGS,11519500,1991-12-09,253,A
USGS,11519500,1991-12-10,196,A
USGS,11519500,1991-12-11,169,A
USGS,11519500,1991-12-12,151,A
USGS,11519500,1991-12-13,135,A
USGS,11519500,1991-12-14,120,A
USGS,11519500,1991-12-15,111,A
USGS,11519500,1991-12-16,105,A
USGS,11519500,1991-12-17,100,A
USGS,11519500,1991-12-18,112,A
USGS,11519500,1991-12-19,130,A
USGS,11519500,1991-12-20,121,A
USGS,11519500,1991-12-21,110,A
USGS,11519500,1991-12-22,108,A
USGS,11519500,1991-12-23,110,A
USGS,11519500,1991-12-24,101,A
USGS,11519500,1991-12-25,97,A
USGS,11519500,1991-12-26,94,A
USGS,11519500,1991-12-27,92,A
USGS,11519500,1991-12-28,90,A
USGS,11519500,1991-12-29,88,A
USGS,11519500,1991-12-30,88,A
USGS,11519500,1991-12-31,88,A
USGS,11519500,1992-01-01,86,A
USGS,11519500,1992-01-02,84,A
USGS,11519500,1992-01-03,85,A
USGS,11519500,1992-01-04,91,A
USGS,11519500,1992-01-05,101,A
USGS,11519500,1992-01-06,161,A
USGS,11519500,1992-01-07,159,A
USGS,11519500,1992-01-08,147,A
USGS,11519500,1992-01-09,139,A
USGS,11519500,1992-01-10,128,A
USGS,11519500,1992-01-11,122,A
USGS,11519500,1992-01-12,117,A
USGS,11519500,1992-01-13,114,A
USGS,11519500,1992-01-14,109,A
USGS,11519500,1992-01-15,109,A
USGS,11519500,1992-01-16,109,A
USGS,11519500,1992-01-17,108,A
USGS,11519500,1992-01-18,107,A
USGS,11519500,1992-01-19,107,A
USGS,11519500,1992-01-20,108,A
USGS,11519500,1992-01-21,107,A
USGS,11519500,1992-01-22,107,A
USGS,11519500,1992-01-23,105,A
USGS,11519500,1992-01-24,108,A
USGS,11519500,1992-01-25,112,A
USGS,11519500,1992-01-26,109,A
USGS,11519500,1992-01-27,112,A
USGS,11519500,1992-01-28,153,A
USGS,11519500,1992-01-29,210,A
USGS,11519500,1992-01-30,201,A
USGS,11519500,1992-01-31,192,A
USGS,11519500,1992-02-01,182,A
USGS,11519500,1992-02-02,169,A
USGS,11519500,1992-02-03,162,A
USGS,11519500,1992-02-04,156,A
USGS,11519500,1992-02-05,150,A
USGS,11519500,1992-02-06,147,A
USGS,11519500,1992-02-07,143,A
USGS,11519500,1992-02-08,140,A
USGS,11519500,1992-02-09,137,A
USGS,11519500,1992-02-10,146,A
USGS,11519500,1992-02-11,271,A
USGS,11519500,1992-02-12,440,A
USGS,11519500,1992-02-13,546,A
USGS,11519500,1992-02-14,429,A
USGS,11519500,1992-02-15,440,A
USGS,11519500,1992-02-16,381,A
USGS,11519500,1992-02-17,346,A
USGS,11519500,1992-02-18,312,A
USGS,11519500,1992-02-19,299,A
USGS,11519500,1992-02-20,377,A
USGS,11519500,1992-02-21,618,A
USGS,11519500,1992-02-22,1080,A
USGS,11519500,1992-02-23,814,A
USGS,11519500,1992-02-24,645,A
USGS,11519500,1992-02-25,550,A
USGS,11519500,1992-02-26,544,A
USGS,11519500,1992-02-27,538,A
USGS,11519500,1992-02-28,554,A
USGS,11519500,1992-02-29,532,A
USGS,11519500,1992-03-01,526,A
USGS,11519500,1992-03-02,522,A
USGS,11519500,1992-03-03,481,A
USGS,11519500,1992-03-04,458,A
USGS,11519500,1992-03-05,492,A
USGS,11519500,1992-03-06,615,A
USGS,11519500,1992-03-07,537,A
USGS,11519500,1992-03-08,471,A
USGS,11519500,1992-03-09,428,A
USGS,11519500,1992-03-10,397,A
USGS,11519500,1992-03-11,375,A
USGS,11519500,1992-03-12,341,A
USGS,11519500,1992-03-13,330,A
USGS,11519500,1992-03-14,335,A
USGS,11519500,1992-03-15,404,A
USGS,11519500,1992-03-16,429,A
USGS,11519500,1992-03-17,423,A
USGS,11519500,1992-03-18,368,A
USGS,11519500,1992-03-19,342,A
USGS,11519500,1992-03-20,324,A
USGS,11519500,1992-03-21,305,A
USGS,11519500,1992-03-22,293,A
USGS,11519500,1992-03-23,290,A
USGS,11519500,1992-03-24,294,A
USGS,11519500,1992-03-25,295,A
USGS,11519500,1992-03-26,295,A
USGS,11519500,1992-03-27,306,A
USGS,11519500,1992-03-28,313,A
USGS,11519500,1992-03-29,320,A
USGS,11519500,1992-03-30,350,A
USGS,11519500,1992-03-31,391,A
USGS,11519500,1992-04-01,418,A
USGS,11519500,1992-04-02,466,A
USGS,11519500,1992-04-03,512,A
USGS,11519500,1992-04-04,523,A
USGS,11519500,1992-04-05,478,A
USGS,11519500,1992-04-06,418,A
USGS,11519500,1992-04-07,374,A
USGS,11519500,1992-04-08,347,A
USGS,11519500,1992-04-09,393,A
USGS,11519500,1992-04-10,1090,A
USGS,11519500,1992-04-11,1110,A
USGS,11519500,1992-04-12,1020,A
USGS,11519500,1992-04-13,1250,A
USGS,11519500,1992-04-14,1080,A
USGS,11519500,1992-04-15,918,A
USGS,11519500,1992-04-16,914,A
USGS,11519500,1992-04-17,2150,A
USGS,11519500,1992-04-18,1690,A
USGS,11519500,1992-04-19,1250,A
USGS,11519500,1992-04-20,1030,A
USGS,11519500,1992-04-21,913,A
USGS,11519500,1992-04-22,800,A
USGS,11519500,1992-04-23,703,A
USGS,11519500,1992-04-24,627,A
USGS,11519500,1992-04-25,597,A
USGS,11519500,1992-04-26,601,A
USGS,11519500,1992-04-27,586,A
USGS,11519500,1992-04-28,579,A
USGS,11519500,1992-04-29,642,A
USGS,11519500,1992-04-30,828,A
USGS,11519500,1992-05-01,781,A
USGS,11519500,1992-05-02,661,A
USGS,11519500,1992-05-03,571,A
USGS,11519500,1992-05-04,534,A
USGS,11519500,1992-05-05,515,A
USGS,11519500,1992-05-06,527,A
USGS,11519500,1992-05-07,570,A
USGS,11519500,1992-05-08,593,A
USGS,11519500,1992-05-09,549,A
USGS,11519500,1992-05-10,478,A
USGS,11519500,1992-05-11,425,A
USGS,11519500,1992-05-12,385,A
USGS,11519500,1992-05-13,352,A
USGS,11519500,1992-05-14,341,A
USGS,11519500,1992-05-15,320,A
USGS,11519500,1992-05-16,293,A
USGS,11519500,1992-05-17,282,A
USGS,11519500,1992-05-18,286,A
USGS,11519500,1992-05-19,299,A
USGS,11519500,1992-05-20,315,A
USGS,11519500,1992-05-21,303,A
USGS,11519500,1992-05-22,273,A
USGS,11519500,1992-05-23,248,A
USGS,11519500,1992-05-24,235,A
USGS,11519500,1992-05-25,243,A
USGS,11519500,1992-05-26,233,A
USGS,11519500,1992-05-27,221,A
USGS,11519500,1992-05-28,212,A
USGS,11519500,1992-05-29,194,A
USGS,11519500,1992-05-30,177,A
USGS,11519500,1992-05-31,167,A
USGS,11519500,1992-06-01,155,A
USGS,11519500,1992-06-02,149,A
USGS,11519500,1992-06-03,142,A
USGS,11519500,1992-06-04,130,A
USGS,11519500,1992-06-05,123,A
USGS,11519500,1992-06-06,109,A
USGS,11519500,1992-06-07,99,A
USGS,11519500,1992-06-08,84,A
USGS,11519500,1992-06-09,81,A
USGS,11519500,1992-06-10,69,A
USGS,11519500,1992-06-11,61,A
USGS,11519500,1992-06-12,56,A
USGS,11519500,1992-06-13,52,A
USGS,11519500,1992-06-14,53,A
USGS,11519500,1992-06-15,56,A
USGS,11519500,1992-06-16,58,A
USGS,11519500,1992-06-17,58,A
USGS,11519500,1992-06-18,57,A
USGS,11519500,1992-06-19,61,A
USGS,11519500,1992-06-20,62,A
USGS,11519500,1992-06-21,56,A
USGS,11519500,1992-06-22,50,A
USGS,11519500,1992-06-23,48,A
USGS,11519500,1992-06-24,67,A
USGS,11519500,1992-06-25,67,A
USGS,11519500,1992-06-26,68,A
USGS,11519500,1992-06-27,77,A
USGS,11519500,1992-06-28,65,A
USGS,11519500,1992-06-29,65,A
USGS,11519500,1992-06-30,63,A
USGS,11519500,1992-07-01,77,A
USGS,11519500,1992-07-02,87,A
USGS,11519500,1992-07-03,87,A
USGS,11519500,1992-07-04,90,A
USGS,11519500,1992-07-05,85,A
USGS,11519500,1992-07-06,82,A
USGS,11519500,1992-07-07,76,A
USGS,11519500,1992-07-08,72,A
USGS,11519500,1992-07-09,65,A
USGS,11519500,1992-07-10,61,A
USGS,11519500,1992-07-11,56,A
USGS,11519500,1992-07-12,55,A
USGS,11519500,1992-07-13,57,A
USGS,11519500,1992-07-14,52,A
USGS,11519500,1992-07-15,51,A
USGS,11519500,1992-07-16,48,A
USGS,11519500,1992-07-17,46,A
USGS,11519500,1992-07-18,46,A
USGS,11519500,1992-07-19,42,A
USGS,11519500,1992-07-20,40,A
USGS,11519500,1992-07-21,38,A
USGS,11519500,1992-07-22,33,A
USGS,11519500,1992-07-23,26,A
USGS,11519500,1992-07-24,22,A
USGS,11519500,1992-07-25,19,A
USGS,11519500,1992-07-26,17,A
USGS,11519500,1992-07-27,15,A
USGS,11519500,1992-07-28,14,A
USGS,11519500,1992-07-29,12,A
USGS,11519500,1992-07-30,12,A
USGS,11519500,1992-07-31,11,A
USGS,11519500,1992-08-01,11,A
USGS,11519500,1992-08-02,10,A
USGS,11519500,1992-08-03,10,A
USGS,11519500,1992-08-04,9.8,A
USGS,11519500,1992-08-05,9.1,A
USGS,11519500,1992-08-06,8.2,A
USGS,11519500,1992-08-07,8.2,A
USGS,11519500,1992-08-08,7.9,A
USGS,11519500,1992-08-09,7.6,A
USGS,11519500,1992-08-10,7.2,A
USGS,11519500,1992-08-11,7.4,A
USGS,11519500,1992-08-12,7.1,A
USGS,11519500,1992-08-13,7.4,A
USGS,11519500,1992-08-14,7.3,A
USGS,11519500,1992-08-15,7.1,A
USGS,11519500,1992-08-16,7.4,A
USGS,11519500,1992-08-17,7,A
USGS,11519500,1992-08-18,6.9,A
USGS,11519500,1992-08-19,6.8,A
USGS,11519500,1992-08-20,6.4,A
USGS,11519500,1992-08-21,6.4,A
USGS,11519500,1992-08-22,6.5,A
USGS,11519500,1992-08-23,7,A
USGS,11519500,1992-08-24,8.1,A
USGS,11519500,1992-08-25,7.9,A
USGS,11519500,1992-08-26,7.5,A
USGS,11519500,1992-08-27,7.4,A
USGS,11519500,1992-08-28,7.9,A
USGS,11519500,1992-08-29,7.6,A
USGS,11519500,1992-08-30,8.4,A
USGS,11519500,1992-08-31,8.9,A
USGS,11519500,1992-09-01,9.3,A
USGS,11519500,1992-09-02,9.7,A
USGS,11519500,1992-09-03,10,A
USGS,11519500,1992-09-04,12,A
USGS,11519500,1992-09-05,13,A
USGS,11519500,1992-09-06,15,A
USGS,11519500,1992-09-07,17,A
USGS,11519500,1992-09-08,20,A
USGS,11519500,1992-09-09,21,A
USGS,11519500,1992-09-10,20,A
USGS,11519500,1992-09-11,21,A
USGS,11519500,1992-09-12,22,A
USGS,11519500,1992-09-13,22,A
USGS,11519500,1992-09-14,24,A
USGS,11519500,1992-09-15,24,A
USGS,11519500,1992-09-16,26,A
USGS,11519500,1992-09-17,27,A
USGS,11519500,1992-09-18,27,A
USGS,11519500,1992-09-19,28,A
USGS,11519500,1992-09-20,30,A
USGS,11519500,1992-09-21,30,A
USGS,11519500,1992-09-22,30,A
USGS,11519500,1992-09-23,33,A
USGS,11519500,1992-09-24,36,A
USGS,11519500,1992-09-25,38,A
USGS,11519500,1992-09-26,39,A
USGS,11519500,1992-09-27,40,A
USGS,11519500,1992-09-28,41,A
USGS,11519500,1992-09-29,42,A
USGS,11519500,1992-09-30,46,A
