 "GAGE No.    5:  K,I,J Coord. =     1,  133,  129;  STREAM SEGMENT =    12;  REACH =   153 "
     "DATA: Time           Stage            Flow           Depth           Width      Midpt-Flow         Precip.              ET          Runoff     Conductance        HeadDiff       Hyd.Grad."
     1.0700000E+02   8.2853308E+02   2.2033483E+05   5.4010010E-01   2.5000000E+01   2.2104905E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   5.6926958E-02   5.6926958E-02
     1.0800000E+02   8.2852240E+02   2.1306898E+05   5.2939236E-01   2.5000000E+01   2.1373588E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   5.3154539E-02   5.3154539E-02
     1.0900000E+02   8.2850989E+02   2.0418598E+05   5.1688319E-01   2.5000000E+01   2.0481852E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   5.0415702E-02   5.0415702E-02
     1.1000000E+02   8.2849756E+02   1.9645738E+05   5.0456703E-01   2.5000000E+01   1.9706694E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   4.8584383E-02   4.8584383E-02
     1.1100000E+02   8.2848993E+02   1.9107350E+05   4.9696496E-01   2.5000000E+01   1.9167048E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   4.7581989E-02   4.7581989E-02
     1.1200000E+02   8.2848364E+02   1.8713670E+05   4.9066702E-01   2.5000000E+01   1.8772252E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   4.6692263E-02   4.6692263E-02
     1.1300000E+02   8.2847852E+02   1.8343619E+05   4.8551676E-01   2.5000000E+01   1.8401320E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   4.5990877E-02   4.5990877E-02
     1.1400000E+02   8.2847424E+02   1.8052136E+05   4.8126808E-01   2.5000000E+01   1.8109136E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   4.5432139E-02   4.5432139E-02
     1.1500000E+02   8.2847131E+02   1.7900027E+05   4.7834948E-01   2.5000000E+01   1.7956608E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   4.5098979E-02   4.5098979E-02
     1.1600000E+02   8.2846918E+02   1.7755158E+05   4.7616863E-01   2.5000000E+01   1.7811428E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   4.4850443E-02   4.4850443E-02
     1.1700000E+02   8.2846698E+02   1.7618355E+05   4.7399473E-01   2.5000000E+01   1.7674270E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   4.4567581E-02   4.4567581E-02
     1.1800000E+02   8.2846460E+02   1.7450930E+05   4.7163710E-01   2.5000000E+01   1.7506447E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   4.4249758E-02   4.4249758E-02
     1.1900000E+02   8.2846246E+02   1.7312778E+05   4.6950728E-01   2.5000000E+01   1.7367967E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   4.3988515E-02   4.3988515E-02
     1.2000000E+02   8.2846045E+02   1.7167798E+05   4.6745098E-01   2.5000000E+01   1.7222670E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   4.3736346E-02   4.3736346E-02
     1.2100000E+02   8.2845825E+02   1.7052180E+05   4.6526322E-01   2.5000000E+01   1.7106703E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.5092500E+04   4.3458845E-02   4.3458845E-02
