 "GAGE No.    4:  K,I,J Coord. =     1,  280,  129;  STREAM SEGMENT =    10;  REACH =     1 "
     "DATA: Time           Stage            Flow           Depth           Width      Midpt-Flow         Precip.              ET          Runoff     Conductance        HeadDiff       Hyd.Grad."
     9.2000000E+01   8.5121515E+02   4.0400855E+04   3.9123476E-02   2.5000000E+01   4.0484996E+04   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.2325000E+03   7.5378694E-02   7.5378694E-02
     9.3000000E+01   8.5121533E+02   4.0631809E+04   3.9328989E-02   2.5000000E+01   4.0715992E+04   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.2325000E+03   7.5416729E-02   7.5416729E-02
     9.4000000E+01   8.5121545E+02   4.0905293E+04   3.9404064E-02   2.5000000E+01   4.0989539E+04   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.2325000E+03   7.5472914E-02   7.5472914E-02
     9.5000000E+01   8.5121564E+02   4.1316680E+04   3.9586861E-02   2.5000000E+01   4.1400949E+04   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.2325000E+03   7.5491428E-02   7.5491428E-02
     9.6000000E+01   8.5121594E+02   4.1768930E+04   3.9893024E-02   2.5000000E+01   4.1853242E+04   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.2325000E+03   7.5532518E-02   7.5532518E-02
     9.7000000E+01   8.5121625E+02   4.2316406E+04   4.0201493E-02   2.5000000E+01   4.2400750E+04   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.2325000E+03   7.5562507E-02   7.5562507E-02
     9.8000000E+01   8.5121649E+02   4.2949352E+04   4.0470481E-02   2.5000000E+01   4.3033723E+04   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.2325000E+03   7.5585216E-02   7.5585216E-02
     9.9000000E+01   8.5121716E+02   4.3771219E+04   4.1127283E-02   2.5000000E+01   4.3855641E+04   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.2325000E+03   7.5630590E-02   7.5630590E-02
     1.0000000E+02   8.5121796E+02   4.5659336E+04   4.1904915E-02   2.5000000E+01   4.5743781E+04   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.2325000E+03   7.5650223E-02   7.5650223E-02
     1.0100000E+02   8.5122052E+02   5.0734500E+04   4.4498570E-02   2.5000000E+01   5.0819066E+04   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.2325000E+03   7.5759381E-02   7.5759381E-02
     1.0200000E+02   8.5122461E+02   5.8290762E+04   4.8594065E-02   2.5000000E+01   5.8375387E+04   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.2325000E+03   7.5813919E-02   7.5813919E-02
     1.0300000E+02   8.5122729E+02   6.3254812E+04   5.1268689E-02   2.5000000E+01   6.3339246E+04   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.2325000E+03   7.5638153E-02   7.5638153E-02
     1.0400000E+02   8.5123901E+02   8.9193492E+04   6.3003466E-02   2.5000000E+01   8.9278328E+04   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.2325000E+03   7.6002330E-02   7.6002330E-02
     1.0500000E+02   8.5127411E+02   1.8659559E+05   9.8079324E-02   2.5000000E+01   1.8668141E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.2325000E+03   7.6884948E-02   7.6884948E-02
     1.0600000E+02   8.5129120E+02   2.4401834E+05   1.1520192E-01   2.5000000E+01   2.4410198E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.2325000E+03   7.4928917E-02   7.4928917E-02
     1.0700000E+02   8.5128430E+02   2.1999588E+05   1.0825838E-01   2.5000000E+01   2.2007684E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.2325000E+03   7.2537467E-02   7.2537467E-02
     1.0800000E+02   8.5127679E+02   1.9523444E+05   1.0077621E-01   2.5000000E+01   1.9531472E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.2325000E+03   7.1917355E-02   7.1917355E-02
     1.0900000E+02   8.5127081E+02   1.7629800E+05   9.4794735E-02   2.5000000E+01   1.7637819E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.2325000E+03   7.1837202E-02   7.1837202E-02
     1.1000000E+02   8.5126648E+02   1.6297781E+05   9.0432078E-02   2.5000000E+01   1.6305811E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.2325000E+03   7.1944252E-02   7.1944252E-02
     1.1100000E+02   8.5126367E+02   1.5475116E+05   8.7667182E-02   2.5000000E+01   1.5483166E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.2325000E+03   7.2115511E-02   7.2115511E-02
     1.1200000E+02   8.5126147E+02   1.4835275E+05   8.5475437E-02   2.5000000E+01   1.4843339E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.2325000E+03   7.2240122E-02   7.2240122E-02
     1.1300000E+02   8.5125940E+02   1.4233877E+05   8.3383471E-02   2.5000000E+01   1.4241950E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.2325000E+03   7.2333649E-02   7.2333649E-02
     1.1400000E+02   8.5125781E+02   1.3783761E+05   8.1801906E-02   2.5000000E+01   1.3791847E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.2325000E+03   7.2447591E-02   7.2447591E-02
     1.1500000E+02   8.5125708E+02   1.3565758E+05   8.1033781E-02   2.5000000E+01   1.3573859E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.2325000E+03   7.2570354E-02   7.2570354E-02
     1.1600000E+02   8.5125616E+02   1.3318241E+05   8.0148406E-02   2.5000000E+01   1.3326348E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.2325000E+03   7.2623953E-02   7.2623953E-02
     1.1700000E+02   8.5125531E+02   1.3073080E+05   7.9261988E-02   2.5000000E+01   1.3081192E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.2325000E+03   7.2671361E-02   7.2671361E-02
     1.1800000E+02   8.5125421E+02   1.2781076E+05   7.8201137E-02   2.5000000E+01   1.2789191E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.2325000E+03   7.2705649E-02   7.2705649E-02
     1.1900000E+02   8.5125348E+02   1.2573514E+05   7.7472329E-02   2.5000000E+01   1.2581637E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.2325000E+03   7.2767742E-02   7.2767742E-02
     1.2000000E+02   8.5125262E+02   1.2338579E+05   7.6611720E-02   2.5000000E+01   1.2346705E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.2325000E+03   7.2800942E-02   7.2800942E-02
     1.2100000E+02   8.5125189E+02   1.2147343E+05   7.5886309E-02   2.5000000E+01   1.2155474E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.2325000E+03   7.2845750E-02   7.2845750E-02
     1.2200000E+02   8.5125140E+02   1.2016500E+05   7.5375937E-02   2.5000000E+01   1.2024637E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.2325000E+03   7.2892077E-02   7.2892077E-02
