Day Scott_River_Avg_Flow_m3day South_Fork_Avg_Flow_m3day Wildcat_Avg_Flow_m3day Sugar_Avg_Flow_m3day McConaughy_Main_Avg_Flow_m3day McConaughy_Branch_Avg_Flow_m3day Miners_Avg_Flow_m3day French_Avg_Flow_m3day Clark_Avg_Flow_m3day Etna_Avg_Flow_m3day Heartstrand_Avg_Flow_m3day Shell_Avg_Flow_m3day Hamlin_Avg_Flow_m3day Johnson_Avg_Flow_m3day Crystal_Avg_Flow_m3day Patterson_Avg_Flow_m3day Kidder_Avg_Flow_m3day Moffett_Avg_Flow_m3day McAdams_Avg_Flow_m3day Indian_Avg_Flow_m3day Rattlesnake_Avg_Flow_m3day Mill_Avg_Flow_m3day Shackleford_Avg_Flow_m3day Sniktaw_Avg_Flow_m3day Patterson_North_Avg_Flow_m3day
1990-10-31 12596.9965735883 37734.2288598832 2025.72371301256 10032.237501942 2243.47496044923 287.364044029173 4138.75496186808 8605.59785975167 1188.87840508534 13731.955147088 3204.46865331508 1088.45800012836 3272.88337959814 4361.06097769515 1104.49472177231 7976.51879137268 15155.3384979473 13726.1945035354 714.978336512787 695.502402467081 342.110040313685 4389.72216985491 2208.08734682479 60.3535220985532 243.275675124215
1990-11-01 19191.532108946 41054.7392214576 1510.12252311546 9977.67857100833 2013.01932309005 240.05107317515 3974.69355940377 11014.26164613 1005.82961788309 21221.6073445277 2949.33837000756 927.747747713243 2775.42245078392 3644.50280616667 898.877176079951 8013.67648760579 16979.9240002778 18569.4461031659 2554.33945956563 3257.2069270134 1859.60728167698 4855.49831802675 4374.35033108929 229.009411915459 1568.21379540111
1990-11-02 17653.3617108309 36922.2060268398 1245.0890457435 8751.2035899759 1775.36194706338 223.11800992213 3384.0725105323 9721.82735360457 846.717979776527 17294.6005166809 2738.07542444173 805.538405845796 2526.5715357887 3300.96463118351 435.325194371151 4679.03129024201 12190.1422904145 14794.46899185 2436.52135896645 3802.58106314614 2046.40946110336 4863.50746081152 4904.44425199604 250.240492811788 1759.17709890013
1990-11-03 16138.9232243775 33122.6535721353 1181.28469007988 7719.96639766556 1712.94687861194 218.635728472802 2946.00407917612 8535.70063192231 759.652466889307 12387.2311595456 2601.36004055964 726.0526550377 2387.57155713214 3117.82755317432 249.904401687631 2561.81672362668 8409.77657803074 11194.1014347356 1846.35489158156 3859.72504432182 1850.23111050887 4489.03554038601 4547.14469755258 211.595154551054 1588.81468511191
1990-11-04 15459.50550598 29729.234863394 1131.17114757485 6810.81398802732 1662.53470793961 214.153447023474 2546.37988690487 7477.94030203312 682.20874922682 8934.926187986 2478.10089524862 655.75744416679 2257.48492199428 2950.93046161887 181.040773958713 1680.61163587637 6053.55878992781 8640.62760419674 1308.91067925931 3631.39975111551 1617.50973382324 4064.19501089186 4009.16389684877 164.361963343491 1375.63019720573
1990-11-05 15468.0685668888 29777.4326633668 1186.45103466803 6818.15375452063 1672.93721934819 216.145572112064 2447.20844213168 7098.95381197736 663.434514641974 7225.31153164763 2412.16532625036 614.772603906366 2165.46067269305 2844.7459348059 159.627349081875 1476.50234615148 5358.42265199335 7495.48418677308 894.664389481388 3262.72081993386 1385.02877178295 3717.84408068843 3519.22136399988 119.03718390189 1162.44570929954
1990-11-06 15702.4517769086 28003.1664430502 1122.64667900441 6184.24258838158 1619.32427593477 210.418212482366 2154.34659534465 6534.1948418732 599.6021170535 6368.51966394548 2318.77903056713 564.100437766204 2064.7639810493 2728.3177242298 151.597314753061 1357.03003117976 4813.47508245205 7021.28943534826 681.354449355489 2883.51536590406 1195.82244590321 3475.2560447854 3338.06212502455 92.7965221199098 1002.96241704398
1990-11-07 15176.6798371043 25958.7968157797 1068.91669528768 5626.42033488987 1570.24576057123 206.184946669112 1869.32051703354 5774.36147927191 545.860870554379 5521.78279654372 2238.0415991407 521.376846706854 1975.63054586224 2647.11779196105 149.893974137858 1258.97499945352 4335.29974475179 6313.43350206192 593.394360551997 2530.37558749825 1021.04099874366 3230.71021842387 3094.76383310251 72.5196471065619 845.099419484787
1990-11-08 14797.2139094001 25003.4038772336 1044.11824126457 5358.51885788398 1527.83552175166 202.449712128004 1636.69614040505 5197.64290744791 499.629317889198 4976.43133288277 2164.57053654265 484.366293986834 1892.03783772735 2585.65568938225 149.407305390658 1209.68944403323 4141.64069111315 5732.58947482013 561.653411075508 2201.54706424174 862.848162112309 3020.51471556146 2876.32116235915 59.8764191570626 699.735838154619
1990-11-09 14543.5026476146 23278.069433539 995.812919365394 4924.00468147991 1483.82489656155 198.465461950824 1401.37821836298 4628.89740343715 458.326001802538 4498.81881861397 2092.71422257312 452.32360069232 1809.16783312101 2533.68773273025 148.190633522656 1169.69331267121 3787.61079325808 5248.72247403721 551.431749379689 1901.29053157307 732.543424339985 2861.22176462 2746.06814752861 51.7656691517235 577.982265257057
