STATION_ID,DURATION,SENSOR_NUMBER,SENSOR_TYPE,DATE TIME,OBS DATE,VALUE,DATA_FLAG,UNITS
SFJ,D,41,M FLOW,20050705 0000,20050705 0000,168, ,CFS
SFJ,D,41,M FLOW,20050706 0000,20050706 0000,146, ,CFS
SFJ,D,41,M FLOW,20050707 0000,20050707 0000,124, ,CFS
SFJ,D,41,M FLOW,20050708 0000,20050708 0000,105, ,CFS
SFJ,D,41,M FLOW,20050709 0000,20050709 0000,86, ,CFS
SFJ,D,41,M FLOW,20050710 0000,20050710 0000,79, ,CFS
SFJ,D,41,M FLOW,20050711 0000,20050711 0000,116, ,CFS
SFJ,D,41,M FLOW,20050712 0000,20050712 0000,121, ,CFS
SFJ,D,41,M FLOW,20050713 0000,20050713 0000,104, ,CFS
SFJ,D,41,M FLOW,20050714 0000,20050714 0000,89, ,CFS
SFJ,D,41,M FLOW,20050715 0000,20050715 0000,79, ,CFS
SFJ,D,41,M FLOW,20050716 0000,20050716 0000,66, ,CFS
SFJ,D,41,M FLOW,20050717 0000,20050717 0000,62, ,CFS
SFJ,D,41,M FLOW,20050718 0000,20050718 0000,55, ,CFS
SFJ,D,41,M FLOW,20050719 0000,20050719 0000,52, ,CFS
SFJ,D,41,M FLOW,20050720 0000,20050720 0000,46, ,CFS
SFJ,D,41,M FLOW,20050721 0000,20050721 0000,38, ,CFS
SFJ,D,41,M FLOW,20050722 0000,20050722 0000,36, ,CFS
SFJ,D,41,M FLOW,20050723 0000,20050723 0000,36, ,CFS
SFJ,D,41,M FLOW,20050724 0000,20050724 0000,33, ,CFS
SFJ,D,41,M FLOW,20050725 0000,20050725 0000,31, ,CFS
SFJ,D,41,M FLOW,20050726 0000,20050726 0000,31, ,CFS
SFJ,D,41,M FLOW,20050727 0000,20050727 0000,28, ,CFS
SFJ,D,41,M FLOW,20050728 0000,20050728 0000,29, ,CFS
SFJ,D,41,M FLOW,20050729 0000,20050729 0000,26, ,CFS
SFJ,D,41,M FLOW,20050730 0000,20050730 0000,28, ,CFS
SFJ,D,41,M FLOW,20050731 0000,20050731 0000,26, ,CFS
SFJ,D,41,M FLOW,20050801 0000,20050801 0000,24, ,CFS
SFJ,D,41,M FLOW,20050802 0000,20050802 0000,20, ,CFS
SFJ,D,41,M FLOW,20050803 0000,20050803 0000,15, ,CFS
SFJ,D,41,M FLOW,20050804 0000,20050804 0000,13, ,CFS
SFJ,D,41,M FLOW,20050805 0000,20050805 0000,11, ,CFS
SFJ,D,41,M FLOW,20050806 0000,20050806 0000,10, ,CFS
SFJ,D,41,M FLOW,20050807 0000,20050807 0000,10, ,CFS
SFJ,D,41,M FLOW,20050808 0000,20050808 0000,9, ,CFS
SFJ,D,41,M FLOW,20050809 0000,20050809 0000,8, ,CFS
SFJ,D,41,M FLOW,20050810 0000,20050810 0000,7, ,CFS
SFJ,D,41,M FLOW,20050811 0000,20050811 0000,20, ,CFS
SFJ,D,41,M FLOW,20050812 0000,20050812 0000,21, ,CFS
SFJ,D,41,M FLOW,20050813 0000,20050813 0000,6, ,CFS
SFJ,D,41,M FLOW,20050814 0000,20050814 0000,4, ,CFS
SFJ,D,41,M FLOW,20050815 0000,20050815 0000,4, ,CFS
SFJ,D,41,M FLOW,20050816 0000,20050816 0000,4, ,CFS
SFJ,D,41,M FLOW,20050817 0000,20050817 0000,4, ,CFS
SFJ,D,41,M FLOW,20050818 0000,20050818 0000,4, ,CFS
SFJ,D,41,M FLOW,20050819 0000,20050819 0000,4, ,CFS
SFJ,D,41,M FLOW,20050820 0000,20050820 0000,3, ,CFS
SFJ,D,41,M FLOW,20050821 0000,20050821 0000,3, ,CFS
SFJ,D,41,M FLOW,20050822 0000,20050822 0000,3, ,CFS
SFJ,D,41,M FLOW,20050823 0000,20050823 0000,13, ,CFS
SFJ,D,41,M FLOW,20050824 0000,20050824 0000,13, ,CFS
SFJ,D,41,M FLOW,20050825 0000,20050825 0000,13, ,CFS
SFJ,D,41,M FLOW,20050826 0000,20050826 0000,14, ,CFS
SFJ,D,41,M FLOW,20050827 0000,20050827 0000,13, ,CFS
SFJ,D,41,M FLOW,20050828 0000,20050828 0000,13, ,CFS
SFJ,D,41,M FLOW,20050829 0000,20050829 0000,13, ,CFS
SFJ,D,41,M FLOW,20050830 0000,20050830 0000,13, ,CFS
SFJ,D,41,M FLOW,20050831 0000,20050831 0000,13, ,CFS
SFJ,D,41,M FLOW,20050901 0000,20050901 0000,13, ,CFS
SFJ,D,41,M FLOW,20050902 0000,20050902 0000,12, ,CFS
SFJ,D,41,M FLOW,20050903 0000,20050903 0000,13, ,CFS
SFJ,D,41,M FLOW,20050904 0000,20050904 0000,14, ,CFS
SFJ,D,41,M FLOW,20050905 0000,20050905 0000,14, ,CFS
SFJ,D,41,M FLOW,20050906 0000,20050906 0000,14, ,CFS
SFJ,D,41,M FLOW,20050907 0000,20050907 0000,14, ,CFS
SFJ,D,41,M FLOW,20050908 0000,20050908 0000,15, ,CFS
SFJ,D,41,M FLOW,20050909 0000,20050909 0000,14, ,CFS
SFJ,D,41,M FLOW,20050910 0000,20050910 0000,14, ,CFS
SFJ,D,41,M FLOW,20050911 0000,20050911 0000,14, ,CFS
SFJ,D,41,M FLOW,20050912 0000,20050912 0000,14, ,CFS
SFJ,D,41,M FLOW,20050913 0000,20050913 0000,14, ,CFS
SFJ,D,41,M FLOW,20050914 0000,20050914 0000,14, ,CFS
SFJ,D,41,M FLOW,20050915 0000,20050915 0000,15, ,CFS
SFJ,D,41,M FLOW,20050916 0000,20050916 0000,15, ,CFS
SFJ,D,41,M FLOW,20050917 0000,20050917 0000,15, ,CFS
SFJ,D,41,M FLOW,20050918 0000,20050918 0000,14, ,CFS
SFJ,D,41,M FLOW,20050919 0000,20050919 0000,14, ,CFS
SFJ,D,41,M FLOW,20050920 0000,20050920 0000,13, ,CFS
SFJ,D,41,M FLOW,20050921 0000,20050921 0000,14, ,CFS
SFJ,D,41,M FLOW,20050922 0000,20050922 0000,16, ,CFS
SFJ,D,41,M FLOW,20050923 0000,20050923 0000,19, ,CFS
SFJ,D,41,M FLOW,20050924 0000,20050924 0000,21, ,CFS
SFJ,D,41,M FLOW,20050925 0000,20050925 0000,22, ,CFS
SFJ,D,41,M FLOW,20050926 0000,20050926 0000,24, ,CFS
SFJ,D,41,M FLOW,20050927 0000,20050927 0000,24, ,CFS
SFJ,D,41,M FLOW,20050928 0000,20050928 0000,25, ,CFS
SFJ,D,41,M FLOW,20050929 0000,20050929 0000,27, ,CFS
SFJ,D,41,M FLOW,20050930 0000,20050930 0000,27, ,CFS
SFJ,D,41,M FLOW,20051001 0000,20051001 0000,28, ,CFS
SFJ,D,41,M FLOW,20051002 0000,20051002 0000,29, ,CFS
SFJ,D,41,M FLOW,20051003 0000,20051003 0000,29, ,CFS
SFJ,D,41,M FLOW,20051004 0000,20051004 0000,29, ,CFS
SFJ,D,41,M FLOW,20051005 0000,20051005 0000,30, ,CFS
SFJ,D,41,M FLOW,20051006 0000,20051006 0000,30, ,CFS
SFJ,D,41,M FLOW,20051007 0000,20051007 0000,32, ,CFS
SFJ,D,41,M FLOW,20051008 0000,20051008 0000,34, ,CFS
SFJ,D,41,M FLOW,20051009 0000,20051009 0000,34, ,CFS
SFJ,D,41,M FLOW,20051010 0000,20051010 0000,35, ,CFS
SFJ,D,41,M FLOW,20051011 0000,20051011 0000,34, ,CFS
SFJ,D,41,M FLOW,20051012 0000,20051012 0000,34, ,CFS
SFJ,D,41,M FLOW,20051013 0000,20051013 0000,35, ,CFS
SFJ,D,41,M FLOW,20051014 0000,20051014 0000,36, ,CFS
SFJ,D,41,M FLOW,20051015 0000,20051015 0000,36, ,CFS
SFJ,D,41,M FLOW,20051016 0000,20051016 0000,36, ,CFS
SFJ,D,41,M FLOW,20051017 0000,20051017 0000,36, ,CFS
SFJ,D,41,M FLOW,20051018 0000,20051018 0000,37, ,CFS
SFJ,D,41,M FLOW,20051019 0000,20051019 0000,38, ,CFS
SFJ,D,41,M FLOW,20051020 0000,20051020 0000,39, ,CFS
SFJ,D,41,M FLOW,20051021 0000,20051021 0000,40, ,CFS
SFJ,D,41,M FLOW,20051022 0000,20051022 0000,41, ,CFS
SFJ,D,41,M FLOW,20051023 0000,20051023 0000,41, ,CFS
SFJ,D,41,M FLOW,20051024 0000,20051024 0000,44, ,CFS
SFJ,D,41,M FLOW,20051025 0000,20051025 0000,45, ,CFS
SFJ,D,41,M FLOW,20051026 0000,20051026 0000,45, ,CFS
SFJ,D,41,M FLOW,20051027 0000,20051027 0000,46, ,CFS
SFJ,D,41,M FLOW,20051028 0000,20051028 0000,47, ,CFS
SFJ,D,41,M FLOW,20051029 0000,20051029 0000,46, ,CFS
SFJ,D,41,M FLOW,20051030 0000,20051030 0000,47, ,CFS
SFJ,D,41,M FLOW,20051031 0000,20051031 0000,50, ,CFS
SFJ,D,41,M FLOW,20051101 0000,20051101 0000,65, ,CFS
SFJ,D,41,M FLOW,20051102 0000,20051102 0000,67, ,CFS
SFJ,D,41,M FLOW,20051103 0000,20051103 0000,71, ,CFS
SFJ,D,41,M FLOW,20051104 0000,20051104 0000,76, ,CFS
SFJ,D,41,M FLOW,20051105 0000,20051105 0000,101, ,CFS
SFJ,D,41,M FLOW,20051106 0000,20051106 0000,487, ,CFS
SFJ,D,41,M FLOW,20051107 0000,20051107 0000,650, ,CFS
SFJ,D,41,M FLOW,20051108 0000,20051108 0000,480, ,CFS
SFJ,D,41,M FLOW,20051109 0000,20051109 0000,330, ,CFS
SFJ,D,41,M FLOW,20051110 0000,20051110 0000,280, ,CFS
SFJ,D,41,M FLOW,20051111 0000,20051111 0000,269, ,CFS
SFJ,D,41,M FLOW,20051112 0000,20051112 0000,261, ,CFS
SFJ,D,41,M FLOW,20051113 0000,20051113 0000,250, ,CFS
SFJ,D,41,M FLOW,20051114 0000,20051114 0000,401, ,CFS
SFJ,D,41,M FLOW,20051115 0000,20051115 0000,455, ,CFS
SFJ,D,41,M FLOW,20051116 0000,20051116 0000,357, ,CFS
SFJ,D,41,M FLOW,20051117 0000,20051117 0000,291, ,CFS
SFJ,D,41,M FLOW,20051118 0000,20051118 0000,261, ,CFS
SFJ,D,41,M FLOW,20051119 0000,20051119 0000,241, ,CFS
SFJ,D,41,M FLOW,20051120 0000,20051120 0000,224, ,CFS
SFJ,D,41,M FLOW,20051121 0000,20051121 0000,212, ,CFS
SFJ,D,41,M FLOW,20051122 0000,20051122 0000,203, ,CFS
SFJ,D,41,M FLOW,20051123 0000,20051123 0000,197, ,CFS
SFJ,D,41,M FLOW,20051124 0000,20051124 0000,192, ,CFS
SFJ,D,41,M FLOW,20051125 0000,20051125 0000,309, ,CFS
SFJ,D,41,M FLOW,20051126 0000,20051126 0000,526, ,CFS
SFJ,D,41,M FLOW,20051127 0000,20051127 0000,387, ,CFS
SFJ,D,41,M FLOW,20051128 0000,20051128 0000,334, ,CFS
SFJ,D,41,M FLOW,20051129 0000,20051129 0000,409, ,CFS
SFJ,D,41,M FLOW,20051130 0000,20051130 0000,423, ,CFS
SFJ,D,41,M FLOW,20051201 0000,20051201 0000,1987, ,CFS
SFJ,D,41,M FLOW,20051202 0000,20051202 0000,3190, ,CFS
SFJ,D,41,M FLOW,20051203 0000,20051203 0000,1600, ,CFS
SFJ,D,41,M FLOW,20051204 0000,20051204 0000,---, ,CFS
SFJ,D,41,M FLOW,20051205 0000,20051205 0000,923, ,CFS
SFJ,D,41,M FLOW,20051206 0000,20051206 0000,814, ,CFS
SFJ,D,41,M FLOW,20051207 0000,20051207 0000,760, ,CFS
SFJ,D,41,M FLOW,20051208 0000,20051208 0000,827, ,CFS
SFJ,D,41,M FLOW,20051209 0000,20051209 0000,761, ,CFS
SFJ,D,41,M FLOW,20051210 0000,20051210 0000,694, ,CFS
SFJ,D,41,M FLOW,20051211 0000,20051211 0000,645, ,CFS
SFJ,D,41,M FLOW,20051212 0000,20051212 0000,604, ,CFS
SFJ,D,41,M FLOW,20051213 0000,20051213 0000,562, ,CFS
SFJ,D,41,M FLOW,20051214 0000,20051214 0000,523, ,CFS
SFJ,D,41,M FLOW,20051215 0000,20051215 0000,489, ,CFS
SFJ,D,41,M FLOW,20051216 0000,20051216 0000,467, ,CFS
SFJ,D,41,M FLOW,20051217 0000,20051217 0000,446, ,CFS
SFJ,D,41,M FLOW,20051218 0000,20051218 0000,472, ,CFS
SFJ,D,41,M FLOW,20051219 0000,20051219 0000,1360, ,CFS
SFJ,D,41,M FLOW,20051220 0000,20051220 0000,3126, ,CFS
SFJ,D,41,M FLOW,20051221 0000,20051221 0000,4538, ,CFS
SFJ,D,41,M FLOW,20051222 0000,20051222 0000,5404, ,CFS
SFJ,D,41,M FLOW,20051223 0000,20051223 0000,6417, ,CFS
SFJ,D,41,M FLOW,20051224 0000,20051224 0000,3575, ,CFS
SFJ,D,41,M FLOW,20051225 0000,20051225 0000,2896, ,CFS
SFJ,D,41,M FLOW,20051226 0000,20051226 0000,2915, ,CFS
SFJ,D,41,M FLOW,20051227 0000,20051227 0000,3580, ,CFS
SFJ,D,41,M FLOW,20051228 0000,20051228 0000,9089, ,CFS
SFJ,D,41,M FLOW,20051229 0000,20051229 0000,7944, ,CFS
SFJ,D,41,M FLOW,20051230 0000,20051230 0000,9306, ,CFS
SFJ,D,41,M FLOW,20051231 0000,20051231 0000,20813, ,CFS
SFJ,D,41,M FLOW,20060101 0000,20060101 0000,10915, ,CFS
SFJ,D,41,M FLOW,20060102 0000,20060102 0000,6899, ,CFS
SFJ,D,41,M FLOW,20060103 0000,20060103 0000,4844, ,CFS
SFJ,D,41,M FLOW,20060104 0000,20060104 0000,3962, ,CFS
SFJ,D,41,M FLOW,20060105 0000,20060105 0000,3293, ,CFS
SFJ,D,41,M FLOW,20060106 0000,20060106 0000,3020, ,CFS
SFJ,D,41,M FLOW,20060107 0000,20060107 0000,2883, ,CFS
SFJ,D,41,M FLOW,20060108 0000,20060108 0000,2578, ,CFS
SFJ,D,41,M FLOW,20060109 0000,20060109 0000,2231, ,CFS
SFJ,D,41,M FLOW,20060110 0000,20060110 0000,2385, ,CFS
SFJ,D,41,M FLOW,20060111 0000,20060111 0000,4419, ,CFS
SFJ,D,41,M FLOW,20060112 0000,20060112 0000,3337, ,CFS
SFJ,D,41,M FLOW,20060113 0000,20060113 0000,3018, ,CFS
SFJ,D,41,M FLOW,20060114 0000,20060114 0000,3248, ,CFS
SFJ,D,41,M FLOW,20060115 0000,20060115 0000,2888, ,CFS
SFJ,D,41,M FLOW,20060116 0000,20060116 0000,2490, ,CFS
SFJ,D,41,M FLOW,20060117 0000,20060117 0000,2539, ,CFS
SFJ,D,41,M FLOW,20060118 0000,20060118 0000,3245, ,CFS
SFJ,D,41,M FLOW,20060119 0000,20060119 0000,2838, ,CFS
SFJ,D,41,M FLOW,20060120 0000,20060120 0000,2403, ,CFS
SFJ,D,41,M FLOW,20060121 0000,20060121 0000,2186, ,CFS
SFJ,D,41,M FLOW,20060122 0000,20060122 0000,1949, ,CFS
SFJ,D,41,M FLOW,20060123 0000,20060123 0000,1795, ,CFS
SFJ,D,41,M FLOW,20060124 0000,20060124 0000,1699, ,CFS
SFJ,D,41,M FLOW,20060125 0000,20060125 0000,1634, ,CFS
SFJ,D,41,M FLOW,20060126 0000,20060126 0000,1544, ,CFS
SFJ,D,41,M FLOW,20060127 0000,20060127 0000,1504, ,CFS
SFJ,D,41,M FLOW,20060128 0000,20060128 0000,1785, ,CFS
SFJ,D,41,M FLOW,20060129 0000,20060129 0000,2087, ,CFS
SFJ,D,41,M FLOW,20060130 0000,20060130 0000,2676, ,CFS
SFJ,D,41,M FLOW,20060131 0000,20060131 0000,3363, ,CFS
SFJ,D,41,M FLOW,20060201 0000,20060201 0000,4003, ,CFS
SFJ,D,41,M FLOW,20060202 0000,20060202 0000,5342, ,CFS
SFJ,D,41,M FLOW,20060203 0000,20060203 0000,4398, ,CFS
SFJ,D,41,M FLOW,20060204 0000,20060204 0000,4550, ,CFS
SFJ,D,41,M FLOW,20060205 0000,20060205 0000,4016, ,CFS
SFJ,D,41,M FLOW,20060206 0000,20060206 0000,3244, ,CFS
SFJ,D,41,M FLOW,20060207 0000,20060207 0000,2800, ,CFS
SFJ,D,41,M FLOW,20060208 0000,20060208 0000,2485, ,CFS
SFJ,D,41,M FLOW,20060209 0000,20060209 0000,2271, ,CFS
SFJ,D,41,M FLOW,20060210 0000,20060210 0000,2166, ,CFS
SFJ,D,41,M FLOW,20060211 0000,20060211 0000,1961, ,CFS
SFJ,D,41,M FLOW,20060212 0000,20060212 0000,1864, ,CFS
SFJ,D,41,M FLOW,20060213 0000,20060213 0000,1889, ,CFS
SFJ,D,41,M FLOW,20060214 0000,20060214 0000,1854, ,CFS
SFJ,D,41,M FLOW,20060215 0000,20060215 0000,1659, ,CFS
SFJ,D,41,M FLOW,20060216 0000,20060216 0000,1500, ,CFS
SFJ,D,41,M FLOW,20060217 0000,20060217 0000,1495, ,CFS
SFJ,D,41,M FLOW,20060218 0000,20060218 0000,1351, ,CFS
SFJ,D,41,M FLOW,20060219 0000,20060219 0000,1266, ,CFS
SFJ,D,41,M FLOW,20060220 0000,20060220 0000,1187, ,CFS
SFJ,D,41,M FLOW,20060221 0000,20060221 0000,1133, ,CFS
SFJ,D,41,M FLOW,20060222 0000,20060222 0000,1081, ,CFS
SFJ,D,41,M FLOW,20060223 0000,20060223 0000,1039, ,CFS
SFJ,D,41,M FLOW,20060224 0000,20060224 0000,995, ,CFS
SFJ,D,41,M FLOW,20060225 0000,20060225 0000,952, ,CFS
SFJ,D,41,M FLOW,20060226 0000,20060226 0000,925, ,CFS
SFJ,D,41,M FLOW,20060227 0000,20060227 0000,1124, ,CFS
SFJ,D,41,M FLOW,20060228 0000,20060228 0000,1695, ,CFS
SFJ,D,41,M FLOW,20060301 0000,20060301 0000,1490, ,CFS
SFJ,D,41,M FLOW,20060302 0000,20060302 0000,1370, ,CFS
SFJ,D,41,M FLOW,20060303 0000,20060303 0000,1236, ,CFS
SFJ,D,41,M FLOW,20060304 0000,20060304 0000,1141, ,CFS
SFJ,D,41,M FLOW,20060305 0000,20060305 0000,1117, ,CFS
SFJ,D,41,M FLOW,20060306 0000,20060306 0000,1098, ,CFS
SFJ,D,41,M FLOW,20060307 0000,20060307 0000,1090, ,CFS
SFJ,D,41,M FLOW,20060308 0000,20060308 0000,1051, ,CFS
SFJ,D,41,M FLOW,20060309 0000,20060309 0000,1040, ,CFS
SFJ,D,41,M FLOW,20060310 0000,20060310 0000,1030, ,CFS
SFJ,D,41,M FLOW,20060311 0000,20060311 0000,984, ,CFS
SFJ,D,41,M FLOW,20060312 0000,20060312 0000,942, ,CFS
SFJ,D,41,M FLOW,20060313 0000,20060313 0000,902, ,CFS
SFJ,D,41,M FLOW,20060314 0000,20060314 0000,916, ,CFS
SFJ,D,41,M FLOW,20060315 0000,20060315 0000,917, ,CFS
SFJ,D,41,M FLOW,20060316 0000,20060316 0000,927, ,CFS
SFJ,D,41,M FLOW,20060317 0000,20060317 0000,916, ,CFS
SFJ,D,41,M FLOW,20060318 0000,20060318 0000,906, ,CFS
SFJ,D,41,M FLOW,20060319 0000,20060319 0000,853, ,CFS
SFJ,D,41,M FLOW,20060320 0000,20060320 0000,841, ,CFS
SFJ,D,41,M FLOW,20060321 0000,20060321 0000,818, ,CFS
SFJ,D,41,M FLOW,20060322 0000,20060322 0000,802, ,CFS
SFJ,D,41,M FLOW,20060323 0000,20060323 0000,798, ,CFS
SFJ,D,41,M FLOW,20060324 0000,20060324 0000,970, ,CFS
SFJ,D,41,M FLOW,20060325 0000,20060325 0000,1108, ,CFS
SFJ,D,41,M FLOW,20060326 0000,20060326 0000,1054, ,CFS
SFJ,D,41,M FLOW,20060327 0000,20060327 0000,987, ,CFS
SFJ,D,41,M FLOW,20060328 0000,20060328 0000,1021, ,CFS
SFJ,D,41,M FLOW,20060329 0000,20060329 0000,1085, ,CFS
SFJ,D,41,M FLOW,20060330 0000,20060330 0000,975, ,CFS
SFJ,D,41,M FLOW,20060331 0000,20060331 0000,948, ,CFS
SFJ,D,41,M FLOW,20060401 0000,20060401 0000,971, ,CFS
SFJ,D,41,M FLOW,20060402 0000,20060402 0000,913, ,CFS
SFJ,D,41,M FLOW,20060403 0000,20060403 0000,925, ,CFS
SFJ,D,41,M FLOW,20060404 0000,20060404 0000,1028, ,CFS
SFJ,D,41,M FLOW,20060405 0000,20060405 0000,983, ,CFS
SFJ,D,41,M FLOW,20060406 0000,20060406 0000,937, ,CFS
SFJ,D,41,M FLOW,20060407 0000,20060407 0000,898, ,CFS
SFJ,D,41,M FLOW,20060408 0000,20060408 0000,906, ,CFS
SFJ,D,41,M FLOW,20060409 0000,20060409 0000,948, ,CFS
SFJ,D,41,M FLOW,20060410 0000,20060410 0000,945, ,CFS
SFJ,D,41,M FLOW,20060411 0000,20060411 0000,933, ,CFS
SFJ,D,41,M FLOW,20060412 0000,20060412 0000,1055, ,CFS
SFJ,D,41,M FLOW,20060413 0000,20060413 0000,1141, ,CFS
SFJ,D,41,M FLOW,20060414 0000,20060414 0000,1115, ,CFS
SFJ,D,41,M FLOW,20060415 0000,20060415 0000,1193, ,CFS
SFJ,D,41,M FLOW,20060416 0000,20060416 0000,1190, ,CFS
SFJ,D,41,M FLOW,20060417 0000,20060417 0000,1045, ,CFS
SFJ,D,41,M FLOW,20060418 0000,20060418 0000,953, ,CFS
SFJ,D,41,M FLOW,20060419 0000,20060419 0000,924, ,CFS
SFJ,D,41,M FLOW,20060420 0000,20060420 0000,962, ,CFS
SFJ,D,41,M FLOW,20060421 0000,20060421 0000,1138, ,CFS
SFJ,D,41,M FLOW,20060422 0000,20060422 0000,1313, ,CFS
SFJ,D,41,M FLOW,20060423 0000,20060423 0000,1386, ,CFS
SFJ,D,41,M FLOW,20060424 0000,20060424 0000,1478, ,CFS
SFJ,D,41,M FLOW,20060425 0000,20060425 0000,1626, ,CFS
SFJ,D,41,M FLOW,20060426 0000,20060426 0000,1704, ,CFS
SFJ,D,41,M FLOW,20060427 0000,20060427 0000,1876, ,CFS
SFJ,D,41,M FLOW,20060428 0000,20060428 0000,2254, ,CFS
SFJ,D,41,M FLOW,20060429 0000,20060429 0000,2796, ,CFS
SFJ,D,41,M FLOW,20060430 0000,20060430 0000,3003, ,CFS
SFJ,D,41,M FLOW,20060501 0000,20060501 0000,2615, ,CFS
SFJ,D,41,M FLOW,20060502 0000,20060502 0000,2325, ,CFS
SFJ,D,41,M FLOW,20060503 0000,20060503 0000,2078, ,CFS
SFJ,D,41,M FLOW,20060504 0000,20060504 0000,1970, ,CFS
SFJ,D,41,M FLOW,20060505 0000,20060505 0000,1944, ,CFS
SFJ,D,41,M FLOW,20060506 0000,20060506 0000,2031, ,CFS
SFJ,D,41,M FLOW,20060507 0000,20060507 0000,1975, ,CFS
SFJ,D,41,M FLOW,20060508 0000,20060508 0000,2073, ,CFS
SFJ,D,41,M FLOW,20060509 0000,20060509 0000,1928, ,CFS
SFJ,D,41,M FLOW,20060510 0000,20060510 0000,1792, ,CFS
SFJ,D,41,M FLOW,20060511 0000,20060511 0000,1882, ,CFS
SFJ,D,41,M FLOW,20060512 0000,20060512 0000,2130, ,CFS
SFJ,D,41,M FLOW,20060513 0000,20060513 0000,2061, ,CFS
SFJ,D,41,M FLOW,20060514 0000,20060514 0000,2133, ,CFS
SFJ,D,41,M FLOW,20060515 0000,20060515 0000,2376, ,CFS
SFJ,D,41,M FLOW,20060516 0000,20060516 0000,2776, ,CFS
SFJ,D,41,M FLOW,20060517 0000,20060517 0000,3160, ,CFS
SFJ,D,41,M FLOW,20060518 0000,20060518 0000,3293, ,CFS
SFJ,D,41,M FLOW,20060519 0000,20060519 0000,3209, ,CFS
SFJ,D,41,M FLOW,20060520 0000,20060520 0000,3507, ,CFS
SFJ,D,41,M FLOW,20060521 0000,20060521 0000,2959, ,CFS
SFJ,D,41,M FLOW,20060522 0000,20060522 0000,2953, ,CFS
SFJ,D,41,M FLOW,20060523 0000,20060523 0000,2907, ,CFS
SFJ,D,41,M FLOW,20060524 0000,20060524 0000,2650, ,CFS
SFJ,D,41,M FLOW,20060525 0000,20060525 0000,2346, ,CFS
SFJ,D,41,M FLOW,20060526 0000,20060526 0000,1975, ,CFS
SFJ,D,41,M FLOW,20060527 0000,20060527 0000,1705, ,CFS
SFJ,D,41,M FLOW,20060528 0000,20060528 0000,1485, ,CFS
SFJ,D,41,M FLOW,20060529 0000,20060529 0000,1304, ,CFS
SFJ,D,41,M FLOW,20060530 0000,20060530 0000,1254, ,CFS
SFJ,D,41,M FLOW,20060531 0000,20060531 0000,1270, ,CFS
SFJ,D,41,M FLOW,20060601 0000,20060601 0000,1427, ,CFS
SFJ,D,41,M FLOW,20060602 0000,20060602 0000,1777, ,CFS
SFJ,D,41,M FLOW,20060603 0000,20060603 0000,1857, ,CFS
SFJ,D,41,M FLOW,20060604 0000,20060604 0000,1812, ,CFS
SFJ,D,41,M FLOW,20060605 0000,20060605 0000,1809, ,CFS
SFJ,D,41,M FLOW,20060606 0000,20060606 0000,1737, ,CFS
SFJ,D,41,M FLOW,20060607 0000,20060607 0000,1631, ,CFS
SFJ,D,41,M FLOW,20060608 0000,20060608 0000,1489, ,CFS
SFJ,D,41,M FLOW,20060609 0000,20060609 0000,1330, ,CFS
SFJ,D,41,M FLOW,20060610 0000,20060610 0000,1224, ,CFS
SFJ,D,41,M FLOW,20060611 0000,20060611 0000,1158, ,CFS
SFJ,D,41,M FLOW,20060612 0000,20060612 0000,1130, ,CFS
SFJ,D,41,M FLOW,20060613 0000,20060613 0000,1155, ,CFS
SFJ,D,41,M FLOW,20060614 0000,20060614 0000,1125, ,CFS
SFJ,D,41,M FLOW,20060615 0000,20060615 0000,1004, ,CFS
SFJ,D,41,M FLOW,20060616 0000,20060616 0000,942, ,CFS
SFJ,D,41,M FLOW,20060617 0000,20060617 0000,971, ,CFS
SFJ,D,41,M FLOW,20060618 0000,20060618 0000,900, ,CFS
SFJ,D,41,M FLOW,20060619 0000,20060619 0000,858, ,CFS
SFJ,D,41,M FLOW,20060620 0000,20060620 0000,802, ,CFS
SFJ,D,41,M FLOW,20060621 0000,20060621 0000,738, ,CFS
SFJ,D,41,M FLOW,20060622 0000,20060622 0000,663, ,CFS
SFJ,D,41,M FLOW,20060623 0000,20060623 0000,603, ,CFS
SFJ,D,41,M FLOW,20060624 0000,20060624 0000,554, ,CFS
SFJ,D,41,M FLOW,20060625 0000,20060625 0000,557, ,CFS
SFJ,D,41,M FLOW,20060626 0000,20060626 0000,533, ,CFS
SFJ,D,41,M FLOW,20060627 0000,20060627 0000,498, ,CFS
SFJ,D,41,M FLOW,20060628 0000,20060628 0000,484, ,CFS
SFJ,D,41,M FLOW,20060629 0000,20060629 0000,463, ,CFS
SFJ,D,41,M FLOW,20060630 0000,20060630 0000,424, ,CFS
SFJ,D,41,M FLOW,20060701 0000,20060701 0000,365, ,CFS
SFJ,D,41,M FLOW,20060702 0000,20060702 0000,318, ,CFS
SFJ,D,41,M FLOW,20060703 0000,20060703 0000,287, ,CFS
SFJ,D,41,M FLOW,20060704 0000,20060704 0000,253, ,CFS
SFJ,D,41,M FLOW,20060705 0000,20060705 0000,221, ,CFS
SFJ,D,41,M FLOW,20060706 0000,20060706 0000,180, ,CFS
SFJ,D,41,M FLOW,20060707 0000,20060707 0000,134, ,CFS
SFJ,D,41,M FLOW,20060708 0000,20060708 0000,101, ,CFS
SFJ,D,41,M FLOW,20060709 0000,20060709 0000,63, ,CFS
SFJ,D,41,M FLOW,20060710 0000,20060710 0000,50, ,CFS
SFJ,D,41,M FLOW,20060711 0000,20060711 0000,37, ,CFS
