"","Date","AF"
"834",2011-03-01,71818.0176384
"835",2011-04-01,86402.5813728
"836",2011-05-01,74053.405008
"837",2011-06-01,94005.2786112
"838",2011-07-01,37470.0113568
"839",2011-08-01,5870.32161408
"840",2011-09-01,3668.4551376
"841",2011-10-01,5611.47684768
"842",2011-11-01,6111.91006272
"843",2011-12-01,8315.760024
"844",2012-01-01,28383.667488
"845",2012-02-01,19235.8355904
"846",2012-03-01,48783.808656
"847",2012-04-01,97155.0524736
"848",2012-05-01,70245.114192
"849",2012-06-01,24505.954704
"850",2012-07-01,5075.34090624
"851",2012-08-01,1061.918092224
"852",2012-09-01,724.66617168
"853",2012-10-01,1838.09536416
"854",2012-11-01,8302.66902432
"855",2012-12-01,62348.8612032
"856",2013-01-01,20979.3187296
"857",2013-02-01,21022.9553952
"858",2013-03-01,34532.470368
"859",2013-04-01,46369.9076544
"860",2013-05-01,30775.7501568
"861",2013-06-01,7026.29655552
"862",2013-07-01,1811.51666784
"863",2013-08-01,691.760158848
"864",2013-09-01,688.86427104
"865",2013-10-01,2786.00275008
"866",2013-11-01,3002.40094176
"867",2013-12-01,3333.2462064
"868",2014-01-01,3660.32284992
"869",2014-02-01,27111.2619888
"870",2014-03-01,52326.3125088
"871",2014-04-01,18404.7554592
"872",2014-05-01,8099.16348384
"873",2014-06-01,2644.77863232
"874",2014-07-01,595.561146048
"875",2014-08-01,422.541766944
"876",2014-09-01,417.0276792
"877",2014-10-01,1817.447287392
"878",2014-11-01,8767.9945584
"879",2014-12-01,60488.3524608
"880",2015-01-01,31346.9937792
"881",2015-02-01,124120.5283296
"882",2015-03-01,35807.8510944
"883",2015-04-01,15084.401904
"884",2015-05-01,9550.479312
"885",2015-06-01,4489.22114784
"886",2015-07-01,642.906928224
"887",2015-08-01,434.164987872
"888",2015-09-01,428.095524384
"889",2015-10-01,385.609279968
"890",2015-11-01,460.902362976
"891",2015-12-01,18963.1064304
"892",2016-01-01,75423.9930048
"893",2016-02-01,77137.723872
"894",2016-03-01,142116.68592
"895",2016-04-01,90093.8465856
"896",2016-05-01,59179.2524928
"897",2016-06-01,21379.9826592
"898",2016-07-01,4861.91794176
"899",2016-08-01,861.248935008
"900",2016-09-01,597.82231872
"901",2016-10-01,18236.55594816
"902",2016-11-01,30605.170464
"903",2016-12-01,67206.4154784
"904",2017-01-01,93362.629536
"905",2017-02-01,213323.79024
"906",2017-03-01,143743.143456
"907",2017-04-01,98737.873344
"908",2017-05-01,120675.215232
"909",2017-06-01,60200.7471648
"910",2017-07-01,11785.66833312
"911",2017-08-01,3023.02918368
"912",2017-09-01,3114.26948448
"913",2017-10-01,4032.02790144
"914",2017-11-01,18902.80849248
"915",2017-12-01,11541.8980512
"916",2018-01-01,17954.5044096
"917",2018-02-01,18182.6051616
"918",2018-03-01,23696.6929056
"919",2018-04-01,54466.492608
"920",2018-05-01,28302.3446112
"921",2018-06-01,5744.56867776
"922",2018-07-01,1094.68526112
"923",2018-08-01,379.004275584
"924",2018-09-01,483.950456352
"925",2018-10-01,771.714431136
"926",2018-11-01,2234.19727872
"927",2018-12-01,11059.11785088
"928",2019-01-01,42065.7456384
"929",2019-02-01,47393.3858112
"930",2019-03-01,60728.3541216
"931",2019-04-01,118852.3927008
