row column SubId
95 132 444000664
96 130 444000664
97 129 444000664
234 129 444000665
235 130 444000665
91 75 444000668
92 76 444000668
93 76 444000668
94 76 444000668
95 76 444000668
96 75 444000668
96 89 444000668
97 75 444000668
97 88 444000668
98 74 444000668
98 88 444000668
99 74 444000668
99 87 444000668
99 88 444000668
100 75 444000668
100 85 444000668
100 86 444000668
100 88 444000668
101 75 444000668
101 84 444000668
102 75 444000668
102 83 444000668
103 74 444000668
103 83 444000668
104 74 444000668
104 81 444000668
104 82 444000668
104 83 444000668
105 73 444000668
105 80 444000668
106 72 444000668
106 79 444000668
107 72 444000668
107 79 444000668
107 82 444000668
108 71 444000668
108 79 444000668
108 82 444000668
109 70 444000668
109 80 444000668
109 81 444000668
109 82 444000668
110 70 444000668
110 83 444000668
111 70 444000668
111 75 444000668
111 76 444000668
111 77 444000668
111 83 444000668
111 84 444000668
112 70 444000668
112 74 444000668
112 78 444000668
112 83 444000668
113 70 444000668
113 74 444000668
113 79 444000668
113 83 444000668
114 71 444000668
114 74 444000668
114 79 444000668
114 83 444000668
115 66 444000668
115 67 444000668
115 68 444000668
115 69 444000668
115 70 444000668
115 72 444000668
115 73 444000668
115 79 444000668
115 82 444000668
116 68 444000668
116 69 444000668
116 70 444000668
116 71 444000668
116 78 444000668
116 82 444000668
117 76 444000668
117 77 444000668
117 82 444000668
118 76 444000668
118 81 444000668
119 75 444000668
119 81 444000668
120 75 444000668
120 81 444000668
121 73 444000668
121 74 444000668
121 80 444000668
122 70 444000668
122 71 444000668
122 72 444000668
122 80 444000668
123 67 444000668
123 68 444000668
123 69 444000668
123 78 444000668
123 79 444000668
124 67 444000668
124 77 444000668
125 67 444000668
125 76 444000668
126 67 444000668
126 75 444000668
127 67 444000668
127 75 444000668
128 66 444000668
128 75 444000668
129 66 444000668
129 75 444000668
130 66 444000668
130 75 444000668
131 66 444000668
131 75 444000668
132 66 444000668
132 75 444000668
133 66 444000668
133 75 444000668
134 65 444000668
134 75 444000668
135 65 444000668
135 75 444000668
136 65 444000668
136 76 444000668
137 65 444000668
137 75 444000668
137 76 444000668
138 63 444000668
138 64 444000668
138 74 444000668
139 60 444000668
139 61 444000668
139 62 444000668
139 74 444000668
140 60 444000668
140 73 444000668
141 60 444000668
141 73 444000668
142 59 444000668
142 73 444000668
143 59 444000668
143 73 444000668
144 59 444000668
144 72 444000668
145 59 444000668
145 72 444000668
146 59 444000668
146 72 444000668
147 59 444000668
147 72 444000668
148 59 444000668
148 71 444000668
149 58 444000668
149 71 444000668
150 58 444000668
150 71 444000668
151 57 444000668
152 57 444000668
153 56 444000668
154 55 444000668
155 55 444000668
156 54 444000668
157 53 444000668
158 52 444000668
159 48 444000668
159 49 444000668
159 50 444000668
159 51 444000668
104 120 444000675
105 119 444000675
106 118 444000675
107 118 444000675
108 117 444000675
109 116 444000675
110 115 444000675
111 115 444000675
111 116 444000675
111 117 444000675
111 118 444000675
112 119 444000675
113 119 444000675
114 119 444000675
115 119 444000675
116 118 444000675
117 118 444000675
118 118 444000675
119 116 444000675
119 117 444000675
120 116 444000675
121 115 444000675
122 112 444000675
122 113 444000675
122 114 444000675
123 111 444000675
124 109 444000675
124 110 444000675
125 108 444000675
126 107 444000675
127 106 444000675
128 105 444000675
129 104 444000675
130 103 444000675
131 102 444000675
132 101 444000675
133 100 444000675
134 99 444000675
135 98 444000675
136 97 444000675
137 96 444000675
138 95 444000675
139 94 444000675
140 93 444000675
141 92 444000675
142 91 444000675
143 90 444000675
98 129 444000677
99 129 444000677
99 133 444000677
99 134 444000677
100 129 444000677
100 132 444000677
100 135 444000677
101 130 444000677
101 131 444000677
101 135 444000677
102 134 444000677
103 134 444000677
104 134 444000677
105 135 444000677
105 136 444000677
105 137 444000677
105 138 444000677
105 139 444000677
106 139 444000677
107 139 444000677
108 139 444000677
109 139 444000677
110 139 444000677
111 139 444000677
112 139 444000677
113 138 444000677
114 137 444000677
115 137 444000677
116 137 444000677
117 137 444000677
139 158 444000681
140 158 444000681
141 158 444000681
142 155 444000681
142 156 444000681
142 158 444000681
143 152 444000681
143 153 444000681
143 154 444000681
143 157 444000681
143 158 444000681
144 151 444000681
144 157 444000681
144 158 444000681
145 146 444000681
145 147 444000681
145 151 444000681
146 145 444000681
146 148 444000681
146 149 444000681
146 150 444000681
147 145 444000681
148 144 444000681
149 145 444000681
150 145 444000681
151 145 444000681
152 146 444000681
153 147 444000681
154 148 444000681
155 148 444000681
156 149 444000681
156 150 444000681
156 151 444000681
157 151 444000681
158 151 444000681
159 151 444000681
160 152 444000681
160 153 444000681
160 154 444000681
161 155 444000681
162 146 444000681
162 147 444000681
162 154 444000681
162 156 444000681
162 157 444000681
162 158 444000681
163 144 444000681
163 145 444000681
163 148 444000681
163 149 444000681
163 150 444000681
163 151 444000681
163 152 444000681
163 153 444000681
163 155 444000681
163 156 444000681
163 157 444000681
163 158 444000681
164 143 444000681
164 158 444000681
164 159 444000681
165 142 444000681
165 158 444000681
165 160 444000681
166 142 444000681
166 159 444000681
166 160 444000681
167 143 444000681
168 144 444000681
169 144 444000681
170 138 444000681
170 139 444000681
170 140 444000681
170 145 444000681
171 137 444000681
171 141 444000681
171 142 444000681
171 145 444000681
172 136 444000681
172 143 444000681
172 144 444000681
172 146 444000681
173 135 444000681
173 145 444000681
173 146 444000681
173 147 444000681
174 134 444000681
174 147 444000681
175 134 444000681
176 133 444000681
177 132 444000681
178 131 444000681
179 131 444000681
180 131 444000681
181 132 444000681
182 132 444000681
183 133 444000681
170 63 444001409
171 63 444001409
172 63 444001409
173 63 444001409
174 63 444001409
175 63 444001409
176 63 444001409
177 63 444001409
178 62 444001409
179 62 444001409
180 61 444001409
181 60 444001409
182 60 444001409
183 60 444001409
184 60 444001409
185 61 444001409
186 62 444001409
186 63 444001409
187 64 444001409
188 65 444001409
189 65 444001409
190 66 444001409
191 65 444001409
192 65 444001409
193 65 444001409
194 65 444001409
195 65 444001409
196 65 444001409
197 65 444001409
198 64 444001409
199 64 444001409
200 61 444001409
200 62 444001409
200 63 444001409
201 58 444001409
201 59 444001409
201 60 444001409
202 59 444001409
203 60 444001409
204 60 444001409
205 61 444001409
205 62 444001409
206 63 444001409
207 64 444001409
207 65 444001409
208 66 444001409
208 67 444001409
208 68 444001409
208 69 444001409
208 70 444001409
208 71 444001409
208 72 444001409
208 73 444001409
208 74 444001409
209 75 444001409
210 75 444001409
211 75 444001409
212 75 444001429
213 74 444001429
214 73 444001429
215 73 444001429
216 73 444001429
217 73 444001429
218 74 444001429
219 74 444001429
220 74 444001429
221 74 444001429
222 75 444001429
223 75 444001429
223 77 444001429
223 78 444001429
223 79 444001429
224 75 444001429
224 76 444001429
224 80 444001429
225 80 444001429
226 81 444001429
227 82 444001429
228 82 444001429
228 104 444001429
229 83 444001429
229 103 444001429
229 105 444001429
230 83 444001429
230 103 444001429
230 105 444001429
231 83 444001429
231 103 444001429
231 105 444001429
232 83 444001429
232 103 444001429
232 106 444001429
233 82 444001429
233 104 444001429
233 106 444001429
234 82 444001429
234 103 444001429
234 106 444001429
235 82 444001429
235 103 444001429
235 106 444001429
236 82 444001429
236 103 444001429
236 106 444001429
237 82 444001429
237 103 444001429
237 107 444001429
238 82 444001429
238 103 444001429
238 107 444001429
239 82 444001429
239 103 444001429
239 107 444001429
240 82 444001429
240 102 444001429
240 107 444001429
241 82 444001429
241 102 444001429
241 107 444001429
242 83 444001429
242 101 444001429
242 108 444001429
243 83 444001429
243 101 444001429
244 83 444001429
244 101 444001429
245 83 444001429
245 100 444001429
246 82 444001429
246 100 444001429
247 82 444001429
247 100 444001429
248 82 444001429
248 100 444001429
249 82 444001429
249 100 444001429
250 83 444001429
250 100 444001429
251 83 444001429
251 100 444001429
252 82 444001429
252 100 444001429
253 82 444001429
254 82 444001429
255 83 444001429
256 84 444001429
257 84 444001429
258 84 444001429
259 83 444001429
260 83 444001429
261 82 444001429
262 82 444001429
262 87 444001429
263 82 444001429
263 86 444001429
263 88 444001429
264 82 444001429
264 85 444001429
264 88 444001429
265 83 444001429
265 84 444001429
265 88 444001429
266 83 444001429
266 88 444001429
267 83 444001429
267 87 444001429
268 86 444001429
269 85 444001429
269 90 444001429
270 83 444001429
270 84 444001429
270 90 444001429
271 82 444001429
271 89 444001429
272 81 444001429
272 88 444001429
273 80 444001429
273 88 444001429
274 80 444001429
274 87 444001429
275 79 444001429
275 87 444001429
276 79 444001429
276 87 444001429
277 79 444001429
277 86 444001429
278 79 444001429
278 86 444001429
279 78 444001429
279 85 444001429
280 78 444001429
280 81 444001429
280 82 444001429
280 83 444001429
280 84 444001429
281 78 444001429
281 79 444001429
281 80 444001429
142 14 444001431
143 14 444001431
144 14 444001431
144 15 444001431
145 16 444001431
145 17 444001431
146 18 444001431
302 162 444001471
303 160 444001471
303 161 444001471
303 162 444001471
304 158 444001471
304 159 444001471
304 162 444001471
305 157 444001471
305 162 444001471
306 156 444001471
306 162 444001471
307 155 444001471
307 162 444001471
308 154 444001471
308 161 444001471
309 153 444001471
309 159 444001471
309 160 444001471
309 161 444001471
310 152 444001471
310 158 444001471
311 151 444001471
311 157 444001471
312 150 444001471
312 156 444001471
313 149 444001471
313 156 444001471
314 148 444001471
314 155 444001471
315 146 444001471
315 147 444001471
315 154 444001471
316 154 444001471
317 155 444001471
318 155 444001471
383 152 444001485
384 151 444001485
385 151 444001485
386 151 444001485
387 152 444001485
387 153 444001485
387 154 444001485
387 155 444001485
388 156 444001485
388 157 444001485
389 158 444001485
390 158 444001485
391 157 444001485
391 158 444001485
392 156 444001485
393 156 444001485
394 155 444001485
395 155 444001485
396 156 444001485
397 156 444001485
398 150 444001485
398 157 444001485
399 150 444001485
399 157 444001485
400 151 444001485
400 157 444001485
401 152 444001485
401 158 444001485
402 152 444001485
402 158 444001485
403 153 444001485
403 159 444001485
404 154 444001485
404 155 444001485
404 156 444001485
404 159 444001485
405 157 444001485
405 160 444001485
406 157 444001485
406 160 444001485
407 157 444001485
407 160 444001485
408 157 444001485
408 158 444001485
408 161 444001485
409 159 444001485
410 159 444001485
409 161 444001488
410 160 444001488
410 161 444001488
411 161 444001488
411 162 444001488
412 161 444001488
412 162 444001488
413 161 444001488
413 162 444001488
414 161 444001488
414 162 444001488
415 161 444001488
415 162 444001488
416 162 444001488
417 162 444001488
417 163 444001488
418 163 444001488
418 164 444001488
419 163 444001488
419 165 444001488
420 163 444001488
420 166 444001488
421 163 444001488
421 167 444001488
422 162 444001488
423 163 444001488
33 121 444001495
33 122 444001495
34 120 444001495
34 122 444001495
35 119 444001495
35 121 444001495
36 118 444001495
36 120 444001495
37 117 444001495
37 120 444001495
38 116 444001495
38 119 444001495
39 115 444001495
39 118 444001495
40 115 444001495
40 117 444001495
41 114 444001495
41 116 444001495
42 113 444001495
42 115 444001495
43 112 444001495
43 114 444001495
44 111 444001495
44 113 444001495
45 110 444001495
45 112 444001495
46 109 444001495
46 111 444001495
47 109 444001495
47 111 444001495
48 108 444001495
48 110 444001495
49 107 444001495
49 109 444001495
50 106 444001495
50 108 444001495
51 105 444001495
51 108 444001495
52 105 444001495
52 107 444001495
53 104 444001495
53 106 444001495
54 103 444001495
54 106 444001495
55 103 444001495
55 106 444001495
56 102 444001495
56 103 444001495
56 105 444001495
57 102 444001495
57 105 444001495
58 102 444001495
58 105 444001495
59 102 444001495
59 105 444001495
60 102 444001495
60 105 444001495
61 101 444001495
61 102 444001495
61 105 444001495
62 93 444001495
62 101 444001495
62 105 444001495
63 93 444001495
63 101 444001495
63 105 444001495
64 93 444001495
64 100 444001495
64 105 444001495
65 94 444001495
65 99 444001495
65 105 444001495
66 94 444001495
66 99 444001495
67 95 444001495
67 97 444001495
67 98 444001495
68 96 444001495
423 164 444001504
424 165 444001504
425 166 444001504
426 167 444001504
427 168 444001504
428 168 444001504
428 169 444001504
429 170 444001504
429 171 444001504
422 168 444001517
423 169 444001517
424 170 444001517
425 170 444001517
426 171 444001517
426 172 444001517
427 173 444001517
427 174 444001517
427 175 444001517
427 176 444001517
427 177 444001517
427 178 444001517
427 179 444001517
427 180 444001517
427 181 444001517
427 182 444001517
428 172 444001517
428 173 444001517
428 177 444001517
428 178 444001517
428 179 444001517
428 180 444001517
428 181 444001517
428 182 444001517
428 183 444001517
24 140 444001518
24 141 444001518
25 140 444001518
25 141 444001518
26 139 444001518
26 141 444001518
27 139 444001518
27 141 444001518
28 139 444001518
28 141 444001518
29 139 444001518
29 141 444001518
30 138 444001518
30 140 444001518
31 138 444001518
31 140 444001518
32 138 444001518
32 140 444001518
33 138 444001518
33 140 444001518
34 138 444001518
34 140 444001518
35 137 444001518
35 140 444001518
36 137 444001518
36 140 444001518
37 138 444001518
37 141 444001518
38 138 444001518
38 141 444001518
39 138 444001518
39 141 444001518
40 138 444001518
40 141 444001518
41 138 444001518
41 141 444001518
42 138 444001518
42 141 444001518
43 138 444001518
43 141 444001518
44 138 444001518
44 141 444001518
45 138 444001518
45 140 444001518
46 138 444001518
46 140 444001518
47 138 444001518
47 141 444001518
48 138 444001518
48 142 444001518
49 138 444001518
50 139 444001518
51 139 444001518
52 139 444001518
53 139 444001518
54 140 444001518
55 140 444001518
56 140 444001518
57 140 444001518
58 140 444001518
59 140 444001518
60 140 444001518
61 140 444001518
62 139 444001518
144 89 444001527
145 89 444001527
146 88 444001527
147 87 444001527
148 86 444001527
149 84 444001527
149 85 444001527
150 83 444001527
150 84 444001527
150 85 444001527
151 71 444001527
151 86 444001527
152 71 444001527
152 85 444001527
153 71 444001527
153 82 444001527
153 83 444001527
153 84 444001527
154 72 444001527
154 79 444001527
154 80 444001527
154 81 444001527
155 73 444001527
155 74 444001527
155 75 444001527
155 76 444001527
155 77 444001527
155 78 444001527
160 47 444001527
161 46 444001527
162 45 444001527
163 43 444001527
163 44 444001527
164 42 444001527
165 41 444001527
166 41 444001527
167 40 444001527
168 39 444001527
168 62 444001527
169 37 444001527
169 38 444001527
169 58 444001527
169 59 444001527
169 60 444001527
169 61 444001527
169 63 444001527
170 36 444001527
170 56 444001527
170 57 444001527
171 35 444001527
171 54 444001527
171 55 444001527
172 34 444001527
172 53 444001527
173 33 444001527
173 51 444001527
173 52 444001527
174 33 444001527
174 50 444001527
175 33 444001527
175 49 444001527
176 33 444001527
176 48 444001527
177 33 444001527
177 47 444001527
178 33 444001527
178 34 444001527
178 35 444001527
178 36 444001527
178 37 444001527
178 38 444001527
178 39 444001527
178 40 444001527
178 41 444001527
178 42 444001527
178 43 444001527
178 47 444001527
179 44 444001527
179 45 444001527
179 46 444001527
179 47 444001527
