row column SubId
326 149 444000595
327 149 444000595
328 149 444000595
329 149 444000595
330 150 444000595
331 150 444000595
332 150 444000595
332 151 444000595
333 151 444000595
334 136 444000595
334 151 444000595
335 136 444000595
335 151 444000595
335 152 444000595
336 137 444000595
336 152 444000595
337 137 444000595
337 152 444000595
338 138 444000595
338 152 444000595
339 138 444000595
339 152 444000595
340 139 444000595
340 152 444000595
341 140 444000595
341 141 444000595
341 151 444000595
342 141 444000595
342 151 444000595
343 141 444000595
343 151 444000595
344 141 444000595
344 151 444000595
345 141 444000595
345 151 444000595
346 141 444000595
346 151 444000595
347 141 444000595
347 152 444000595
348 141 444000595
348 152 444000595
349 141 444000595
349 153 444000595
350 141 444000595
350 153 444000595
351 141 444000595
351 154 444000595
352 141 444000595
352 155 444000595
352 156 444000595
352 157 444000595
352 158 444000595
352 159 444000595
352 160 444000595
353 141 444000595
353 161 444000595
354 141 444000595
354 161 444000595
355 141 444000595
355 156 444000595
355 157 444000595
355 158 444000595
355 159 444000595
355 160 444000595
356 141 444000595
356 150 444000595
356 151 444000595
356 152 444000595
356 153 444000595
356 154 444000595
356 155 444000595
357 141 444000595
357 149 444000595
358 142 444000595
358 149 444000595
359 143 444000595
359 149 444000595
360 143 444000595
360 149 444000595
361 143 444000595
361 149 444000595
362 143 444000595
362 149 444000595
363 143 444000595
363 148 444000595
364 143 444000595
364 148 444000595
365 143 444000595
365 148 444000595
366 143 444000595
366 149 444000595
367 143 444000595
367 149 444000595
368 143 444000595
368 149 444000595
369 143 444000595
369 149 444000595
370 143 444000595
370 149 444000595
371 143 444000595
371 149 444000595
372 143 444000595
372 149 444000595
373 143 444000595
373 149 444000595
374 143 444000595
374 150 444000595
375 143 444000595
375 150 444000595
376 143 444000595
376 150 444000595
377 143 444000595
377 150 444000595
378 143 444000595
378 150 444000595
379 143 444000595
379 150 444000595
380 143 444000595
380 150 444000595
381 143 444000595
381 151 444000595
382 144 444000595
382 151 444000595
383 144 444000595
384 144 444000595
385 144 444000595
386 145 444000595
387 145 444000595
388 145 444000595
45 97 444000600
45 98 444000600
46 96 444000600
46 98 444000600
47 96 444000600
47 97 444000600
48 95 444000600
48 96 444000600
49 94 444000600
49 96 444000600
50 92 444000600
50 93 444000600
50 95 444000600
51 91 444000600
51 94 444000600
52 91 444000600
52 93 444000600
53 91 444000600
53 93 444000600
54 90 444000600
54 93 444000600
55 90 444000600
55 93 444000600
56 90 444000600
56 93 444000600
57 90 444000600
57 93 444000600
58 89 444000600
58 93 444000600
59 89 444000600
59 93 444000600
60 85 444000600
60 89 444000600
60 93 444000600
61 86 444000600
61 87 444000600
61 88 444000600
61 93 444000600
337 107 444000602
338 107 444000602
339 108 444000602
61 42 444000603
61 43 444000603
49 144 444000605
49 145 444000605
50 143 444000605
50 146 444000605
51 146 444000605
52 146 444000605
53 146 444000605
54 146 444000605
55 146 444000605
56 146 444000605
57 147 444000605
58 147 444000605
59 147 444000605
60 147 444000605
61 147 444000605
62 147 444000605
62 165 444000605
62 166 444000605
63 147 444000605
63 165 444000605
63 166 444000605
63 206 444000605
63 207 444000605
63 208 444000605
64 147 444000605
64 164 444000605
64 166 444000605
64 204 444000605
64 205 444000605
64 208 444000605
65 147 444000605
65 164 444000605
65 167 444000605
65 168 444000605
65 202 444000605
65 203 444000605
65 207 444000605
66 148 444000605
66 150 444000605
66 151 444000605
66 162 444000605
66 163 444000605
66 169 444000605
66 200 444000605
66 201 444000605
66 206 444000605
67 149 444000605
67 152 444000605
67 153 444000605
67 154 444000605
67 155 444000605
67 160 444000605
67 161 444000605
67 169 444000605
67 198 444000605
67 199 444000605
67 205 444000605
68 156 444000605
68 157 444000605
68 160 444000605
68 169 444000605
68 197 444000605
68 204 444000605
69 158 444000605
69 159 444000605
69 169 444000605
69 196 444000605
69 204 444000605
70 148 444000605
70 149 444000605
70 169 444000605
70 194 444000605
70 195 444000605
70 203 444000605
71 147 444000605
71 150 444000605
71 151 444000605
71 170 444000605
71 177 444000605
71 178 444000605
71 190 444000605
71 191 444000605
71 192 444000605
71 193 444000605
71 202 444000605
72 146 444000605
72 152 444000605
72 153 444000605
72 170 444000605
72 177 444000605
72 178 444000605
72 185 444000605
72 186 444000605
72 187 444000605
72 188 444000605
72 189 444000605
72 200 444000605
72 202 444000605
73 154 444000605
73 155 444000605
73 156 444000605
73 157 444000605
73 158 444000605
73 159 444000605
73 160 444000605
73 170 444000605
73 171 444000605
73 177 444000605
73 178 444000605
73 179 444000605
73 180 444000605
73 181 444000605
73 182 444000605
73 183 444000605
73 184 444000605
73 199 444000605
73 201 444000605
73 202 444000605
74 161 444000605
74 172 444000605
74 173 444000605
74 174 444000605
74 175 444000605
74 176 444000605
74 195 444000605
74 198 444000605
74 202 444000605
75 161 444000605
75 162 444000605
75 163 444000605
75 164 444000605
75 193 444000605
75 194 444000605
75 196 444000605
75 197 444000605
76 165 444000605
76 166 444000605
76 167 444000605
76 168 444000605
76 169 444000605
76 170 444000605
76 171 444000605
76 191 444000605
76 192 444000605
77 172 444000605
77 173 444000605
77 190 444000605
78 174 444000605
78 175 444000605
78 176 444000605
78 187 444000605
78 188 444000605
78 189 444000605
79 177 444000605
79 186 444000605
80 178 444000605
80 186 444000605
81 178 444000605
81 184 444000605
81 185 444000605
81 186 444000605
82 179 444000605
82 183 444000605
82 186 444000605
82 187 444000605
83 179 444000605
83 182 444000605
83 187 444000605
83 188 444000605
84 180 444000605
84 182 444000605
84 188 444000605
85 180 444000605
85 182 444000605
86 179 444000605
86 182 444000605
87 179 444000605
87 181 444000605
88 179 444000605
88 181 444000605
89 179 444000605
89 180 444000605
89 181 444000605
306 114 444000616
307 114 444000616
308 114 444000616
309 114 444000616
310 114 444000616
311 114 444000616
312 108 444000616
312 109 444000616
312 110 444000616
312 111 444000616
312 112 444000616
312 113 444000616
313 107 444000616
313 108 444000616
313 109 444000616
313 110 444000616
314 111 444000616
315 112 444000616
316 112 444000616
317 112 444000616
318 112 444000616
318 115 444000616
319 111 444000616
319 115 444000616
320 111 444000616
320 115 444000616
321 111 444000616
321 115 444000616
322 110 444000616
322 115 444000616
323 110 444000616
323 115 444000616
324 109 444000616
324 115 444000616
325 109 444000616
325 115 444000616
326 108 444000616
326 109 444000616
326 113 444000616
326 114 444000616
326 115 444000616
327 108 444000616
327 112 444000616
328 108 444000616
328 112 444000616
329 108 444000616
329 113 444000616
330 107 444000616
330 114 444000616
331 107 444000616
331 113 444000616
332 107 444000616
332 112 444000616
333 107 444000616
333 112 444000616
334 107 444000616
334 111 444000616
335 106 444000616
335 111 444000616
336 106 444000616
118 137 444000618
119 137 444000618
120 137 444000618
121 137 444000618
122 136 444000618
122 140 444000618
122 141 444000618
122 142 444000618
123 137 444000618
123 139 444000618
123 142 444000618
123 172 444000618
123 173 444000618
123 174 444000618
123 175 444000618
123 176 444000618
123 177 444000618
124 138 444000618
124 143 444000618
124 172 444000618
124 176 444000618
125 144 444000618
125 145 444000618
125 146 444000618
125 147 444000618
125 148 444000618
125 149 444000618
125 150 444000618
125 151 444000618
125 172 444000618
125 176 444000618
126 152 444000618
126 153 444000618
126 154 444000618
126 155 444000618
126 156 444000618
126 157 444000618
126 159 444000618
126 172 444000618
126 175 444000618
127 154 444000618
127 159 444000618
127 160 444000618
127 161 444000618
127 162 444000618
127 163 444000618
127 164 444000618
127 165 444000618
127 171 444000618
127 175 444000618
128 153 444000618
128 159 444000618
128 165 444000618
128 170 444000618
128 174 444000618
129 154 444000618
129 158 444000618
129 166 444000618
129 167 444000618
129 168 444000618
129 169 444000618
129 175 444000618
130 155 444000618
130 156 444000618
130 157 444000618
130 176 444000618
130 180 444000618
130 181 444000618
130 182 444000618
131 177 444000618
131 178 444000618
131 179 444000618
131 182 444000618
132 180 444000618
132 181 444000618
132 182 444000618
133 179 444000618
134 178 444000618
135 177 444000618
136 177 444000618
137 177 444000618
138 159 444000618
138 160 444000618
138 161 444000618
138 162 444000618
138 164 444000618
138 165 444000618
138 177 444000618
139 163 444000618
139 166 444000618
139 167 444000618
139 168 444000618
139 178 444000618
140 169 444000618
140 177 444000618
141 169 444000618
141 176 444000618
142 169 444000618
142 176 444000618
143 168 444000618
143 175 444000618
144 168 444000618
144 169 444000618
144 170 444000618
144 174 444000618
145 171 444000618
145 174 444000618
146 172 444000618
146 173 444000618
65 111 444000619
66 106 444000619
66 107 444000619
66 108 444000619
66 110 444000619
66 111 444000619
66 112 444000619
66 113 444000619
67 109 444000619
67 114 444000619
67 115 444000619
67 116 444000619
68 117 444000619
69 116 444000619
70 116 444000619
71 117 444000619
72 117 444000619
73 117 444000619
74 117 444000619
75 116 444000619
76 116 444000619
77 117 444000619
77 118 444000619
78 118 444000619
79 118 444000619
80 118 444000619
81 118 444000619
82 119 444000619
83 99 444000619
83 100 444000619
83 101 444000619
83 119 444000619
84 96 444000619
84 97 444000619
84 98 444000619
84 102 444000619
84 120 444000619
85 95 444000619
85 102 444000619
85 120 444000619
86 103 444000619
86 104 444000619
86 105 444000619
86 106 444000619
86 107 444000619
86 121 444000619
87 108 444000619
87 121 444000619
88 108 444000619
88 109 444000619
88 110 444000619
88 111 444000619
88 121 444000619
89 108 444000619
89 112 444000619
89 122 444000619
90 113 444000619
90 122 444000619
91 114 444000619
91 123 444000619
92 115 444000619
93 116 444000619
94 116 444000619
95 116 444000619
96 116 444000619
97 116 444000619
97 117 444000619
98 118 444000619
99 119 444000619
100 120 444000619
101 120 444000619
102 120 444000619
103 120 444000619
41 73 444000627
41 74 444000627
42 72 444000627
42 74 444000627
43 71 444000627
43 73 444000627
44 70 444000627
44 72 444000627
45 69 444000627
45 71 444000627
46 68 444000627
46 70 444000627
47 68 444000627
47 69 444000627
48 67 444000627
48 68 444000627
49 65 444000627
49 66 444000627
49 68 444000627
49 74 444000627
49 75 444000627
50 64 444000627
50 67 444000627
50 72 444000627
50 73 444000627
50 75 444000627
51 64 444000627
51 67 444000627
51 72 444000627
51 75 444000627
52 63 444000627
52 67 444000627
52 71 444000627
52 75 444000627
53 63 444000627
53 67 444000627
53 71 444000627
53 75 444000627
54 62 444000627
54 68 444000627
54 69 444000627
54 70 444000627
54 75 444000627
55 62 444000627
55 75 444000627
56 61 444000627
56 75 444000627
57 51 444000627
57 52 444000627
57 53 444000627
57 54 444000627
57 55 444000627
57 56 444000627
57 61 444000627
57 76 444000627
57 77 444000627
57 78 444000627
58 49 444000627
58 50 444000627
58 55 444000627
58 61 444000627
58 78 444000627
59 49 444000627
59 54 444000627
59 60 444000627
59 79 444000627
59 80 444000627
59 81 444000627
60 44 444000627
60 45 444000627
60 46 444000627
60 49 444000627
60 53 444000627
60 59 444000627
60 82 444000627
60 83 444000627
60 84 444000627
61 44 444000627
61 47 444000627
61 48 444000627
61 52 444000627
61 57 444000627
61 58 444000627
62 52 444000627
62 57 444000627
63 53 444000627
63 54 444000627
63 55 444000627
63 56 444000627
68 68 444000627
68 69 444000627
69 67 444000627
69 70 444000627
70 67 444000627
70 70 444000627
71 67 444000627
71 70 444000627
72 66 444000627
72 71 444000627
73 63 444000627
73 64 444000627
73 65 444000627
73 72 444000627
73 73 444000627
74 52 444000627
74 60 444000627
74 61 444000627
74 62 444000627
74 74 444000627
74 75 444000627
75 44 444000627
75 51 444000627
75 53 444000627
75 59 444000627
75 76 444000627
75 77 444000627
75 78 444000627
75 79 444000627
75 80 444000627
75 81 444000627
76 44 444000627
76 45 444000627
76 46 444000627
76 49 444000627
76 50 444000627
76 53 444000627
76 58 444000627
77 47 444000627
77 48 444000627
77 53 444000627
77 57 444000627
78 52 444000627
78 57 444000627
79 52 444000627
79 56 444000627
80 53 444000627
80 54 444000627
80 55 444000627
81 55 444000627
75 82 444000628
76 83 444000628
77 83 444000628
78 82 444000628
79 81 444000628
80 80 444000628
81 80 444000628
82 80 444000628
83 80 444000628
84 79 444000628
85 79 444000628
86 78 444000628
86 89 444000628
87 78 444000628
87 90 444000628
88 78 444000628
88 91 444000628
89 77 444000628
89 92 444000628
89 93 444000628
90 76 444000628
90 92 444000628
91 91 444000628
92 91 444000628
93 90 444000628
94 89 444000628
95 89 444000628
83 91 444000633
83 92 444000633
83 93 444000633
84 90 444000633
84 94 444000633
85 89 444000633
60 26 444000638
61 27 444000638
61 28 444000638
61 29 444000638
61 30 444000638
62 31 444000638
62 32 444000638
62 33 444000638
62 41 444000638
63 33 444000638
63 34 444000638
63 35 444000638
63 40 444000638
64 36 444000638
64 40 444000638
65 37 444000638
65 39 444000638
66 38 444000638
72 31 444000638
72 32 444000638
72 33 444000638
73 34 444000638
73 35 444000638
73 36 444000638
73 37 444000638
74 38 444000638
74 39 444000638
74 40 444000638
74 41 444000638
75 42 444000638
75 43 444000638
58 12 444000643
59 11 444000643
60 11 444000643
61 10 444000643
62 10 444000643
63 10 444000643
64 11 444000643
58 13 444000647
58 14 444000647
58 15 444000647
58 16 444000647
59 17 444000647
59 18 444000647
59 19 444000647
59 20 444000647
59 21 444000647
59 22 444000647
59 23 444000647
60 24 444000647
60 25 444000647
65 15 444000647
65 16 444000647
65 17 444000647
65 18 444000647
65 19 444000647
65 20 444000647
65 21 444000647
66 22 444000647
67 22 444000647
68 22 444000647
69 22 444000647
70 22 444000647
71 20 444000647
71 21 444000647
72 19 444000647
74 19 444000647
75 20 444000647
73 30 444000656
74 30 444000656
75 21 444000656
75 31 444000656
76 22 444000656
76 32 444000656
77 22 444000656
77 31 444000656
78 22 444000656
78 31 444000656
79 22 444000656
79 30 444000656
80 22 444000656
80 30 444000656
81 22 444000656
81 31 444000656
82 22 444000656
82 31 444000656
82 32 444000656
83 22 444000656
83 32 444000656
84 22 444000656
84 32 444000656
85 18 444000656
85 22 444000656
85 33 444000656
86 18 444000656
86 22 444000656
86 33 444000656
87 22 444000656
87 33 444000656
88 22 444000656
88 33 444000656
89 22 444000656
89 32 444000656
90 22 444000656
90 31 444000656
91 22 444000656
91 31 444000656
92 19 444000656
92 20 444000656
92 21 444000656
92 31 444000656
93 20 444000656
93 32 444000656
94 20 444000656
94 32 444000656
94 33 444000656
95 19 444000656
95 34 444000656
95 35 444000656
96 19 444000656
96 35 444000656
97 19 444000656
97 35 444000656
98 15 444000656
98 19 444000656
98 36 444000656
99 15 444000656
99 18 444000656
99 37 444000656
100 16 444000656
100 17 444000656
100 37 444000656
101 36 444000656
102 35 444000656
103 35 444000656
104 35 444000656
105 34 444000656
106 34 444000656
214 137 444000660
215 136 444000660
216 135 444000660
217 135 444000660
218 135 444000660
219 135 444000660
220 134 444000660
221 134 444000660
222 134 444000660
223 134 444000660
224 134 444000660
225 133 444000660
226 133 444000660
227 133 444000660
228 131 444000660
228 132 444000660
229 129 444000660
229 130 444000660
230 128 444000660
231 128 444000660
232 128 444000660
233 128 444000660
243 108 444000660
244 108 444000660
245 107 444000660
246 107 444000660
247 107 444000660
248 106 444000660
249 106 444000660
250 105 444000660
251 104 444000660
252 103 444000660
253 101 444000660
253 103 444000660
254 102 444000660
261 103 444000660
262 100 444000660
262 101 444000660
263 98 444000660
263 99 444000660
264 96 444000660
264 97 444000660
265 95 444000660
266 94 444000660
267 92 444000660
267 93 444000660
268 91 444000660
184 133 444000662
185 134 444000662
186 134 444000662
187 135 444000662
188 136 444000662
189 135 444000662
189 136 444000662
190 134 444000662
191 134 444000662
192 134 444000662
193 134 444000662
194 134 444000662
195 134 444000662
196 134 444000662
197 133 444000662
198 133 444000662
199 133 444000662
200 133 444000662
201 133 444000662
202 134 444000662
202 135 444000662
203 136 444000662
203 137 444000662
204 138 444000662
205 139 444000662
205 140 444000662
205 141 444000662
205 142 444000662
206 142 444000662
207 143 444000662
207 144 444000662
208 145 444000662
208 146 444000662
209 147 444000662
209 148 444000662
209 149 444000662
209 150 444000662
209 151 444000662
210 151 444000662
211 152 444000662
211 153 444000662
211 154 444000662
211 155 444000662
212 155 444000662
213 139 444000662
213 154 444000662
214 138 444000662
214 140 444000662
214 141 444000662
214 150 444000662
214 151 444000662
214 152 444000662
214 153 444000662
215 142 444000662
215 149 444000662
216 143 444000662
216 148 444000662
217 144 444000662
217 145 444000662
217 146 444000662
217 148 444000662
218 147 444000662
218 148 444000662
234 147 444000663
235 147 444000663
236 147 444000663
237 148 444000663
237 156 444000663
237 157 444000663
238 148 444000663
238 154 444000663
238 155 444000663
238 158 444000663
239 149 444000663
239 150 444000663
239 151 444000663
239 152 444000663
239 153 444000663
239 159 444000663
240 157 444000663
240 158 444000663
241 156 444000663
242 154 444000663
242 155 444000663
242 156 444000663
243 138 444000663
243 139 444000663
243 140 444000663
243 153 444000663
244 137 444000663
244 141 444000663
244 142 444000663
244 152 444000663
245 136 444000663
245 143 444000663
245 144 444000663
245 152 444000663
246 137 444000663
246 145 444000663
246 146 444000663
246 147 444000663
246 153 444000663
247 138 444000663
247 148 444000663
247 149 444000663
247 150 444000663
247 151 444000663
247 152 444000663
247 153 444000663
247 154 444000663
248 139 444000663
249 136 444000663
249 137 444000663
249 138 444000663
249 139 444000663
250 135 444000663
251 135 444000663
252 135 444000663
253 135 444000663
254 135 444000663
255 129 444000663
255 130 444000663
255 134 444000663
256 128 444000663
256 131 444000663
256 132 444000663
256 133 444000663
256 134 444000663
257 127 444000663
258 127 444000663
259 128 444000663
260 129 444000663
261 129 444000663
262 128 444000663
263 127 444000663
264 127 444000663
265 127 444000663
266 128 444000663
267 128 444000663
268 128 444000663
269 129 444000663
270 129 444000663
271 130 444000663
271 135 444000663
271 136 444000663
271 137 444000663
272 131 444000663
272 132 444000663
272 133 444000663
272 134 444000663
272 137 444000663
62 135 444000664
62 136 444000664
62 137 444000664
62 138 444000664
63 135 444000664
64 135 444000664
65 136 444000664
66 136 444000664
67 136 444000664
68 136 444000664
69 130 444000664
69 131 444000664
69 135 444000664
70 130 444000664
70 132 444000664
70 133 444000664
70 134 444000664
71 131 444000664
71 132 444000664
72 133 444000664
73 133 444000664
73 145 444000664
74 134 444000664
74 145 444000664
75 134 444000664
75 144 444000664
76 134 444000664
76 142 444000664
76 143 444000664
77 134 444000664
77 141 444000664
78 133 444000664
78 140 444000664
79 133 444000664
79 139 444000664
80 132 444000664
80 139 444000664
81 131 444000664
81 138 444000664
82 129 444000664
82 130 444000664
82 137 444000664
83 128 444000664
83 136 444000664
84 128 444000664
84 136 444000664
85 127 444000664
85 135 444000664
86 126 444000664
86 135 444000664
87 126 444000664
87 134 444000664
88 126 444000664
88 134 444000664
89 126 444000664
89 133 444000664
90 126 444000664
90 133 444000664
91 125 444000664
91 134 444000664
92 124 444000664
92 135 444000664
93 134 444000664
93 135 444000664
94 133 444000664
95 131 444000664
