LINE_NO,FID,row,col,layer,x,y,z,GROUND_SURFACE_ELEVATION_m,TOP_DEPTH_m,BOT_DEPTH_m,RHO_I,RHO_I_STD
100101,15.0,125,16,1,501578.575108383,4602819.935268781,885.3240244140625,912.8,26.265,31.887,61.34,1.0401
100101,15.0,125,16,1,501578.575108383,4602819.935268781,879.3145244140625,912.8,31.887,38.284,61.64,1.0439
100101,15.0,125,16,1,501578.575108383,4602819.935268781,872.4765244140625,912.8,38.284,45.563,69.57,1.0506
100101,15.0,125,16,1,501578.575108383,4602819.935268781,864.6955244140624,912.8,45.563,53.846,214.7,1.0583
100101,15.0,125,16,1,501578.575108383,4602819.935268781,855.8415244140625,912.8,53.846,63.271,304.1,1.0631
100101,15.0,125,16,1,501578.575108383,4602819.935268781,845.7690244140625,912.8,63.271,73.991,305.9,1.0655
100101,15.0,125,16,1,501578.575108383,4602819.935268781,834.3090244140625,912.8,73.991,86.191,307.7,1.0663
100101,15.0,125,16,1,501578.575108383,4602819.935268781,821.2640244140625,912.8,86.191,100.081,309.6,1.0663
100101,15.0,125,16,1,501578.575108383,4602819.935268781,806.4190244140625,912.8,100.081,115.881,311.1,1.0663
100101,15.0,125,16,1,501578.575108383,4602819.935268781,789.5290244140625,912.8,115.881,133.861,312.2,1.0668
100101,15.0,125,16,1,501578.575108383,4602819.935268781,770.3090244140625,912.8,133.861,154.321,312.5,1.0682
100101,15.0,125,16,1,501578.575108383,4602819.935268781,748.4390244140625,912.8,154.321,177.601,312.3,1.0705
100101,15.0,125,16,1,501578.575108383,4602819.935268781,723.5540244140625,912.8,177.601,204.091,311.4,1.0738
100101,15.0,125,16,1,501578.575108383,4602819.935268781,695.2340244140626,912.8,204.091,234.241,92.46,1.0781
100101,16.0,124,16,0,501612.3566506187,4602832.46175726,907.030029296875,913.0,0.0,2.0,111.6,1.117
100101,16.0,124,16,0,501612.3566506187,4602832.46175726,904.892029296875,913.0,2.0,4.276,111.4,1.106
100101,16.0,124,16,0,501612.3566506187,4602832.46175726,902.459029296875,913.0,4.276,6.866,110.9,1.0937
100101,16.0,124,16,0,501612.3566506187,4602832.46175726,899.690529296875,913.0,6.866,9.813,110.3,1.0813
100101,16.0,124,16,0,501612.3566506187,4602832.46175726,896.540529296875,913.0,9.813,13.166,71.81,1.0682
100101,16.0,124,16,0,501612.3566506187,4602832.46175726,892.956029296875,913.0,13.166,16.982,58.09,1.0555
100101,16.0,124,16,1,501612.3566506187,4602832.46175726,888.877029296875,913.0,16.982,21.324,57.59,1.0453
100101,16.0,124,16,1,501612.3566506187,4602832.46175726,884.235529296875,913.0,21.324,26.265,57.3,1.04
100101,16.0,124,16,1,501612.3566506187,4602832.46175726,878.954029296875,913.0,26.265,31.887,57.25,1.041
100101,16.0,124,16,1,501612.3566506187,4602832.46175726,872.944529296875,913.0,31.887,38.284,57.38,1.0466
100101,16.0,124,16,1,501612.3566506187,4602832.46175726,866.106529296875,913.0,38.284,45.563,112.8,1.0546
100101,16.0,124,16,1,501612.3566506187,4602832.46175726,858.325529296875,913.0,45.563,53.846,247.1,1.061
100101,16.0,124,16,1,501612.3566506187,4602832.46175726,849.471529296875,913.0,53.846,63.271,281.7,1.0644
100101,16.0,124,16,1,501612.3566506187,4602832.46175726,839.399029296875,913.0,63.271,73.991,283.7,1.0658
100101,16.0,124,16,1,501612.3566506187,4602832.46175726,827.939029296875,913.0,73.991,86.191,285.5,1.0658
100101,16.0,124,16,1,501612.3566506187,4602832.46175726,814.894029296875,913.0,86.191,100.081,286.9,1.0652
100101,16.0,124,16,1,501612.3566506187,4602832.46175726,800.049029296875,913.0,100.081,115.881,287.7,1.0646
100101,16.0,124,16,1,501612.3566506187,4602832.46175726,783.159029296875,913.0,115.881,133.861,287.7,1.0645
100101,16.0,124,16,1,501612.3566506187,4602832.46175726,763.939029296875,913.0,133.861,154.321,287.1,1.0652
100101,16.0,124,16,1,501612.3566506187,4602832.46175726,742.069029296875,913.0,154.321,177.601,286.1,1.0665
100101,16.0,124,16,1,501612.3566506187,4602832.46175726,717.184029296875,913.0,177.601,204.091,158.8,1.0686
100101,16.0,124,16,1,501612.3566506187,4602832.46175726,688.8640292968751,913.0,204.091,234.241,92.28,1.0739
100101,17.0,124,16,0,501647.38155456906,4602840.208420236,907.030029296875,912.2,0.0,2.0,109.4,1.0956
100101,17.0,124,16,0,501647.38155456906,4602840.208420236,904.892029296875,912.2,2.0,4.276,109.3,1.0833
100101,17.0,124,16,0,501647.38155456906,4602840.208420236,902.459029296875,912.2,4.276,6.866,109.0,1.0725
100101,17.0,124,16,0,501647.38155456906,4602840.208420236,899.690529296875,912.2,6.866,9.813,108.5,1.0629
100101,17.0,124,16,0,501647.38155456906,4602840.208420236,896.540529296875,912.2,9.813,13.166,59.48,1.0539
100101,17.0,124,16,0,501647.38155456906,4602840.208420236,892.956029296875,912.2,13.166,16.982,58.46,1.0476
100101,17.0,124,16,1,501647.38155456906,4602840.208420236,888.877029296875,912.2,16.982,21.324,58.29,1.043
100101,17.0,124,16,1,501647.38155456906,4602840.208420236,884.235529296875,912.2,21.324,26.265,58.39,1.0403
100101,17.0,124,16,1,501647.38155456906,4602840.208420236,878.954029296875,912.2,26.265,31.887,58.71,1.0406
100101,17.0,124,16,1,501647.38155456906,4602840.208420236,872.944529296875,912.2,31.887,38.284,59.09,1.0447
100101,17.0,124,16,1,501647.38155456906,4602840.208420236,866.106529296875,912.2,38.284,45.563,142.7,1.0525
100101,17.0,124,16,1,501647.38155456906,4602840.208420236,858.325529296875,912.2,45.563,53.846,244.2,1.0582
100101,17.0,124,16,1,501647.38155456906,4602840.208420236,849.471529296875,912.2,53.846,63.271,245.4,1.0611
100101,17.0,124,16,1,501647.38155456906,4602840.208420236,839.399029296875,912.2,63.271,73.991,246.0,1.0622
100101,17.0,124,16,1,501647.38155456906,4602840.208420236,827.939029296875,912.2,73.991,86.191,246.0,1.0621
100101,17.0,124,16,1,501647.38155456906,4602840.208420236,814.894029296875,912.2,86.191,100.081,245.5,1.0615
100101,17.0,124,16,1,501647.38155456906,4602840.208420236,800.049029296875,912.2,100.081,115.881,244.4,1.0609
100101,17.0,124,16,1,501647.38155456906,4602840.208420236,783.159029296875,912.2,115.881,133.861,243.0,1.0607
100101,17.0,124,16,1,501647.38155456906,4602840.208420236,763.939029296875,912.2,133.861,154.321,241.3,1.0611
100101,17.0,124,16,1,501647.38155456906,4602840.208420236,742.069029296875,912.2,154.321,177.601,169.0,1.0622
100101,17.0,124,16,1,501647.38155456906,4602840.208420236,717.184029296875,912.2,177.601,204.091,96.27,1.0657
100101,17.0,124,16,1,501647.38155456906,4602840.208420236,688.8640292968751,912.2,204.091,234.241,95.04,1.0751
100101,18.0,125,21,0,502160.74192446185,4602756.245612531,891.5700073242188,892.4,0.0,2.0,235.5,1.118
100101,18.0,125,21,0,502160.74192446185,4602756.245612531,889.4320073242187,892.4,2.0,4.276,235.1,1.107
100101,18.0,125,21,0,502160.74192446185,4602756.245612531,886.9990073242187,892.4,4.276,6.866,234.3,1.0962
100101,18.0,125,21,0,502160.74192446185,4602756.245612531,884.2305073242187,892.4,6.866,9.813,233.3,1.0864
100101,18.0,125,21,0,502160.74192446185,4602756.245612531,881.0805073242187,892.4,9.813,13.166,232.0,1.0771
