LINE_NO,FID,row,col,layer,x,y,z,GROUND_SURFACE_ELEVATION_m,TOP_DEPTH_m,BOT_DEPTH_m,RHO_I,RHO_I_STD
100301,292.0,173,43,1,504323.85281474894,4598019.971757834,856.21151953125,914.6,53.846,63.271,16.73,1.0348
100301,292.0,173,43,1,504323.85281474894,4598019.971757834,846.13901953125,914.6,63.271,73.991,17.41,1.0367
100301,292.0,173,43,1,504323.85281474894,4598019.971757834,834.67901953125,914.6,73.991,86.191,17.54,1.0377
100301,292.0,173,43,1,504323.85281474894,4598019.971757834,821.63401953125,914.6,86.191,100.081,14.42,1.0374
100301,292.0,173,43,1,504323.85281474894,4598019.971757834,806.78901953125,914.6,100.081,115.881,14.19,1.0393
100301,292.0,173,43,1,504323.85281474894,4598019.971757834,789.89901953125,914.6,115.881,133.861,14.19,1.0448
100301,292.0,173,43,1,504323.85281474894,4598019.971757834,770.67901953125,914.6,133.861,154.321,19.58,1.0543
100301,292.0,173,43,1,504323.85281474894,4598019.971757834,748.80901953125,914.6,154.321,177.601,19.68,1.0652
100301,292.0,173,43,1,504323.85281474894,4598019.971757834,723.92401953125,914.6,177.601,204.091,19.63,1.0779
100301,291.0,172,43,0,504350.43762387405,4598049.386718051,914.010009765625,913.6,0.0,2.0,396.1,1.134
100301,291.0,172,43,0,504350.43762387405,4598049.386718051,911.872009765625,913.6,2.0,4.276,395.7,1.124
100301,291.0,172,43,0,504350.43762387405,4598049.386718051,909.439009765625,913.6,4.276,6.866,394.8,1.116
100301,291.0,172,43,0,504350.43762387405,4598049.386718051,906.670509765625,913.6,6.866,9.813,393.6,1.108
100301,291.0,172,43,0,504350.43762387405,4598049.386718051,903.520509765625,913.6,9.813,13.166,392.0,1.101
100301,291.0,172,43,0,504350.43762387405,4598049.386718051,899.936009765625,913.6,13.166,16.982,390.1,1.0936
100301,291.0,172,43,1,504350.43762387405,4598049.386718051,895.857009765625,913.6,16.982,21.324,387.2,1.0856
100301,291.0,172,43,1,504350.43762387405,4598049.386718051,891.215509765625,913.6,21.324,26.265,202.3,1.0755
100301,291.0,172,43,1,504350.43762387405,4598049.386718051,885.934009765625,913.6,26.265,31.887,42.87,1.0615
100301,291.0,172,43,1,504350.43762387405,4598049.386718051,879.924509765625,913.6,31.887,38.284,16.38,1.0429
100301,291.0,172,43,1,504350.43762387405,4598049.386718051,873.086509765625,913.6,38.284,45.563,16.41,1.0324
100301,291.0,172,43,1,504350.43762387405,4598049.386718051,865.305509765625,913.6,45.563,53.846,16.64,1.0327
100301,291.0,172,43,1,504350.43762387405,4598049.386718051,856.451509765625,913.6,53.846,63.271,17.25,1.0351
100301,291.0,172,43,1,504350.43762387405,4598049.386718051,846.379009765625,913.6,63.271,73.991,17.66,1.037
100301,291.0,172,43,1,504350.43762387405,4598049.386718051,834.919009765625,913.6,73.991,86.191,17.71,1.0376
100301,291.0,172,43,1,504350.43762387405,4598049.386718051,821.874009765625,913.6,86.191,100.081,13.02,1.0361
100301,291.0,172,43,1,504350.43762387405,4598049.386718051,807.029009765625,913.6,100.081,115.881,12.96,1.0377
100301,291.0,172,43,1,504350.43762387405,4598049.386718051,790.139009765625,913.6,115.881,133.861,13.02,1.044
100301,291.0,172,43,1,504350.43762387405,4598049.386718051,770.919009765625,913.6,133.861,154.321,22.81,1.0557
100301,291.0,172,43,1,504350.43762387405,4598049.386718051,749.049009765625,913.6,154.321,177.601,22.87,1.0678
100301,290.0,172,43,0,504376.8427168095,4598079.5471057175,914.010009765625,913.2,0.0,2.0,674.3,1.154
100301,290.0,172,43,0,504376.8427168095,4598079.5471057175,911.872009765625,913.2,2.0,4.276,674.7,1.144
100301,290.0,172,43,0,504376.8427168095,4598079.5471057175,909.439009765625,913.2,4.276,6.866,675.2,1.134
100301,290.0,172,43,0,504376.8427168095,4598079.5471057175,906.670509765625,913.2,6.866,9.813,675.2,1.124
100301,290.0,172,43,0,504376.8427168095,4598079.5471057175,903.520509765625,913.2,9.813,13.166,674.4,1.113
100301,290.0,172,43,0,504376.8427168095,4598079.5471057175,899.936009765625,913.2,13.166,16.982,672.8,1.101
100301,290.0,172,43,1,504376.8427168095,4598079.5471057175,895.857009765625,913.2,16.982,21.324,670.4,1.0881
100301,290.0,172,43,1,504376.8427168095,4598079.5471057175,891.215509765625,913.2,21.324,26.265,416.7,1.0722
100301,290.0,172,43,1,504376.8427168095,4598079.5471057175,885.934009765625,913.2,26.265,31.887,18.59,1.0514
100301,290.0,172,43,1,504376.8427168095,4598079.5471057175,879.924509765625,913.2,31.887,38.284,17.91,1.0354
100301,290.0,172,43,1,504376.8427168095,4598079.5471057175,873.086509765625,913.2,38.284,45.563,18.02,1.0322
100301,290.0,172,43,1,504376.8427168095,4598079.5471057175,865.305509765625,913.2,45.563,53.846,17.87,1.034
100301,290.0,172,43,1,504376.8427168095,4598079.5471057175,856.451509765625,913.2,53.846,63.271,15.24,1.0341
100301,290.0,172,43,1,504376.8427168095,4598079.5471057175,846.379009765625,913.2,63.271,73.991,15.23,1.0351
100301,290.0,172,43,1,504376.8427168095,4598079.5471057175,834.919009765625,913.2,73.991,86.191,15.36,1.0365
100301,290.0,172,43,1,504376.8427168095,4598079.5471057175,821.874009765625,913.2,86.191,100.081,15.57,1.0383
100301,290.0,172,43,1,504376.8427168095,4598079.5471057175,807.029009765625,913.2,100.081,115.881,15.95,1.0412
100301,290.0,172,43,1,504376.8427168095,4598079.5471057175,790.139009765625,913.2,115.881,133.861,16.46,1.0461
100301,290.0,172,43,1,504376.8427168095,4598079.5471057175,770.919009765625,913.2,133.861,154.321,16.86,1.0531
100301,290.0,172,43,1,504376.8427168095,4598079.5471057175,749.049009765625,913.2,154.321,177.601,17.1,1.0626
100301,290.0,172,43,1,504376.8427168095,4598079.5471057175,724.164009765625,913.2,177.601,204.091,17.22,1.0746
100301,289.0,172,44,0,504402.79749312357,4598110.131195128,911.1300048828125,912.5,0.0,2.0,459.1,1.136
100301,289.0,172,44,0,504402.79749312357,4598110.131195128,908.9920048828125,912.5,2.0,4.276,458.8,1.127
100301,289.0,172,44,0,504402.79749312357,4598110.131195128,906.5590048828125,912.5,4.276,6.866,458.0,1.118
100301,289.0,172,44,0,504402.79749312357,4598110.131195128,903.7905048828125,912.5,6.866,9.813,456.7,1.109
100301,289.0,172,44,0,504402.79749312357,4598110.131195128,900.6405048828125,912.5,9.813,13.166,455.0,1.101
100301,289.0,172,44,0,504402.79749312357,4598110.131195128,897.0560048828125,912.5,13.166,16.982,452.9,1.093
100301,289.0,172,44,1,504402.79749312357,4598110.131195128,892.9770048828125,912.5,16.982,21.324,450.2,1.084
100301,289.0,172,44,1,504402.79749312357,4598110.131195128,888.3355048828125,912.5,21.324,26.265,237.4,1.0731
100301,289.0,172,44,1,504402.79749312357,4598110.131195128,883.0540048828125,912.5,26.265,31.887,42.19,1.0586
100301,289.0,172,44,1,504402.79749312357,4598110.131195128,877.0445048828125,912.5,31.887,38.284,18.96,1.0417
100301,289.0,172,44,1,504402.79749312357,4598110.131195128,870.2065048828125,912.5,38.284,45.563,19.05,1.0335
100301,289.0,172,44,1,504402.79749312357,4598110.131195128,862.4255048828124,912.5,45.563,53.846,18.98,1.0336
100301,289.0,172,44,1,504402.79749312357,4598110.131195128,853.5715048828125,912.5,53.846,63.271,15.33,1.0333
100301,289.0,172,44,1,504402.79749312357,4598110.131195128,843.4990048828125,912.5,63.271,73.991,15.05,1.0341
100301,289.0,172,44,1,504402.79749312357,4598110.131195128,832.0390048828125,912.5,73.991,86.191,14.95,1.0355
100301,289.0,172,44,1,504402.79749312357,4598110.131195128,818.9940048828125,912.5,86.191,100.081,15.14,1.0373
100301,289.0,172,44,1,504402.79749312357,4598110.131195128,804.1490048828125,912.5,100.081,115.881,15.76,1.0402
100301,289.0,172,44,1,504402.79749312357,4598110.131195128,787.2590048828125,912.5,115.881,133.861,16.26,1.0447
100301,289.0,172,44,1,504402.79749312357,4598110.131195128,768.0390048828125,912.5,133.861,154.321,16.45,1.0512
100301,289.0,172,44,1,504402.79749312357,4598110.131195128,746.1690048828125,912.5,154.321,177.601,16.47,1.0601
100301,289.0,172,44,1,504402.79749312357,4598110.131195128,721.2840048828125,912.5,177.601,204.091,16.39,1.0717
100301,288.0,171,44,0,504428.2269376874,4598140.542194528,912.1099853515625,913.1,0.0,2.0,411.4,1.125
100301,288.0,171,44,0,504428.2269376874,4598140.542194528,909.9719853515625,913.1,2.0,4.276,410.9,1.115
100301,288.0,171,44,0,504428.2269376874,4598140.542194528,907.5389853515625,913.1,4.276,6.866,409.9,1.106
100301,288.0,171,44,0,504428.2269376874,4598140.542194528,904.7704853515625,913.1,6.866,9.813,408.4,1.0989
100301,288.0,171,44,0,504428.2269376874,4598140.542194528,901.6204853515625,913.1,9.813,13.166,406.5,1.0927
100301,288.0,171,44,0,504428.2269376874,4598140.542194528,898.0359853515625,913.1,13.166,16.982,404.4,1.0871
100301,288.0,171,44,1,504428.2269376874,4598140.542194528,893.9569853515625,913.1,16.982,21.324,402.2,1.0811
100301,288.0,171,44,1,504428.2269376874,4598140.542194528,889.3154853515625,913.1,21.324,26.265,234.1,1.0735
100301,288.0,171,44,1,504428.2269376874,4598140.542194528,884.0339853515625,913.1,26.265,31.887,129.5,1.0627
100301,288.0,171,44,1,504428.2269376874,4598140.542194528,878.0244853515625,913.1,31.887,38.284,18.3,1.0455
100301,288.0,171,44,1,504428.2269376874,4598140.542194528,871.1864853515625,913.1,38.284,45.563,17.9,1.0342
100301,288.0,171,44,1,504428.2269376874,4598140.542194528,863.4054853515624,913.1,45.563,53.846,16.58,1.0319
100301,288.0,171,44,1,504428.2269376874,4598140.542194528,854.5514853515625,913.1,53.846,63.271,16.26,1.0333
100301,288.0,171,44,1,504428.2269376874,4598140.542194528,844.4789853515625,913.1,63.271,73.991,16.07,1.0346
100301,288.0,171,44,1,504428.2269376874,4598140.542194528,833.0189853515625,913.1,73.991,86.191,15.9,1.036
100301,288.0,171,44,1,504428.2269376874,4598140.542194528,819.9739853515625,913.1,86.191,100.081,15.82,1.0376
100301,288.0,171,44,1,504428.2269376874,4598140.542194528,805.1289853515625,913.1,100.081,115.881,15.82,1.0401
100301,288.0,171,44,1,504428.2269376874,4598140.542194528,788.2389853515625,913.1,115.881,133.861,15.82,1.0441
100301,288.0,171,44,1,504428.2269376874,4598140.542194528,769.0189853515625,913.1,133.861,154.321,15.75,1.0501
100301,288.0,171,44,1,504428.2269376874,4598140.542194528,747.1489853515625,913.1,154.321,177.601,15.62,1.0585
100301,288.0,171,44,1,504428.2269376874,4598140.542194528,722.2639853515625,913.1,177.601,204.091,15.5,1.0698
100301,287.0,171,44,0,504453.6059627648,4598170.5761012705,912.1099853515625,912.7,0.0,2.0,301.3,1.0957
100301,287.0,171,44,0,504453.6059627648,4598170.5761012705,909.9719853515625,912.7,2.0,4.276,300.4,1.084
100301,287.0,171,44,0,504453.6059627648,4598170.5761012705,907.5389853515625,912.7,4.276,6.866,298.9,1.0748
100301,287.0,171,44,0,504453.6059627648,4598170.5761012705,904.7704853515625,912.7,6.866,9.813,296.9,1.0689
100301,287.0,171,44,0,504453.6059627648,4598170.5761012705,901.6204853515625,912.7,9.813,13.166,294.5,1.0663
100301,287.0,171,44,0,504453.6059627648,4598170.5761012705,898.0359853515625,912.7,13.166,16.982,292.0,1.0662
100301,287.0,171,44,1,504453.6059627648,4598170.5761012705,893.9569853515625,912.7,16.982,21.324,289.5,1.0668
100301,287.0,171,44,1,504453.6059627648,4598170.5761012705,889.3154853515625,912.7,21.324,26.265,241.9,1.0661
100301,287.0,171,44,1,504453.6059627648,4598170.5761012705,884.0339853515625,912.7,26.265,31.887,160.4,1.0621
100301,287.0,171,44,1,504453.6059627648,4598170.5761012705,878.0244853515625,912.7,31.887,38.284,64.81,1.0522
100301,287.0,171,44,1,504453.6059627648,4598170.5761012705,871.1864853515625,912.7,38.284,45.563,11.54,1.0324
100301,287.0,171,44,1,504453.6059627648,4598170.5761012705,863.4054853515624,912.7,45.563,53.846,19.26,1.0323
100301,287.0,171,44,1,504453.6059627648,4598170.5761012705,854.5514853515625,912.7,53.846,63.271,19.39,1.0352
100301,287.0,171,44,1,504453.6059627648,4598170.5761012705,844.4789853515625,912.7,63.271,73.991,19.27,1.0361
100301,287.0,171,44,1,504453.6059627648,4598170.5761012705,833.0189853515625,912.7,73.991,86.191,13.75,1.0346
100301,287.0,171,44,1,504453.6059627648,4598170.5761012705,819.9739853515625,912.7,86.191,100.081,13.79,1.0359
100301,287.0,171,44,1,504453.6059627648,4598170.5761012705,805.1289853515625,912.7,100.081,115.881,13.99,1.0385
100301,287.0,171,44,1,504453.6059627648,4598170.5761012705,788.2389853515625,912.7,115.881,133.861,14.29,1.0428
100301,287.0,171,44,1,504453.6059627648,4598170.5761012705,769.0189853515625,912.7,133.861,154.321,14.52,1.0489
100301,287.0,171,44,1,504453.6059627648,4598170.5761012705,747.1489853515625,912.7,154.321,177.601,14.62,1.0574
100301,287.0,171,44,1,504453.6059627648,4598170.5761012705,722.2639853515625,912.7,177.601,204.091,14.58,1.0686
100301,286.0,171,45,0,504479.2618611749,4598200.2433183985,909.7899780273438,911.9,0.0,2.0,364.4,1.106
100301,286.0,171,45,0,504479.2618611749,4598200.2433183985,907.6519780273437,911.9,2.0,4.276,363.9,1.0946
100301,286.0,171,45,0,504479.2618611749,4598200.2433183985,905.2189780273437,911.9,4.276,6.866,362.8,1.0856
100301,286.0,171,45,0,504479.2618611749,4598200.2433183985,902.4504780273437,911.9,6.866,9.813,361.2,1.079
100301,286.0,171,45,0,504479.2618611749,4598200.2433183985,899.3004780273437,911.9,9.813,13.166,359.0,1.0749
100301,286.0,171,45,0,504479.2618611749,4598200.2433183985,895.7159780273438,911.9,13.166,16.982,356.4,1.0727
100301,286.0,171,45,1,504479.2618611749,4598200.2433183985,891.6369780273437,911.9,16.982,21.324,353.6,1.0713
100301,286.0,171,45,1,504479.2618611749,4598200.2433183985,886.9954780273438,911.9,21.324,26.265,295.7,1.069
100301,286.0,171,45,1,504479.2618611749,4598200.2433183985,881.7139780273437,911.9,26.265,31.887,157.1,1.0641
100301,286.0,171,45,1,504479.2618611749,4598200.2433183985,875.7044780273437,911.9,31.887,38.284,58.75,1.0549
100301,286.0,171,45,1,504479.2618611749,4598200.2433183985,868.8664780273438,911.9,38.284,45.563,17.5,1.0394
100301,286.0,171,45,1,504479.2618611749,4598200.2433183985,861.0854780273437,911.9,45.563,53.846,17.53,1.0322
100301,286.0,171,45,1,504479.2618611749,4598200.2433183985,852.2314780273438,911.9,53.846,63.271,17.79,1.0333
100301,286.0,171,45,1,504479.2618611749,4598200.2433183985,842.1589780273438,911.9,63.271,73.991,17.95,1.0348
100301,286.0,171,45,1,504479.2618611749,4598200.2433183985,830.6989780273437,911.9,73.991,86.191,13.78,1.0341
100301,286.0,171,45,1,504479.2618611749,4598200.2433183985,817.6539780273438,911.9,86.191,100.081,13.51,1.0353
100301,286.0,171,45,1,504479.2618611749,4598200.2433183985,802.8089780273438,911.9,100.081,115.881,13.48,1.0377
100301,286.0,171,45,1,504479.2618611749,4598200.2433183985,785.9189780273438,911.9,115.881,133.861,13.75,1.0418
100301,286.0,171,45,1,504479.2618611749,4598200.2433183985,766.6989780273437,911.9,133.861,154.321,14.15,1.0478
100301,286.0,171,45,1,504479.2618611749,4598200.2433183985,744.8289780273437,911.9,154.321,177.601,14.37,1.056
100301,286.0,171,45,1,504479.2618611749,4598200.2433183985,719.9439780273437,911.9,177.601,204.091,14.42,1.067
100301,285.0,171,45,0,504505.00358230126,4598229.662943001,909.7899780273438,911.1,0.0,2.0,487.5,1.121
100301,285.0,171,45,0,504505.00358230126,4598229.662943001,907.6519780273437,911.1,2.0,4.276,487.2,1.111
100301,285.0,171,45,0,504505.00358230126,4598229.662943001,905.2189780273437,911.1,4.276,6.866,486.5,1.102
100301,285.0,171,45,0,504505.00358230126,4598229.662943001,902.4504780273437,911.1,6.866,9.813,485.3,1.0949
100301,285.0,171,45,0,504505.00358230126,4598229.662943001,899.3004780273437,911.1,9.813,13.166,483.7,1.0895
100301,285.0,171,45,0,504505.00358230126,4598229.662943001,895.7159780273438,911.1,13.166,16.982,481.7,1.0855
100301,285.0,171,45,1,504505.00358230126,4598229.662943001,891.6369780273437,911.1,16.982,21.324,479.4,1.0822
100301,285.0,171,45,1,504505.00358230126,4598229.662943001,886.9954780273438,911.1,21.324,26.265,477.1,1.0784
100301,285.0,171,45,1,504505.00358230126,4598229.662943001,881.7139780273437,911.1,26.265,31.887,318.3,1.0725
100301,285.0,171,45,1,504505.00358230126,4598229.662943001,875.7044780273437,911.1,31.887,38.284,120.0,1.0629
100301,285.0,171,45,1,504505.00358230126,4598229.662943001,868.8664780273438,911.1,38.284,45.563,20.1,1.0472
100301,285.0,171,45,1,504505.00358230126,4598229.662943001,861.0854780273437,911.1,45.563,53.846,19.37,1.0365
100301,285.0,171,45,1,504505.00358230126,4598229.662943001,852.2314780273438,911.1,53.846,63.271,14.52,1.0315
100301,285.0,171,45,1,504505.00358230126,4598229.662943001,842.1589780273438,911.1,63.271,73.991,14.45,1.0325
100301,285.0,171,45,1,504505.00358230126,4598229.662943001,830.6989780273437,911.1,73.991,86.191,14.34,1.0341
100301,285.0,171,45,1,504505.00358230126,4598229.662943001,817.6539780273438,911.1,86.191,100.081,13.65,1.0355
100301,285.0,171,45,1,504505.00358230126,4598229.662943001,802.8089780273438,911.1,100.081,115.881,13.43,1.038
100301,285.0,171,45,1,504505.00358230126,4598229.662943001,785.9189780273438,911.1,115.881,133.861,13.56,1.0422
100301,285.0,171,45,1,504505.00358230126,4598229.662943001,766.6989780273437,911.1,133.861,154.321,13.9,1.0482
100301,285.0,171,45,1,504505.00358230126,4598229.662943001,744.8289780273437,911.1,154.321,177.601,14.08,1.0563
100301,285.0,171,45,1,504505.00358230126,4598229.662943001,719.9439780273437,911.1,177.601,204.091,14.08,1.0672
100301,284.0,170,45,0,504530.38800168625,4598258.5393062215,909.3599853515625,910.4,0.0,2.0,535.5,1.124
100301,284.0,170,45,0,504530.38800168625,4598258.5393062215,907.2219853515625,910.4,2.0,4.276,535.7,1.114
100301,284.0,170,45,0,504530.38800168625,4598258.5393062215,904.7889853515625,910.4,4.276,6.866,535.8,1.105
100301,284.0,170,45,0,504530.38800168625,4598258.5393062215,902.0204853515625,910.4,6.866,9.813,535.5,1.0982
100301,284.0,170,45,0,504530.38800168625,4598258.5393062215,898.8704853515625,910.4,9.813,13.166,534.6,1.0925
100301,284.0,170,45,0,504530.38800168625,4598258.5393062215,895.2859853515625,910.4,13.166,16.982,532.9,1.088
100301,284.0,170,45,1,504530.38800168625,4598258.5393062215,891.2069853515625,910.4,16.982,21.324,530.4,1.0841
100301,284.0,170,45,1,504530.38800168625,4598258.5393062215,886.5654853515625,910.4,21.324,26.265,527.6,1.0798
100301,284.0,170,45,1,504530.38800168625,4598258.5393062215,881.2839853515625,910.4,26.265,31.887,368.7,1.0735
100301,284.0,170,45,1,504530.38800168625,4598258.5393062215,875.2744853515625,910.4,31.887,38.284,123.9,1.0637
100301,284.0,170,45,1,504530.38800168625,4598258.5393062215,868.4364853515625,910.4,38.284,45.563,21.59,1.0484
100301,284.0,170,45,1,504530.38800168625,4598258.5393062215,860.6554853515624,910.4,45.563,53.846,21.74,1.0385
100301,284.0,170,45,1,504530.38800168625,4598258.5393062215,851.8014853515625,910.4,53.846,63.271,14.06,1.0316
100301,284.0,170,45,1,504530.38800168625,4598258.5393062215,841.7289853515625,910.4,63.271,73.991,14.03,1.032
100301,284.0,170,45,1,504530.38800168625,4598258.5393062215,830.2689853515625,910.4,73.991,86.191,14.18,1.0339
100301,284.0,170,45,1,504530.38800168625,4598258.5393062215,817.2239853515625,910.4,86.191,100.081,14.1,1.0359
100301,284.0,170,45,1,504530.38800168625,4598258.5393062215,802.3789853515625,910.4,100.081,115.881,13.96,1.0388
100301,284.0,170,45,1,504530.38800168625,4598258.5393062215,785.4889853515625,910.4,115.881,133.861,14.01,1.0436
100301,284.0,170,45,1,504530.38800168625,4598258.5393062215,766.2689853515625,910.4,133.861,154.321,14.14,1.0505
100301,284.0,170,45,1,504530.38800168625,4598258.5393062215,744.3989853515625,910.4,154.321,177.601,14.14,1.0599
100301,284.0,170,45,1,504530.38800168625,4598258.5393062215,719.5139853515625,910.4,177.601,204.091,13.96,1.0718
100301,283.0,170,45,0,504555.2258508869,4598286.92887569,909.3599853515625,909.8,0.0,2.0,494.7,1.118
100301,283.0,170,45,0,504555.2258508869,4598286.92887569,907.2219853515625,909.8,2.0,4.276,494.3,1.107
100301,283.0,170,45,0,504555.2258508869,4598286.92887569,904.7889853515625,909.8,4.276,6.866,493.4,1.0986
100301,283.0,170,45,0,504555.2258508869,4598286.92887569,902.0204853515625,909.8,6.866,9.813,492.0,1.0914
100301,283.0,170,45,0,504555.2258508869,4598286.92887569,898.8704853515625,909.8,9.813,13.166,490.1,1.0861
100301,283.0,170,45,0,504555.2258508869,4598286.92887569,895.2859853515625,909.8,13.166,16.982,487.7,1.0823
100301,283.0,170,45,1,504555.2258508869,4598286.92887569,891.2069853515625,909.8,16.982,21.324,484.9,1.0793
100301,283.0,170,45,1,504555.2258508869,4598286.92887569,886.5654853515625,909.8,21.324,26.265,482.2,1.0759
100301,283.0,170,45,1,504555.2258508869,4598286.92887569,881.2839853515625,909.8,26.265,31.887,326.6,1.0706
100301,283.0,170,45,1,504555.2258508869,4598286.92887569,875.2744853515625,909.8,31.887,38.284,107.9,1.0619
100301,283.0,170,45,1,504555.2258508869,4598286.92887569,868.4364853515625,909.8,38.284,45.563,24.7,1.0484
100301,283.0,170,45,1,504555.2258508869,4598286.92887569,860.6554853515624,909.8,45.563,53.846,24.74,1.0396
100301,283.0,170,45,1,504555.2258508869,4598286.92887569,851.8014853515625,909.8,53.846,63.271,14.73,1.0319
100301,283.0,170,45,1,504555.2258508869,4598286.92887569,841.7289853515625,909.8,63.271,73.991,14.72,1.0319
100301,283.0,170,45,1,504555.2258508869,4598286.92887569,830.2689853515625,909.8,73.991,86.191,14.88,1.0336
100301,283.0,170,45,1,504555.2258508869,4598286.92887569,817.2239853515625,909.8,86.191,100.081,14.84,1.0356
100301,283.0,170,45,1,504555.2258508869,4598286.92887569,802.3789853515625,909.8,100.081,115.881,14.56,1.0382
100301,283.0,170,45,1,504555.2258508869,4598286.92887569,785.4889853515625,909.8,115.881,133.861,14.38,1.0421
100301,283.0,170,45,1,504555.2258508869,4598286.92887569,766.2689853515625,909.8,133.861,154.321,14.34,1.0479
100301,283.0,170,45,1,504555.2258508869,4598286.92887569,744.3989853515625,909.8,154.321,177.601,14.33,1.0559
100301,283.0,170,45,1,504555.2258508869,4598286.92887569,719.5139853515625,909.8,177.601,204.091,14.23,1.0666
100301,282.0,170,46,0,504579.59302916465,4598315.397329407,907.77001953125,909.2,0.0,2.0,488.4,1.116
100301,282.0,170,46,0,504579.59302916465,4598315.397329407,905.63201953125,909.2,2.0,4.276,488.0,1.105
100301,282.0,170,46,0,504579.59302916465,4598315.397329407,903.19901953125,909.2,4.276,6.866,487.1,1.0961
100301,282.0,170,46,0,504579.59302916465,4598315.397329407,900.43051953125,909.2,6.866,9.813,485.5,1.0891
100301,282.0,170,46,0,504579.59302916465,4598315.397329407,897.28051953125,909.2,9.813,13.166,483.5,1.0842
100301,282.0,170,46,0,504579.59302916465,4598315.397329407,893.69601953125,909.2,13.166,16.982,480.8,1.081
100301,282.0,170,46,1,504579.59302916465,4598315.397329407,889.61701953125,909.2,16.982,21.324,477.9,1.0789
100301,282.0,170,46,1,504579.59302916465,4598315.397329407,884.97551953125,909.2,21.324,26.265,474.8,1.0767
100301,282.0,170,46,1,504579.59302916465,4598315.397329407,879.69401953125,909.2,26.265,31.887,340.8,1.0728
100301,282.0,170,46,1,504579.59302916465,4598315.397329407,873.68451953125,909.2,31.887,38.284,148.5,1.0658
100301,282.0,170,46,1,504579.59302916465,4598315.397329407,866.84651953125,909.2,38.284,45.563,35.32,1.0539
100301,282.0,170,46,1,504579.59302916465,4598315.397329407,859.06551953125,909.2,45.563,53.846,20.23,1.0402
100301,282.0,170,46,1,504579.59302916465,4598315.397329407,850.21151953125,909.2,53.846,63.271,19.98,1.0344
100301,282.0,170,46,1,504579.59302916465,4598315.397329407,840.13901953125,909.2,63.271,73.991,15.29,1.0321
100301,282.0,170,46,1,504579.59302916465,4598315.397329407,828.67901953125,909.2,73.991,86.191,15.23,1.0329
100301,282.0,170,46,1,504579.59302916465,4598315.397329407,815.63401953125,909.2,86.191,100.081,15.17,1.035
100301,282.0,170,46,1,504579.59302916465,4598315.397329407,800.78901953125,909.2,100.081,115.881,15.09,1.0377
100301,282.0,170,46,1,504579.59302916465,4598315.397329407,783.89901953125,909.2,115.881,133.861,14.97,1.0414
100301,282.0,170,46,1,504579.59302916465,4598315.397329407,764.67901953125,909.2,133.861,154.321,14.86,1.0465
100301,282.0,170,46,1,504579.59302916465,4598315.397329407,742.80901953125,909.2,154.321,177.601,14.72,1.0538
100301,282.0,170,46,1,504579.59302916465,4598315.397329407,717.92401953125,909.2,177.601,204.091,14.55,1.064
100301,281.0,169,46,0,504603.64711898274,4598344.387872659,906.8200073242188,908.3,0.0,2.0,489.7,1.108
100301,281.0,169,46,0,504603.64711898274,4598344.387872659,904.6820073242187,908.3,2.0,4.276,489.2,1.0968
100301,281.0,169,46,0,504603.64711898274,4598344.387872659,902.2490073242187,908.3,4.276,6.866,488.1,1.0874
100301,281.0,169,46,0,504603.64711898274,4598344.387872659,899.4805073242187,908.3,6.866,9.813,486.3,1.0801
100301,281.0,169,46,0,504603.64711898274,4598344.387872659,896.3305073242187,908.3,9.813,13.166,483.8,1.0751
100301,281.0,169,46,0,504603.64711898274,4598344.387872659,892.7460073242188,908.3,13.166,16.982,480.8,1.0725
100301,281.0,169,46,1,504603.64711898274,4598344.387872659,888.6670073242187,908.3,16.982,21.324,477.3,1.0713
100301,281.0,169,46,1,504603.64711898274,4598344.387872659,884.0255073242188,908.3,21.324,26.265,473.9,1.0704
100301,281.0,169,46,1,504603.64711898274,4598344.387872659,878.7440073242187,908.3,26.265,31.887,336.4,1.0683
100301,281.0,169,46,1,504603.64711898274,4598344.387872659,872.7345073242187,908.3,31.887,38.284,152.8,1.0635
100301,281.0,169,46,1,504603.64711898274,4598344.387872659,865.8965073242188,908.3,38.284,45.563,60.78,1.0546
100301,281.0,169,46,1,504603.64711898274,4598344.387872659,858.1155073242187,908.3,45.563,53.846,19.61,1.0398
100301,281.0,169,46,1,504603.64711898274,4598344.387872659,849.2615073242188,908.3,53.846,63.271,19.17,1.033
100301,281.0,169,46,1,504603.64711898274,4598344.387872659,839.1890073242188,908.3,63.271,73.991,18.66,1.0331
100301,281.0,169,46,1,504603.64711898274,4598344.387872659,827.7290073242187,908.3,73.991,86.191,15.58,1.033
100301,281.0,169,46,1,504603.64711898274,4598344.387872659,814.6840073242188,908.3,86.191,100.081,15.43,1.0346
100301,281.0,169,46,1,504603.64711898274,4598344.387872659,799.8390073242188,908.3,100.081,115.881,15.43,1.0376
100301,281.0,169,46,1,504603.64711898274,4598344.387872659,782.9490073242188,908.3,115.881,133.861,15.44,1.0418
100301,281.0,169,46,1,504603.64711898274,4598344.387872659,763.7290073242187,908.3,133.861,154.321,15.24,1.0477
100301,281.0,169,46,1,504603.64711898274,4598344.387872659,741.8590073242187,908.3,154.321,177.601,14.82,1.0558
100301,281.0,169,46,1,504603.64711898274,4598344.387872659,716.9740073242187,908.3,177.601,204.091,14.44,1.0668
100301,280.0,169,46,0,504627.1923823769,4598373.675185257,906.8200073242188,907.8,0.0,2.0,485.0,1.111
