WELL_INFO_ID,row,col,layer,x,y,z,GROUND_SURFACE_ELEVATION_m,TOP_DEPTH_m,BOT_DEPTH_m,tex
17112,63,170,1,517057.265679743,4608989.344847677,925.2032024414062,965.176632,25.908,29.5656,Very_Coarse
17113,270,110,0,511043.13159614685,4588249.262003998,851.019570703125,855.323664,0.3048,6.096,Mixed_Fine
17113,270,110,0,511043.13159614685,4588249.262003998,845.075970703125,855.323664,6.096,12.192,Mixed_Fine
17113,270,110,1,511043.13159614685,4588249.262003998,838.370370703125,855.323664,12.192,19.5072,Very_Coarse
17114,123,175,0,517536.4486493182,4602980.8479068205,859.4795926757813,862.91928,0.0,6.4008,Mixed_Fine
17114,123,175,0,517536.4486493182,4602980.8479068205,855.5171926757813,862.91928,6.4008,7.9248,Fine
17114,123,175,0,517536.4486493182,4602980.8479068205,851.8595926757813,862.91928,7.9248,13.716,Very_Coarse
17114,123,175,1,517536.4486493182,4602980.8479068205,846.2207926757812,862.91928,13.716,19.2024,Very_Coarse
17114,123,175,1,517536.4486493182,4602980.8479068205,838.4483926757813,862.91928,19.2024,29.2608,Very_Coarse
17114,123,175,1,517536.4486493182,4602980.8479068205,832.8095926757812,862.91928,29.2608,30.48,Very_Coarse
17114,123,175,1,517536.4486493182,4602980.8479068205,829.9139926757813,862.91928,30.48,35.052,Very_Coarse
17114,123,175,1,517536.4486493182,4602980.8479068205,826.4087926757812,862.91928,35.052,37.4904,Very_Coarse
17115,172,127,0,512678.4554939442,4598086.772561584,834.3304024414062,834.956928,0.0,1.2192,Mixed_Fine
17115,172,127,0,512678.4554939442,4598086.772561584,833.5684024414063,834.956928,1.2192,1.524,Sand
17115,172,127,0,512678.4554939442,4598086.772561584,831.1300024414063,834.956928,1.524,6.096,Mixed_Fine
17115,172,127,0,512678.4554939442,4598086.772561584,824.5768024414062,834.956928,6.096,14.6304,Mixed_Coarse
17115,172,127,1,512678.4554939442,4598086.772561584,819.3952024414062,834.956928,14.6304,16.4592,Mixed_Coarse
17115,172,127,1,512678.4554939442,4598086.772561584,818.3284024414063,834.956928,16.4592,16.764,Mixed_Fine
17115,172,127,1,512678.4554939442,4598086.772561584,817.7188024414063,834.956928,16.764,17.6784,Mixed_Coarse
17115,172,127,1,512678.4554939442,4598086.772561584,816.9568024414062,834.956928,17.6784,18.288,Mixed_Fine
17115,172,127,1,512678.4554939442,4598086.772561584,815.2804024414063,834.956928,18.288,21.0312,Mixed_Coarse
17118,79,170,0,517069.59452401224,4607386.848543369,986.238,991.328472,0.0,1.524,Mixed_Fine
17118,79,170,0,517069.59452401224,4607386.848543369,980.904,991.328472,1.524,10.668,Mixed_Coarse
17118,79,170,0,517069.59452401224,4607386.848543369,974.046,991.328472,10.668,15.24,Mixed_Coarse
17118,79,170,1,517069.59452401224,4607386.848543369,968.1024,991.328472,15.24,22.5552,Mixed_Coarse
17118,79,170,1,517069.59452401224,4607386.848543369,962.9208,991.328472,22.5552,25.6032,Sand
17118,79,170,1,517069.59452401224,4607386.848543369,960.0252,991.328472,25.6032,28.3464,Mixed_Fine
17118,79,170,1,517069.59452401224,4607386.848543369,953.9292,991.328472,28.3464,37.7952,Sand
17119,319,126,0,512667.11952858214,4583424.550468311,926.6427755859376,934.708824,0.3048,0.6096,Mixed_Fine
17119,319,126,0,512667.11952858214,4583424.550468311,926.3379755859376,934.708824,0.6096,0.9144,Mixed_Fine
17119,319,126,0,512667.11952858214,4583424.550468311,923.8995755859376,934.708824,0.9144,5.4864,Mixed_Fine
17119,319,126,0,512667.11952858214,4583424.550468311,921.4611755859376,934.708824,5.4864,5.7912,Sand
17119,319,126,0,512667.11952858214,4583424.550468311,919.3275755859376,934.708824,5.7912,9.7536,Mixed_Fine
17119,319,126,0,512667.11952858214,4583424.550468311,915.5175755859375,934.708824,9.7536,13.4112,Very_Coarse
17120,189,62,0,506190.83839947195,4596422.715132296,907.3760244140625,927.229032,0.0,3.048,Mixed_Fine
