"kstp","kper","storage_in","constant_head_in","wells_in","drno_drains_in","recharge_in","et_segments_in","stream_leakage_in","total_in","storage_out","constant_head_out","wells_out","drno_drains_out","recharge_out","et_segments_out","stream_leakage_out","total_out","difference","discrepancy","Date"
1,1,794922.0625,0,73680.2969,0,6333.8643,0,458346.125,1333282.375,675442.6875,0,19874.8164,12007.0352,0,7641.6006,618479.125,1333445.25,-162.875,-0.01,1990-10-01
2,1,658291.0625,0,73680.2969,0,6333.8643,0,463695.4688,1202000.75,508736.7812,0,19906.291,11379.3799,0,7495.8101,653895.5625,1201413.75,587,0.05,1990-10-02
3,1,586195.875,0,73680.2969,0,6333.8643,0,448485.375,1114695.5,417028.5,0,19902.4785,10976.4951,0,7354.4521,659612.375,1114874.25,-178.75,-0.02,1990-10-03
4,1,538042.125,0,73680.2969,0,6333.8643,0,433365.1875,1051421.5,355696.1875,0,19900.4004,10547.4326,0,7219.8315,658286.875,1051650.75,-229.25,-0.02,1990-10-04
5,1,503508.9375,0,73680.2969,0,6333.8643,0,419771.4375,1003294.5625,312094.9062,0,19899.1992,10167.8506,0,7091.9263,654595.1875,1003849.0625,-554.5,-0.06,1990-10-05
6,1,474847.75,0,73680.2969,0,6333.8643,0,411087.5625,965949.5,279867.4375,0,19898.4824,9839.3027,0,6971.5068,649663.875,966240.625,-291.125,-0.03,1990-10-06
7,1,450550.7188,0,73680.2969,0,6333.8643,0,403014,933578.875,253260.4531,0,19898.0527,9550.3242,0,6858.0439,644631.25,934198.125,-619.25,-0.07,1990-10-07
8,1,429648.0938,0,73680.2969,0,6333.8643,0,394590.25,904252.5,229540.5156,0,19897.8008,9283.5176,0,6749.3516,639121.75,904592.9375,-340.4375,-0.04,1990-10-08
9,1,411417.4062,0,73680.2969,0,6333.8643,0,386233.75,877665.3125,209330.7969,0,19897.666,9034.7725,0,6643.8599,634014.9375,878922,-1256.6875,-0.14,1990-10-09
10,1,393176.5938,0,73680.2969,0,6333.8643,0,384610.625,857801.375,195475.0625,0,19897.6133,8820.2549,0,6542.293,628266.375,859001.625,-1200.25,-0.14,1990-10-10
11,1,378216.3438,0,73680.2969,0,6333.8643,0,380359.625,838590.125,181025.2812,0,19897.6172,8627.043,0,6446.3154,623105.3125,839101.5625,-511.4375,-0.06,1990-10-11
12,1,364199.625,0,73680.2969,0,6333.8643,0,375182.5625,819396.375,168529,0,19897.6621,8444.748,0,6352.9897,617519.9375,820744.3125,-1347.9375,-0.16,1990-10-12
13,1,351022.4375,0,73680.2969,0,6333.8643,0,372693.0312,803729.625,158629.4844,0,19897.7383,8270.8809,0,6262.7603,611599.1875,804660.0625,-930.4375,-0.12,1990-10-13
14,1,341475.1875,0,73680.2969,0,6333.8643,0,365336,786825.375,146581.125,0,19897.8398,8108.1064,0,6177.5132,606435.625,787200.25,-374.875,-0.05,1990-10-14
15,1,330297.1875,0,73680.2969,0,6333.8643,0,361388.3125,771699.6875,138082.7969,0,19897.9629,7953.0698,0,6095.8662,600491.4375,772521.125,-821.4375,-0.11,1990-10-15
16,1,322254.9062,0,73680.2969,0,6333.8643,0,358553.25,760822.3125,129149.5938,0,19898.0996,7803.0137,0,6017.1055,598201.1875,761069,-246.6875,-0.03,1990-10-16
17,1,311289.625,0,73680.2969,0,6333.8643,0,365140,756443.8125,126258.9062,0,19898.252,7670.0342,0,5943.771,597267.1875,757038.125,-594.3125,-0.08,1990-10-17
18,1,301598.125,0,73680.2969,0,6333.8643,0,372410.9062,754023.25,121512.0156,0,19898.416,7541.627,0,5874.6016,600280.0625,755106.75,-1083.5,-0.14,1990-10-18
19,1,295028.3125,0,73680.2969,0,6333.8643,0,377041.4688,752084,113294.4922,0,19898.5898,7422.2217,0,5808.4443,606459.3125,752883.0625,-799.0625,-0.11,1990-10-19
20,1,288308.8125,0,73680.2969,0,6333.8643,0,377939.3438,746262.375,106778.4453,0,19898.7754,7315.1406,0,5744.3921,606630.3125,746367.0625,-104.6875,-0.01,1990-10-20
21,1,280801.125,0,73680.2969,0,6333.8643,0,376135.2188,736950.5,101205.0391,0,19898.9707,7215.0347,0,5682.438,603704.9375,737706.4375,-755.9375,-0.1,1990-10-21
22,1,274009.75,0,73680.2969,0,6333.8643,0,375841.4375,729865.375,97867.2422,0,19899.1738,7119.811,0,5623.2017,599928.125,730437.5625,-572.1875,-0.08,1990-10-22
23,1,269264.4062,0,73680.2969,0,6333.8643,0,372399,721677.5625,93316.5781,0,19899.3848,7026.3701,0,5566.2891,595907.4375,721716.0625,-38.5,-0.01,1990-10-23
24,1,262203.125,0,73680.2969,0,6333.8643,0,369663.9375,711881.25,89558.3438,0,19899.6055,6936.02,0,5510.8345,590801.75,712706.5625,-825.3125,-0.12,1990-10-24
25,1,256172.5625,0,73680.2969,0,6333.8643,0,368882.4688,705069.25,86766.8203,0,19899.8359,6848.8726,0,5457.4854,586413.875,705386.875,-317.625,-0.05,1990-10-25
26,1,250554.2188,0,73680.2969,0,6333.8643,0,368079.2812,698647.625,84299.1953,0,19900.0742,6768.5073,0,5405.3418,582370.5,698743.625,-96,-0.01,1990-10-26
27,1,244663.2812,0,73680.2969,0,6333.8643,0,366704.25,691381.6875,81476.7734,0,19900.3223,6692.1021,0,5354.5493,578147.75,691571.5,-189.8125,-0.03,1990-10-27
28,1,237413.6094,0,73680.2969,0,6333.8643,0,371676,689103.75,81304.2891,0,19900.5801,6619.6318,0,5304.7734,576450.6875,689579.9375,-476.1875,-0.07,1990-10-28
29,1,232678.1094,0,73680.2969,0,6333.8643,0,379123.625,691815.875,81811.4062,0,19900.8496,6550.3926,0,5256.7988,578433.0625,691952.5,-136.625,-0.02,1990-10-29
30,1,227800.0625,0,73680.2969,0,6333.8643,0,384128.625,691942.875,80213.5234,0,19901.1309,6484.3604,0,5210.25,580183.9375,691993.1875,-50.3125,-0.01,1990-10-30
31,1,222618.6406,0,73680.2969,0,6333.8643,0,387060.875,689693.6875,76780.7969,0,19901.4258,6418.6655,0,5165.48,581574.5625,689840.9375,-147.25,-0.02,1990-10-31
1,2,197890.8125,0,73680.2969,0,11080.3184,0,458805.75,741457.1875,146201.6562,0,0,8226.5635,0,686.2891,586538.9375,741653.4375,-196.25,-0.03,1990-11-01
2,2,190668.4844,0,73680.2969,0,11080.3184,0,472018.625,747447.75,150129.75,0,0,8328.8125,0,686.1376,588388.75,747533.4375,-85.6875,-0.01,1990-11-02
3,2,184594.2656,0,73680.2969,0,11080.3184,0,482729.0625,752083.9375,155235.9375,0,0,8398.8115,0,685.6526,587811,752131.375,-47.4375,-0.01,1990-11-03
4,2,178902.0312,0,73680.2969,0,11080.3184,0,485008.3125,748671,153058.7969,0,0,8438.8242,0,684.8561,586530.25,748712.75,-41.75,-0.01,1990-11-04
5,2,172889.1719,0,73680.2969,0,11080.3184,0,492953.1875,750603,155933.1406,0,0,8465.4746,0,683.8251,585842.5625,750925,-322,-0.04,1990-11-05
6,2,166932.1094,0,73680.2969,0,11080.3184,0,494373.375,746066.125,148832.2812,0,0,8492.5459,0,682.5742,588641.0625,746648.5,-582.375,-0.08,1990-11-06
7,2,160918.0156,0,73680.2969,0,11080.3184,0,503828.5312,749507.125,151237.0625,0,0,8504.5195,0,681.139,589218.625,749641.375,-134.25,-0.02,1990-11-07
8,2,155128.2031,0,73680.2969,0,11080.3184,0,506865.8438,746754.625,149251.9062,0,0,8505.5029,0,679.5943,588483.9375,746920.9375,-166.3125,-0.02,1990-11-08
9,2,149897.3906,0,73680.2969,0,11080.3184,0,506839.8438,741497.875,145330.3125,0,0,8498.8545,0,677.9174,587075.1875,741582.25,-84.375,-0.01,1990-11-09
10,2,144658.9688,0,73680.2969,0,11080.3184,0,506966.25,736385.8125,142168.8438,0,0,8488.4229,0,676.129,585353.9375,736687.3125,-301.5,-0.04,1990-11-10
11,2,141340.7656,0,73680.2969,0,11080.3184,0,503671.75,729773.125,136825.8438,0,0,8476.2188,0,674.2327,583841.9375,729818.25,-45.125,-0.01,1990-11-11
12,2,136903.0781,0,73680.2969,0,11080.3184,0,505809.2188,727472.875,136636.4844,0,0,8462.1191,0,672.2839,581889.375,727660.25,-187.375,-0.03,1990-11-12
13,2,132842.4375,0,73680.2969,0,11080.3184,0,507966.4688,725569.5,136408.5156,0,0,8444.7861,0,670.2784,580082.4375,725606,-36.5,-0.01,1990-11-13
14,2,128977.4453,0,73680.2969,0,11080.3184,0,510124.9375,723863,136514.4531,0,0,8423.8164,0,668.2559,578304.0625,723910.625,-47.625,-0.01,1990-11-14
15,2,124985.0234,0,73680.2969,0,11080.3184,0,513550.9688,723296.625,137003.5,0,0,8404.5879,0,666.2277,577433.6875,723508,-211.375,-0.03,1990-11-15
16,2,121521.5156,0,73680.2969,0,11080.3184,0,530059.6875,736341.8125,149698.2188,0,0,8386.0986,0,664.1313,577922.6875,736671.125,-329.3125,-0.04,1990-11-16
17,2,118509.3438,0,73680.2969,0,11080.3184,0,538647,741916.9375,154563.5,0,0,8367.7744,0,661.9813,578354.875,741948.125,-31.1875,0,1990-11-17
18,2,115325.0625,0,73680.2969,0,11080.3184,0,535230.375,735316.0625,147898.625,0,0,8346.8164,0,659.821,578430.5625,735335.8125,-19.75,0,1990-11-18
19,2,112503.8984,0,73680.2969,0,11080.3184,0,531089.5625,728354.0625,141835.3594,0,0,8324.8604,0,657.6776,577932.1875,728750.0625,-396,-0.05,1990-11-19
20,2,109288.7812,0,73680.2969,0,11080.3184,0,529317.625,723367,137613.7656,0,0,8302.2158,0,655.4865,576825.3125,723396.75,-29.75,0,1990-11-20
21,2,109491.1719,0,73680.2969,0,11080.3184,0,514942.5625,709194.375,124230.3047,0,0,8278.9736,0,653.2491,576111.25,709273.75,-79.375,-0.01,1990-11-21
22,2,107543.7656,0,73680.2969,0,11080.3184,0,509554.0625,701858.4375,118106.8594,0,0,8253.8789,0,650.9769,574929.1875,701940.875,-82.4375,-0.01,1990-11-22
23,2,103369.9453,0,73680.2969,0,11080.3184,0,514954.125,703084.6875,120025.9375,0,0,8227.9922,0,648.7023,574416.875,703319.5,-234.8125,-0.03,1990-11-23
24,2,100625.6719,0,73680.2969,0,11080.3184,0,518232.7188,703619,121027.3672,0,0,8202.334,0,646.4517,573819.5,703695.625,-76.625,-0.01,1990-11-24
25,2,97983.4531,0,73680.2969,0,11080.3184,0,523570.5,706314.5625,124847.9453,0,0,8175.4521,0,644.1937,572911.5625,706579.125,-264.5625,-0.04,1990-11-25
26,2,95574.1094,0,73680.2969,0,11080.3184,0,524644.375,704979.125,123397.7578,0,0,8147.9292,0,641.9354,572870.9375,705058.5625,-79.4375,-0.01,1990-11-26
27,2,93404.4062,0,73680.2969,0,11080.3184,0,533874.5625,712039.5625,126951.6094,0,0,8119.9204,0,639.6617,576359.6875,712070.875,-31.3125,0,1990-11-27
28,2,91078.25,0,73680.2969,0,11080.3184,0,541053.5,716892.375,130450.125,0,0,8091.5059,0,637.4173,577781.8125,716960.875,-68.5,-0.01,1990-11-28
29,2,88853.3438,0,73680.2969,0,11080.3184,0,542815.0625,716429,128958.4766,0,0,8062.749,0,635.1747,578829.875,716486.25,-57.25,-0.01,1990-11-29
30,2,86720.8047,0,73680.2969,0,11080.3184,0,539534.25,711015.625,122831.5938,0,0,8033.7109,0,632.972,579776.5,711274.75,-259.125,-0.04,1990-11-30
1,3,86568.3906,0,73680.2969,0,6857.4468,0,540218.75,707324.875,119731.5625,0,0,8318.9854,0,0,579382,707432.5625,-107.6875,-0.02,1990-12-01
2,3,84120.7656,0,73680.2969,0,6857.4468,0,543525.75,708184.25,120489.5938,0,0,8309.7461,0,0,579525.0625,708324.375,-140.125,-0.02,1990-12-02
3,3,81814.2656,0,73680.2969,0,6857.4468,0,542006.5,704358.5,116715.0938,0,0,8297.8613,0,0,579780.0625,704793,-434.5,-0.06,1990-12-03
4,3,79743.4375,0,73680.2969,0,6857.4468,0,541619.0625,701900.25,112448.4453,0,0,8283.5469,0,0,581140.25,701872.25,28,0,1990-12-04
5,3,78509.6562,0,73680.2969,0,6857.4468,0,538866.375,697913.75,107754.5391,0,0,8267.4932,0,0,582563.875,698585.875,-672.125,-0.1,1990-12-05
6,3,75448.4766,0,73680.2969,0,6857.4468,0,539703.4375,695689.6875,104561.8828,0,0,8250.1113,0,0,582957.6875,695769.6875,-80,-0.01,1990-12-06
7,3,72919.2109,0,73680.2969,0,6857.4468,0,538898.125,692355.0625,101058.8516,0,0,8232.0713,0,0,582798.875,692089.8125,265.25,0.04,1990-12-07
8,3,71099.6875,0,73680.2969,0,6857.4468,0,539081.875,690719.3125,99268.6484,0,0,8213.1562,0,0,583298.0625,690779.875,-60.5625,-0.01,1990-12-08
9,3,69194.9766,0,73680.2969,0,6857.4468,0,546004.6875,695737.4375,104382.4844,0,0,8193.3242,0,0,583185.8125,695761.625,-24.1875,0,1990-12-09
10,3,67435.1172,0,73680.2969,0,6857.4468,0,561725.875,709698.75,118667.1562,0,0,8173.4976,0,0,582820.5625,709661.25,37.5,0.01,1990-12-10
11,3,65522.9062,0,73680.2969,0,6857.4468,0,601771.875,747832.5,156769.1562,0,0,8153.8115,0,0,582960.5,747883.5,-51,-0.01,1990-12-11
12,3,63553.2266,0,73680.2969,0,6857.4468,0,633653.5,777744.5,181991.0156,0,0,8134.0649,0,0,587619.375,777744.4375,0.0625,0,1990-12-12
13,3,62122.0508,0,73680.2969,0,6857.4468,0,616200,758859.8125,153388.8438,0,0,8114.4092,0,0,597402.125,758905.375,-45.5625,-0.01,1990-12-13
14,3,61384.2148,0,73680.2969,0,6857.4468,0,608752.4375,750674.375,140349.125,0,0,8094.2607,0,0,602530.1875,750973.5625,-299.1875,-0.04,1990-12-14
15,3,60212.4766,0,73680.2969,0,6857.4468,0,602702.9375,743453.1875,129893.4375,0,0,8073.708,0,0,605778.875,743746,-292.8125,-0.04,1990-12-15
16,3,60378.2891,0,73680.2969,0,6857.4468,0,595197.5,736113.5625,118840.7578,0,0,8052.8169,0,0,609759.5625,736653.125,-539.5625,-0.07,1990-12-16
17,3,58897.418,0,73680.2969,0,6857.4468,0,592674.625,732109.8125,112207.9375,0,0,8031.6357,0,0,611954.5,732194.0625,-84.25,-0.01,1990-12-17
18,3,57582.7578,0,73680.2969,0,6857.4468,0,590231.5,728352,107055.2266,0,0,8010.2231,0,0,613382.1875,728447.625,-95.625,-0.01,1990-12-18
19,3,58985.4844,0,73680.2969,0,6857.4468,0,583334.4375,722857.6875,100067.1875,0,0,7988.6123,0,0,614976.9375,723032.75,-175.0625,-0.02,1990-12-19
20,3,60659.2305,0,73680.2969,0,6857.4468,0,575638.375,716835.375,93024.8125,0,0,7966.9829,0,0,615968.75,716960.5625,-125.1875,-0.02,1990-12-20
21,3,76410.0078,0,73680.2969,0,6857.4468,0,547805.1875,704752.9375,79325.4922,0,0,7945.4829,0,0,617781.6875,705052.6875,-299.75,-0.04,1990-12-21
22,3,65747.8281,0,73680.2969,0,6857.4468,0,552474.1875,698759.75,75437.6562,0,0,7923.8472,0,0,615384.75,698746.25,13.5,0,1990-12-22
23,3,61168.9883,0,73680.2969,0,6857.4468,0,555222.875,696929.625,74455.8594,0,0,7902.1089,0,0,614513,696871,58.625,0.01,1990-12-23
24,3,57648.9414,0,73680.2969,0,6857.4468,0,558136.0625,696322.75,74320.1797,0,0,7880.3013,0,0,613932.5,696133,189.75,0.03,1990-12-24
25,3,54769.1094,0,73680.2969,0,6857.4468,0,561011.6875,696318.5625,74723.6094,0,0,7858.4438,0,0,613717.8125,696299.875,18.6875,0,1990-12-25
26,3,51820.1445,0,73680.2969,0,6857.4468,0,566136.25,698494.125,76891.6016,0,0,7836.561,0,0,613580.4375,698308.625,185.5,0.03,1990-12-26
27,3,50551.3789,0,73680.2969,0,6857.4468,0,564798.25,695887.375,73848.9531,0,0,7814.7578,0,0,614187.1875,695850.875,36.5,0.01,1990-12-27
28,3,50484.2422,0,73680.2969,0,6857.4468,0,564091.875,695113.875,72015.5859,0,0,7793.8159,0,0,615437.4375,695246.8125,-132.9375,-0.02,1990-12-28
29,3,51844.1602,0,73680.2969,0,6857.4468,0,561262.0625,693644,69050.4609,0,0,7772.9033,0,0,616911.9375,693735.3125,-91.3125,-0.01,1990-12-29
30,3,51526.6133,0,73680.2969,0,6857.4468,0,560529.5,692593.875,66833.9453,0,0,7752.271,0,0,618050.375,692636.625,-42.75,-0.01,1990-12-30
31,3,50057.0195,0,73680.2969,0,6857.4468,0,561880.75,692475.5,65680.7969,0,0,7731.5425,0,0,619072.75,692485.0625,-9.5625,0,1990-12-31
1,4,49049.0039,0,73680.2969,0,8977.9326,0,561012.3125,692719.5625,64714.4844,0,0,7711.0381,0,0,620236.375,692661.875,57.6875,0.01,1991-01-01
2,4,48878.9375,0,73680.2969,0,8977.9326,0,560510.75,692047.9375,62691.5625,0,0,7690.6655,0,0,621691,692073.25,-25.3125,0,1991-01-02
3,4,46227.043,0,73680.2969,0,8977.9326,0,566058.6875,694943.9375,62341.0352,0,0,7670.5234,0,0,624695.5625,694707.125,236.8125,0.03,1991-01-03
4,4,43698.082,0,73680.2969,0,8977.9326,0,575110.0625,701466.375,64786.0352,0,0,7650.4976,0,0,628820.75,701257.25,209.125,0.03,1991-01-04
5,4,42166.9805,0,73680.2969,0,8977.9326,0,579534.3125,704359.5,63264.6016,0,0,7630.5566,0,0,633310.1875,704205.375,154.125,0.02,1991-01-05
6,4,41045.1094,0,73680.2969,0,8977.9326,0,583556.9375,707260.25,61752.5703,0,0,7610.7261,0,0,637609.0625,706972.375,287.875,0.04,1991-01-06
7,4,39232.1172,0,73680.2969,0,8977.9326,0,599555.75,721446.125,69990.6719,0,0,7591.0093,0,0,643840.5625,721422.25,23.875,0,1991-01-07
8,4,38039.8438,0,73680.2969,0,8977.9326,0,605960.0625,726658.125,69152.6406,0,0,7571.4219,0,0,649885.4375,726609.5,48.625,0.01,1991-01-08
9,4,36818.5469,0,73680.2969,0,8977.9326,0,610979.125,730455.875,69291.6406,0,0,7551.9805,0,0,653497.125,730340.75,115.125,0.02,1991-01-09
10,4,35555.0195,0,73680.2969,0,8977.9326,0,615665.4375,733878.6875,71494.2734,0,0,7532.8848,0,0,654728.8125,733756,122.6875,0.02,1991-01-10
11,4,34501.5,0,73680.2969,0,8977.9326,0,617726.8125,734886.5625,70167.1641,0,0,7513.7583,0,0,657187.3125,734868.25,18.3125,0,1991-01-11
12,4,33267.4062,0,73680.2969,0,8977.9326,0,705051.125,820976.75,169249.3438,0,0,7495.4854,0,0,644240.6875,820985.5,-8.75,0,1991-01-12
13,4,31947.9395,0,73680.2969,0,8977.9326,0,961160.125,1075766.25,446562.625,0,0,7478.6797,0,0,621738.0625,1075779.375,-13.125,0,1991-01-13
14,4,31060.5039,0,73680.2969,0,8977.9326,0,1010041.375,1123760.125,461615.25,0,0,7462.6089,0,0,654715,1123792.875,-32.75,0,1991-01-14
15,4,44120.5938,0,73680.2969,0,8977.9326,0,879569,1006347.8125,293166.5625,0,0,7446.6997,0,0,705957.0625,1006570.3125,-222.5,-0.02,1991-01-15
16,4,54892.2383,0,73680.2969,0,8977.9326,0,806813.1875,944363.625,210528.75,0,0,7430.7969,0,0,727192.8125,945152.375,-788.75,-0.08,1991-01-16
17,4,58043.7852,0,73680.2969,0,8977.9326,0,764630.375,905332.375,163928.9844,0,0,7414.8945,0,0,736145.6875,907489.5625,-2157.1875,-0.24,1991-01-17
18,4,56356.2656,0,73680.2969,0,8977.9326,0,739636.625,878651.125,132811.9844,0,0,7399.0449,0,0,739111.9375,879323,-671.875,-0.08,1991-01-18
19,4,49575.6328,0,73680.2969,0,8977.9326,0,727884.5625,860118.4375,114054.3828,0,0,7383.4277,0,0,739267.375,860705.1875,-586.75,-0.07,1991-01-19
20,4,46532.1094,0,73680.2969,0,8977.9326,0,717948.3125,847138.625,100265.1328,0,0,7368.1914,0,0,739924.375,847557.6875,-419.0625,-0.05,1991-01-20
21,4,46254.3516,0,73680.2969,0,8977.9326,0,708076.9375,836989.5,89328.0078,0,0,7353.1128,0,0,740745.5,837426.625,-437.125,-0.05,1991-01-21
22,4,43911.9922,0,73680.2969,0,8977.9326,0,701957.4375,828527.625,80828.1094,0,0,7338.1753,0,0,740726.25,828892.5,-364.875,-0.04,1991-01-22
23,4,38536.1484,0,73680.2969,0,8977.9326,0,700789.375,821983.75,75081.3672,0,0,7323.4043,0,0,739844.5,822249.25,-265.5,-0.03,1991-01-23
24,4,37670.3164,0,73680.2969,0,8977.9326,0,697048.25,817376.8125,70150.5,0,0,7308.8003,0,0,740202.75,817662.0625,-285.25,-0.03,1991-01-24
25,4,37737.7852,0,73680.2969,0,8977.9326,0,692585.5,812981.5,65692.5234,0,0,7294.3696,0,0,740262.375,813249.25,-267.75,-0.03,1991-01-25
26,4,39702.3828,0,73680.2969,0,8977.9326,0,686137.5,808498.125,61353.1055,0,0,7280.6816,0,0,740136.1875,808770,-271.875,-0.03,1991-01-26
27,4,38501.6367,0,73680.2969,0,8977.9326,0,682917,804076.875,57771.1445,0,0,7267.333,0,0,739270.75,804309.25,-232.375,-0.03,1991-01-27
28,4,39689.2422,0,73680.2969,0,8977.9326,0,678050.0625,800397.5,54498.6523,0,0,7254.6738,0,0,738875.0625,800628.375,-230.875,-0.03,1991-01-28
29,4,39470.2344,0,73680.2969,0,8977.9326,0,674641.3125,796769.75,51586.5039,0,0,7241.4038,0,0,738123.3125,796951.25,-181.5,-0.02,1991-01-29
30,4,37934.1797,0,73680.2969,0,8977.9326,0,672845.4375,793437.875,49133.8008,0,0,7229.2803,0,0,737209.1875,793572.25,-134.375,-0.02,1991-01-30
31,4,38338.625,0,73680.2969,0,8977.9326,0,669648.5625,790645.4375,46872.5625,0,0,7216.6641,0,0,736702.1875,790791.4375,-146,-0.02,1991-01-31
1,5,29279.6289,0,73680.2969,0,17241.4766,0,674013.6875,794215.0625,51761.6289,0,0,7205.6743,0,0,735147.3125,794114.625,100.4375,0.01,1991-02-01
2,5,22949.7949,0,73680.2969,0,17241.4766,0,768812.5625,882684.125,157063.3906,0,0,7195.5962,0,0,718379.1875,882638.1875,45.9375,0.01,1991-02-02
3,5,22331.459,0,73680.2969,0,17241.4766,0,1043496.8125,1156750,460731.0312,0,0,7187.3662,0,0,688850.1875,1156768.625,-18.625,0,1991-02-03
4,5,21792.5586,0,73680.2969,0,17241.4766,0,1012480.9375,1125195.25,381003.2812,0,0,7180.8643,0,0,731997.4375,1120181.625,5013.625,0.45,1991-02-04
5,5,20513.7285,0,73680.2969,0,17241.4766,0,1376137.75,1487573.25,763478.625,0,0,7181.6104,0,0,717898.4375,1488558.75,-985.5,-0.07,1991-02-05
6,5,36744.3008,0,73680.2969,0,17241.4766,0,1132366.75,1260032.875,449685.8125,0,0,7183.5205,0,0,803382.4375,1260251.75,-218.875,-0.02,1991-02-06
7,5,85311.4219,0,73680.2969,0,17241.4766,0,965418.75,1141652,288563.3125,0,0,7183.1606,0,0,847376.3125,1143122.75,-1470.75,-0.13,1991-02-07
8,5,96134.2656,0,73680.2969,0,17241.4766,0,883123.875,1070179.875,214032.5781,0,0,7181.6509,0,0,857438.75,1078653,-8473.125,-0.79,1991-02-08
9,5,93502.4766,0,73680.2969,0,17241.4766,0,839166.3125,1023590.5625,167378.7188,0,0,7179.4937,0,0,854715.6875,1029273.875,-5683.3125,-0.55,1991-02-09
10,5,86918.5078,0,73680.2969,0,17241.4766,0,809284.125,987124.375,136085.2188,0,0,7177.1875,0,0,850392.3125,993654.75,-6530.375,-0.66,1991-02-10
11,5,78236.8125,0,73680.2969,0,17241.4766,0,790725.8125,959884.375,114733.7422,0,0,7174.9712,0,0,844806.625,966715.3125,-6830.9375,-0.71,1991-02-11
12,5,74018.9062,0,73680.2969,0,17241.4766,0,774247.25,939187.9375,99025.4766,0,0,7172.9077,0,0,841081.1875,947279.5625,-8091.625,-0.86,1991-02-12
13,5,67615.875,0,73680.2969,0,17241.4766,0,769248.5,927786.125,87520.8125,0,0,7171.063,0,0,833403.4375,928095.3125,-309.1875,-0.03,1991-02-13
14,5,58888.9805,0,73680.2969,0,17241.4766,0,765551.25,915362,79367.6953,0,0,7169.5156,0,0,828892.1875,915429.375,-67.375,-0.01,1991-02-14
15,5,52769.1953,0,73680.2969,0,17241.4766,0,762194.5,905885.5,73243.3359,0,0,7168.7168,0,0,825545.3125,905957.375,-71.875,-0.01,1991-02-15
16,5,49269.5039,0,73680.2969,0,17241.4766,0,758459.5625,898650.875,68437.7266,0,0,7167.9971,0,0,823133.6875,898739.4375,-88.5625,-0.01,1991-02-16
17,5,48122.5078,0,73680.2969,0,17241.4766,0,753751.6875,892796,64381.5312,0,0,7167.5254,0,0,821380.4375,892929.5,-133.5,-0.01,1991-02-17
18,5,48146.5,0,73680.2969,0,17241.4766,0,748578.4375,887646.75,60796.5742,0,0,7167.3857,0,0,819878.125,887842.0625,-195.3125,-0.02,1991-02-18
19,5,49958.4258,0,73680.2969,0,17241.4766,0,742483.5625,883363.75,57557.1602,0,0,7167.4468,0,0,818787,883511.625,-147.875,-0.02,1991-02-19
20,5,50325.3086,0,73680.2969,0,17241.4766,0,737614.625,878861.75,54686.5,0,0,7168.1187,0,0,817175.3125,879029.9375,-168.1875,-0.02,1991-02-20
21,5,51886.4961,0,73680.2969,0,17241.4766,0,732218.125,875026.375,52109.5195,0,0,7168.1196,0,0,815914,875191.625,-165.25,-0.02,1991-02-21
22,5,51232.3008,0,73680.2969,0,17241.4766,0,728888,871042.0625,49861.293,0,0,7169.332,0,0,814122.75,871153.375,-111.3125,-0.01,1991-02-22
23,5,53365.6211,0,73680.2969,0,17241.4766,0,723501.0625,867788.5,47800.2109,0,0,7169.5742,0,0,812954.8125,867924.625,-136.125,-0.02,1991-02-23
24,5,54423.0898,0,73680.2969,0,17241.4766,0,719090.125,864435,45950.6484,0,0,7171.5625,0,0,811436.4375,864558.625,-123.625,-0.01,1991-02-24
25,5,56924.9805,0,73680.2969,0,17241.4766,0,713612.5625,861459.3125,44217.9375,0,0,7172.3262,0,0,810203.375,861593.625,-134.3125,-0.02,1991-02-25
26,5,56927.6992,0,73680.2969,0,17241.4766,0,710204.75,858054.25,42662.7422,0,0,7173.7788,0,0,808326.5,858163,-108.75,-0.01,1991-02-26
27,5,51858.3672,0,73680.2969,0,17241.4766,0,711596.6875,854376.8125,41647.7148,0,0,7175.6211,0,0,805563.875,854387.1875,-10.375,0,1991-02-27
28,5,44549.5898,0,73680.2969,0,17241.4766,0,715964.4375,851435.8125,41616.7031,0,0,7177.1147,0,0,802441.75,851235.5625,200.25,0.02,1991-02-28
1,6,29916.5156,0,73680.2969,0,73433.2031,0,719680.125,896710.125,79455.7891,0,6992.4077,7181.8442,0,0,803115.1875,896745.25,-35.125,0,1991-03-01
2,6,20751.6152,0,73680.2969,0,73433.2031,0,747108.8125,914973.9375,102513.6094,0,6992.4131,7187.5791,0,0,798296.3125,914989.9375,-16,0,1991-03-02
3,6,12317.8604,0,73680.2969,0,73433.2031,0,1061954.75,1221386.125,462592.5625,0,6992.4194,7198.4194,0,0,745197.25,1221980.625,-594.5,-0.05,1991-03-03
4,6,11288.9043,0,73680.2969,0,73433.2031,0,1673916.625,1832319,1074323.75,0,6992.4263,7217.3804,0,0,744757.875,1833291.375,-972.375,-0.05,1991-03-04
5,6,10569.6602,0,73680.2969,0,73433.2031,0,1764735.75,1922418.875,1061986,0,6992.4321,7240.1934,0,0,846453,1922671.625,-252.75,-0.01,1991-03-05
6,6,129374.2812,0,73680.2969,0,73433.2031,0,1256314.75,1532802.5,497271.5625,0,6992.4365,7256.8823,0,0,1021565.375,1533086.25,-283.75,-0.02,1991-03-06
