"kstp","kper","storage_in","constant_head_in","wells_in","drno_drains_in","recharge_in","et_segments_in","stream_leakage_in","total_in","storage_out","constant_head_out","wells_out","drno_drains_out","recharge_out","et_segments_out","stream_leakage_out","total_out","difference","discrepancy","Date"
11,81,432564864,0,146556928,0,265451936,0,1864998272,2709572096,443459232,0,309299840,31796012,0,3145200.5,1924710528,2712410624,-2838528,-0.1,1997-06-11
12,81,432862752,0,146574048,0,265534016,0,1865743488,2710714368,443467904,0,309639360,31815014,0,3146645.5,1925484288,2713553152,-2838784,-0.1,1997-06-12
13,81,433153120,0,146591168,0,265616096,0,1866487680,2711847936,443476096,0,309978784,31834110,0,3148070.5,1926249856,2714686976,-2839040,-0.1,1997-06-13
14,81,433438528,0,146608288,0,265698176,0,1867229696,2712974848,443483872,0,310318112,31853302,0,3149476.5,1927008768,2715813376,-2838528,-0.1,1997-06-14
15,81,433731744,0,146625408,0,265780256,0,1867958272,2714095616,443491232,0,310657376,31872576,0,3150864,1927762432,2716934400,-2838784,-0.1,1997-06-15
16,81,434026112,0,146642528,0,265862336,0,1868676992,2715207936,443498208,0,310996576,31891924,0,3152233.5,1928507776,2718046720,-2838784,-0.1,1997-06-16
17,81,434322816,0,146659648,0,265944416,0,1869385472,2716312320,443504864,0,311335680,31911340,0,3153585.5,1929245696,2719151104,-2838784,-0.1,1997-06-17
18,81,434622208,0,146676768,0,266026496,0,1870083712,2717409280,443511200,0,311674720,31930808,0,3154920.25,1929976320,2720247808,-2838528,-0.1,1997-06-18
19,81,434925216,0,146693888,0,266108576,0,1870770688,2718498304,443517216,0,312013408,31950332,0,3156238.75,1930700032,2721337344,-2839040,-0.1,1997-06-19
20,81,435230976,0,146711008,0,266190656,0,1871447168,2719579904,443522944,0,312351712,31969900,0,3157541,1931416576,2722418688,-2838784,-0.1,1997-06-20
21,81,435527968,0,146728128,0,266272736,0,1872123136,2720652032,443528416,0,312689728,31989506,0,3158827.25,1932124416,2723490816,-2838784,-0.1,1997-06-21
22,81,435819520,0,146745248,0,266354816,0,1872796800,2721716224,443533632,0,313027520,32009146,0,3160097.75,1932824960,2724555264,-2839040,-0.1,1997-06-22
23,81,436105312,0,146762368,0,266436896,0,1873469056,2722773504,443538624,0,313365120,32028820,0,3161352.5,1933518720,2725612544,-2839040,-0.1,1997-06-23
24,81,436386208,0,146779488,0,266518976,0,1874139392,2723824128,443543392,0,313702560,32048528,0,3162592.25,1934205952,2726663168,-2839040,-0.1,1997-06-24
25,81,436663104,0,146796608,0,266601056,0,1874807296,2724868096,443547936,0,314039840,32068262,0,3163817,1934887168,2727707136,-2839040,-0.1,1997-06-25
26,81,436935904,0,146813728,0,266683136,0,1875473152,2725905920,443552288,0,314376960,32088014,0,3165026.5,1935562496,2728744704,-2838784,-0.1,1997-06-26
27,81,437204736,0,146830848,0,266765216,0,1876137088,2726937856,443556448,0,314713952,32107782,0,3166221,1936232320,2729776640,-2838784,-0.1,1997-06-27
28,81,437470816,0,146847968,0,266847296,0,1876798336,2727964416,443560448,0,315050816,32127560,0,3167400.25,1936897024,2730803200,-2838784,-0.1,1997-06-28
29,81,437734368,0,146865088,0,266929376,0,1877456640,2728985600,443564288,0,315387584,32147350,0,3168564.5,1937556608,2731824384,-2838784,-0.1,1997-06-29
30,81,437994688,0,146882208,0,267011456,0,1878112768,2730001152,443567968,0,315724224,32167148,0,3169713.5,1938211072,2732839936,-2838784,-0.1,1997-06-30
1,82,438309536,0,146899328,0,267064480,0,1878656768,2730930176,443597760,0,315965824,32182954,0,3170486.25,1938853248,2733770240,-2840064,-0.1,1997-07-01
2,82,438611904,0,146916448,0,267117504,0,1879179776,2731825664,443617760,0,316208000,32198464,0,3171256.75,1939470976,2734666496,-2840832,-0.1,1997-07-02
3,82,438908736,0,146933568,0,267170528,0,1879683712,2732696576,443632256,0,316450304,32213756,0,3172023.75,1940069504,2735537920,-2841344,-0.1,1997-07-03
4,82,439200992,0,146950688,0,267223552,0,1880173184,2733548544,443643200,0,316692608,32228864,0,3172786.5,1940652416,2736389888,-2841344,-0.1,1997-07-04
5,82,439487584,0,146967808,0,267276576,0,1880651776,2734383616,443651808,0,316934880,32243808,0,3173544.5,1941221504,2737225472,-2841856,-0.1,1997-07-05
6,82,439766784,0,146984928,0,267329600,0,1881123584,2735204864,443658752,0,317177120,32258602,0,3174297,1941778176,2738046976,-2842112,-0.1,1997-07-06
7,82,440041664,0,147002048,0,267382624,0,1881587712,2736014080,443664416,0,317419296,32273258,0,3175044.25,1942324480,2738856448,-2842368,-0.1,1997-07-07
8,82,440314368,0,147019168,0,267435648,0,1882043264,2736812544,443668896,0,317661440,32287788,0,3175785.75,1942861184,2739655168,-2842624,-0.1,1997-07-08
9,82,440583360,0,147036288,0,267488672,0,1882492544,2737601024,443672576,0,317903520,32302202,0,3176521,1943388800,2740443648,-2842624,-0.1,1997-07-09
10,82,440849440,0,147053408,0,267541696,0,1882935552,2738380032,443675648,0,318145536,32316512,0,3177249.5,1943907968,2741222912,-2842880,-0.1,1997-07-10
11,82,441114848,0,147070528,0,267594720,0,1883369984,2739150080,443678208,0,318387520,32330722,0,3177971.5,1944418688,2741992960,-2842880,-0.1,1997-07-11
12,82,441377568,0,147087648,0,267647744,0,1883798144,2739911168,443680352,0,318629440,32344838,0,3178687.25,1944921088,2742754304,-2843136,-0.1,1997-07-12
13,82,441637408,0,147104768,0,267700768,0,1884220416,2740663296,443682176,0,318871328,32358866,0,3179397.25,1945415040,2743506688,-2843392,-0.1,1997-07-13
14,82,441892736,0,147121888,0,267753792,0,1884638720,2741407232,443683776,0,319113152,32372812,0,3180101.25,1945900928,2744250880,-2843648,-0.1,1997-07-14
15,82,442146752,0,147139008,0,267806816,0,1885050368,2742142976,443685120,0,319354944,32386680,0,3180799,1946379136,2744986624,-2843648,-0.1,1997-07-15
16,82,442399424,0,147156128,0,267859840,0,1885456000,2742871552,443686304,0,319596672,32400472,0,3181490.25,1946850304,2745715200,-2843648,-0.1,1997-07-16
17,82,442651904,0,147173248,0,267912864,0,1885855872,2743593984,443687328,0,319838368,32414190,0,3182175,1947315712,2746437632,-2843648,-0.1,1997-07-17
18,82,442899328,0,147190368,0,267965888,0,1886255232,2744310784,443688384,0,320080000,32427838,0,3182853,1947775616,2747154688,-2843904,-0.1,1997-07-18
19,82,443145568,0,147207488,0,268018912,0,1886650112,2745021952,443689152,0,320321600,32441416,0,3183524.5,1948230400,2747866112,-2844160,-0.1,1997-07-19
20,82,443389888,0,147224608,0,268071936,0,1887041920,2745728512,443689824,0,320563168,32454928,0,3184189.25,1948680320,2748572416,-2843904,-0.1,1997-07-20
21,82,443631680,0,147241728,0,268124960,0,1887431040,2746429440,443690432,0,320804672,32468374,0,3184847,1949125376,2749273600,-2844160,-0.1,1997-07-21
22,82,443871712,0,147258848,0,268177984,0,1887817856,2747126272,443690944,0,321046144,32481756,0,3185497.75,1949566464,2749970944,-2844672,-0.1,1997-07-22
23,82,444110080,0,147275968,0,268231008,0,1888202496,2747819520,443691392,0,321287584,32495076,0,3186141.5,1950003840,2750663936,-2844416,-0.1,1997-07-23
24,82,444348992,0,147293088,0,268284032,0,1888582912,2748509184,443691776,0,321528960,32508336,0,3186778,1950437760,2751353600,-2844416,-0.1,1997-07-24
25,82,444587264,0,147310208,0,268337056,0,1888960000,2749194496,443692096,0,321770304,32521534,0,3187407.5,1950867840,2752039168,-2844672,-0.1,1997-07-25
26,82,444826880,0,147327328,0,268390080,0,1889331840,2749876224,443692352,0,322011616,32534674,0,3188030.25,1951294208,2752720896,-2844672,-0.1,1997-07-26
27,82,445064416,0,147344448,0,268443104,0,1889702400,2750554368,443692576,0,322252896,32547754,0,3188646.5,1951717248,2753399040,-2844672,-0.1,1997-07-27
28,82,445300896,0,147361568,0,268496128,0,1890070912,2751229440,443692768,0,322494144,32560776,0,3189256,1952137344,2754074112,-2844672,-0.1,1997-07-28
29,82,445535328,0,147378688,0,268549152,0,1890438272,2751901440,443692928,0,322735360,32573742,0,3189858.75,1952554496,2754746368,-2844928,-0.1,1997-07-29
30,82,445769952,0,147395808,0,268602176,0,1890802816,2752570880,443693056,0,322976512,32586652,0,3190454.5,1952968960,2755415552,-2844672,-0.1,1997-07-30
31,82,446001088,0,147412928,0,268655200,0,1891168000,2753237248,443693216,0,323217632,32599510,0,3191043.25,1953380736,2756082176,-2844928,-0.1,1997-07-31
1,83,446172288,0,147412928,0,268719296,0,1891609088,2753913600,443915936,0,323243904,32611392,0,3191069,1953796480,2756758784,-2845184,-0.1,1997-08-01
2,83,446331008,0,147412928,0,268783392,0,1892055936,2754583296,444121440,0,323270368,32623308,0,3191095,1954222336,2757428480,-2845184,-0.1,1997-08-02
3,83,446481408,0,147412928,0,268847488,0,1892514560,2755256320,444306912,0,323296864,32635180,0,3191121,1954671744,2758101760,-2845440,-0.1,1997-08-03
4,83,446625824,0,147412928,0,268911584,0,1892975104,2755925504,444475424,0,323323360,32646986,0,3191147,1955134208,2758771200,-2845696,-0.1,1997-08-04
5,83,446765696,0,147412928,0,268975680,0,1893434880,2756589056,444626624,0,323349856,32658728,0,3191173.25,1955608448,2759434752,-2845696,-0.1,1997-08-05
6,83,446902560,0,147412928,0,269039776,0,1893892608,2757248000,444763328,0,323376352,32670406,0,3191199.5,1956092288,2760093696,-2845696,-0.1,1997-08-06
7,83,447036640,0,147412928,0,269103872,0,1894346624,2757900032,444887360,0,323402848,32682022,0,3191225.75,1956582400,2760745984,-2845952,-0.1,1997-08-07
8,83,447170336,0,147412928,0,269167968,0,1894791680,2758542848,444998656,0,323429344,32693578,0,3191252,1957075968,2761388800,-2845952,-0.1,1997-08-08
9,83,447302432,0,147412928,0,269232064,0,1895230720,2759178240,445100608,0,323455840,32705074,0,3191278.25,1957571328,2762023936,-2845696,-0.1,1997-08-09
10,83,447433792,0,147412928,0,269296160,0,1895662336,2759805184,445194080,0,323482368,32716514,0,3191304.25,1958067456,2762651648,-2846464,-0.1,1997-08-10
11,83,447563360,0,147412928,0,269360256,0,1896089472,2760425984,445280416,0,323508896,32727900,0,3191330.25,1958564352,2763272960,-2846976,-0.1,1997-08-11
12,83,447690016,0,147412928,0,269424352,0,1896516352,2761043712,445360640,0,323535424,32739232,0,3191356.25,1959063936,2763890688,-2846976,-0.1,1997-08-12
13,83,447815776,0,147412928,0,269488448,0,1896939264,2761656320,445435552,0,323561952,32750510,0,3191382,1959564160,2764503552,-2847232,-0.1,1997-08-13
14,83,447938944,0,147412928,0,269552544,0,1897360384,2762264832,445505568,0,323588480,32761738,0,3191407.75,1960064896,2765112064,-2847232,-0.1,1997-08-14
15,83,448059904,0,147412928,0,269616640,0,1897780352,2762869760,445571424,0,323615008,32772914,0,3191433.25,1960566400,2765717248,-2847488,-0.1,1997-08-15
16,83,448180672,0,147412928,0,269680736,0,1898196352,2763470848,445633280,0,323641536,32784040,0,3191458.75,1961067904,2766318080,-2847232,-0.1,1997-08-16
17,83,448299328,0,147412928,0,269744832,0,1898610816,2764067840,445691328,0,323668064,32795118,0,3191484,1961569664,2766915584,-2847744,-0.1,1997-08-17
18,83,448416000,0,147412928,0,269808928,0,1899024256,2764662272,445746016,0,323694592,32806150,0,3191509.25,1962071680,2767510016,-2847744,-0.1,1997-08-18
19,83,448532992,0,147412928,0,269873024,0,1899434112,2765253120,445797696,0,323721120,32817132,0,3191534.25,1962573696,2768101120,-2848000,-0.1,1997-08-19
20,83,448648096,0,147412928,0,269937120,0,1899842688,2765840896,445846272,0,323747648,32828066,0,3191559,1963075584,2768689152,-2848256,-0.1,1997-08-20
21,83,448761440,0,147412928,0,270001216,0,1900250240,2766425856,445892128,0,323774176,32838956,0,3191583.75,1963577472,2769274368,-2848512,-0.1,1997-08-21
22,83,448873504,0,147412928,0,270065312,0,1900656768,2767008512,445935680,0,323800704,32849802,0,3191608.25,1964079360,2769857024,-2848512,-0.1,1997-08-22
23,83,448984224,0,147412928,0,270129408,0,1901062272,2767588864,445976928,0,323827232,32860604,0,3191632.5,1964581248,2770437632,-2848768,-0.1,1997-08-23
24,83,449092096,0,147412928,0,270193504,0,1901472256,2768170752,446018720,0,323853760,32871362,0,3191656.5,1965083904,2771019520,-2848768,-0.1,1997-08-24
25,83,449197344,0,147412928,0,270257600,0,1901894144,2768762112,446066080,0,323880288,32882076,0,3191680.25,1965590784,2771610880,-2848768,-0.1,1997-08-25
26,83,449300384,0,147412928,0,270321696,0,1902324096,2769359104,446114464,0,323906816,32892750,0,3191704,1966102400,2772208128,-2849024,-0.1,1997-08-26
27,83,449401408,0,147412928,0,270385792,0,1902757888,2769957888,446162368,0,323933344,32903382,0,3191727.5,1966616192,2772807168,-2849280,-0.1,1997-08-27
28,83,449500992,0,147412928,0,270449888,0,1903192320,2770556160,446208096,0,323959872,32913972,0,3191750.75,1967131392,2773405184,-2849024,-0.1,1997-08-28
29,83,449599072,0,147412928,0,270513984,0,1903627008,2771152896,446252032,0,323986400,32924522,0,3191773.75,1967647360,2774002176,-2849280,-0.1,1997-08-29
30,83,449696160,0,147412928,0,270578080,0,1904059520,2771746816,446292512,0,324012928,32935032,0,3191796.5,1968163584,2774595840,-2849024,-0.1,1997-08-30
31,83,449792096,0,147412928,0,270642176,0,1904491520,2772338688,446331360,0,324039456,32945502,0,3191819,1968679936,2775187968,-2849280,-0.1,1997-08-31
1,84,449901632,0,147412928,0,270677312,0,1904931840,2772923648,446384480,0,324045472,32955948,0,3191819,1969195520,2775773184,-2849536,-0.1,1997-09-01
2,84,450008320,0,147412928,0,270712448,0,1905371648,2773505280,446434400,0,324051488,32966358,0,3191819,1969710976,2776355072,-2849792,-0.1,1997-09-02
3,84,450112832,0,147412928,0,270747584,0,1905811072,2774084352,446482016,0,324057504,32976728,0,3191819,1970226176,2776934400,-2850048,-0.1,1997-09-03
4,84,450215232,0,147412928,0,270782720,0,1906252288,2774663168,446529632,0,324063520,32987058,0,3191819,1970741120,2777513216,-2850048,-0.1,1997-09-04
5,84,450316896,0,147412928,0,270817856,0,1906688768,2775236352,446572064,0,324069536,32997348,0,3191819,1971255808,2778086656,-2850304,-0.1,1997-09-05
6,84,450416832,0,147412928,0,270852992,0,1907124736,2775807488,446612704,0,324075552,33007596,0,3191819,1971770112,2778657792,-2850304,-0.1,1997-09-06
7,84,450514912,0,147412928,0,270888128,0,1907562496,2776378368,446653632,0,324081568,33017804,0,3191819,1972283904,2779228672,-2850304,-0.1,1997-09-07
8,84,450611936,0,147412928,0,270923264,0,1907999488,2776947712,446693248,0,324087584,33027970,0,3191819,1972797440,2779798016,-2850304,-0.1,1997-09-08
9,84,450707616,0,147412928,0,270958400,0,1908438016,2777517056,446733472,0,324093600,33038096,0,3191819,1973310464,2780367360,-2850304,-0.1,1997-09-09
10,84,450801344,0,147412928,0,270993536,0,1908880640,2778088448,446776640,0,324099616,33048182,0,3191819,1973822720,2780939008,-2850560,-0.1,1997-09-10
11,84,450893760,0,147412928,0,271028672,0,1909324928,2778660352,446820544,0,324105632,33058228,0,3191819,1974334720,2781510912,-2850560,-0.1,1997-09-11
12,84,450984832,0,147412928,0,271063808,0,1909768832,2779230464,446863072,0,324111648,33068232,0,3191819,1974846336,2782081024,-2850560,-0.1,1997-09-12
13,84,451075040,0,147412928,0,271098944,0,1910210176,2779796992,446902528,0,324117664,33078196,0,3191819,1975357696,2782647808,-2850816,-0.1,1997-09-13
14,84,451163264,0,147412928,0,271134080,0,1910657536,2780367872,446946880,0,324123680,33088120,0,3191819,1975868288,2783218688,-2850816,-0.1,1997-09-14
15,84,451249760,0,147412928,0,271169216,0,1911111040,2780942848,446996320,0,324129696,33098006,0,3191819,1976378240,2783794176,-2851328,-0.1,1997-09-15
16,84,451334752,0,147412928,0,271204352,0,1911568640,2781520640,447048672,0,324135712,33107852,0,3191819,1976887936,2784371968,-2851328,-0.1,1997-09-16
17,84,451417984,0,147412928,0,271239488,0,1912038528,2782108928,447110272,0,324141728,33117660,0,3191819,1977398784,2784960256,-2851328,-0.1,1997-09-17
18,84,451500128,0,147412928,0,271274624,0,1912507392,2782694912,447168352,0,324147744,33127430,0,3191819,1977911040,2785546240,-2851328,-0.1,1997-09-18
19,84,451580768,0,147412928,0,271309760,0,1912974848,2783278336,447223104,0,324153760,33137162,0,3191819,1978423808,2786129664,-2851328,-0.1,1997-09-19
20,84,451660416,0,147412928,0,271344896,0,1913444480,2783862784,447278752,0,324159776,33146858,0,3191819,1978936960,2786714112,-2851328,-0.1,1997-09-20
21,84,451738816,0,147412928,0,271380032,0,1913914240,2784445952,447333248,0,324165792,33156518,0,3191819,1979450368,2787297792,-2851840,-0.1,1997-09-21
22,84,451815936,0,147412928,0,271415168,0,1914384128,2785028096,447386592,0,324171808,33166144,0,3191819,1979963520,2787879936,-2851840,-0.1,1997-09-22
23,84,451892064,0,147412928,0,271450304,0,1914853760,2785608960,447438816,0,324177824,33175736,0,3191819,1980476672,2788460800,-2851840,-0.1,1997-09-23
24,84,451967072,0,147412928,0,271485440,0,1915323136,2786188544,447490048,0,324183840,33185296,0,3191819,1980989568,2789040640,-2852096,-0.1,1997-09-24
25,84,452041248,0,147412928,0,271520576,0,1915790336,2786765056,447538432,0,324189856,33194824,0,3191819,1981502208,2789617152,-2852096,-0.1,1997-09-25
26,84,452114880,0,147412928,0,271555712,0,1916254976,2787338496,447584128,0,324195872,33204318,0,3191819,1982014592,2790190592,-2852096,-0.1,1997-09-26
27,84,452187040,0,147412928,0,271590848,0,1916721408,2787912192,447630560,0,324201888,33213780,0,3191819,1982526464,2790764544,-2852352,-0.1,1997-09-27
28,84,452258208,0,147412928,0,271625984,0,1917189632,2788486656,447678304,0,324207904,33223210,0,3191819,1983037952,2791339264,-2852608,-0.1,1997-09-28
29,84,452328448,0,147412928,0,271661120,0,1917657728,2789060096,447725248,0,324213920,33232608,0,3191819,1983549056,2791912704,-2852608,-0.1,1997-09-29
30,84,452397952,0,147412928,0,271696256,0,1918123648,2789630720,447769632,0,324219936,33241972,0,3191819,1984059904,2792483328,-2852608,-0.1,1997-09-30
1,85,452443584,0,147486608,0,271776768,0,1918610176,2790317056,447925344,0,324220992,33253176,0,3191819,1984579200,2793170432,-2853376,-0.1,1997-10-01
2,85,452483136,0,147560288,0,271857280,0,1919101568,2791002112,448076480,0,324222048,33264520,0,3191819,1985100928,2793855744,-2853632,-0.1,1997-10-02
3,85,452519584,0,147633968,0,271937792,0,1919599360,2791690752,448226240,0,324223104,33275976,0,3191819,1985627136,2794544128,-2853376,-0.1,1997-10-03
4,85,452554272,0,147707648,0,272018304,0,1920105984,2792386048,448377792,0,324224160,33287534,0,3191819,1986158720,2795239936,-2853888,-0.1,1997-10-04
5,85,452587552,0,147781328,0,272098816,0,1920614912,2793082624,448527104,0,324225216,33299182,0,3191819,1986693248,2795936512,-2853888,-0.1,1997-10-05
6,85,452619648,0,147855008,0,272179328,0,1921131264,2793785344,448679456,0,324226272,33310892,0,3191819,1987230848,2796639232,-2853888,-0.1,1997-10-06
7,85,452650656,0,147928688,0,272259840,0,1921650944,2794490112,448830688,0,324227328,33322666,0,3191819,1987771648,2797344256,-2854144,-0.1,1997-10-07
8,85,452680672,0,148002368,0,272340352,0,1922178176,2795201536,448986016,0,324228384,33334492,0,3191819,1988315008,2798055680,-2854144,-0.1,1997-10-08
9,85,452709760,0,148076048,0,272420864,0,1922719744,2795926528,449149920,0,324229440,33346368,0,3191819,1988863104,2798780672,-2854144,-0.1,1997-10-09
10,85,452737984,0,148149728,0,272501376,0,1923294464,2796683520,449342944,0,324230496,33358290,0,3191819,1989414272,2799537664,-2854144,-0.1,1997-10-10
11,85,452765440,0,148223408,0,272581888,0,1923892224,2797463040,449554624,0,324231552,33370254,0,3191819,1989969024,2800317184,-2854144,-0.1,1997-10-11
12,85,452792192,0,148297088,0,272662400,0,1924496000,2798247680,449766656,0,324232608,33382264,0,3191819,1990528768,2801102080,-2854400,-0.1,1997-10-12
13,85,452818272,0,148370768,0,272742912,0,1925104768,2799036672,449975040,0,324233664,33394312,0,3191819,1991096320,2801891072,-2854400,-0.1,1997-10-13
14,85,452843712,0,148444448,0,272823424,0,1925706752,2799818240,450167328,0,324234720,33406390,0,3191819,1991672576,2802672896,-2854656,-0.1,1997-10-14
15,85,452868544,0,148518128,0,272903936,0,1926313984,2800604672,450358208,0,324235776,33418492,0,3191819,1992254848,2803459072,-2854400,-0.1,1997-10-15
16,85,452892832,0,148591808,0,272984448,0,1926928768,2801397760,450549920,0,324236832,33430616,0,3191819,1992843264,2804252416,-2854656,-0.1,1997-10-16
17,85,452916576,0,148665488,0,273064960,0,1927552896,2802200064,450744544,0,324237888,33442760,0,3191819,1993437568,2805054464,-2854400,-0.1,1997-10-17
18,85,452939776,0,148739168,0,273145472,0,1928185600,2803010048,450942176,0,324238944,33454922,0,3191819,1994036992,2805864960,-2854912,-0.1,1997-10-18
19,85,452962464,0,148812848,0,273225984,0,1928822272,2803823616,451138368,0,324240000,33467108,0,3191819,1994641152,2806678528,-2854912,-0.1,1997-10-19
20,85,452984672,0,148886528,0,273306496,0,1929460864,2804638720,451331136,0,324241056,33479314,0,3191819,1995250176,2807493632,-2854912,-0.1,1997-10-20
21,85,453006400,0,148960208,0,273387008,0,1930101760,2805455360,451520800,0,324242112,33491538,0,3191819,1995864192,2808310528,-2855168,-0.1,1997-10-21
22,85,453027808,0,149033888,0,273467520,0,1930746240,2806275584,451705760,0,324243168,33503778,0,3191819,1996486144,2809130752,-2855168,-0.1,1997-10-22
23,85,453049408,0,149107568,0,273548032,0,1931393280,2807098368,451882144,0,324244224,33516034,0,3191819,1997119360,2809953536,-2855168,-0.1,1997-10-23
24,85,453070624,0,149181248,0,273628544,0,1932044032,2807924480,452050944,0,324245280,33528304,0,3191819,1997763456,2810779648,-2855168,-0.1,1997-10-24
25,85,453090784,0,149254928,0,273709056,0,1932696960,2808751616,452218624,0,324246336,33540588,0,3191819,1998409728,2811607040,-2855424,-0.1,1997-10-25
26,85,453110592,0,149328608,0,273789568,0,1933350656,2809579520,452381504,0,324247392,33552882,0,3191819,1999061248,2812434944,-2855424,-0.1,1997-10-26
27,85,453130048,0,149402288,0,273870080,0,1934007680,2810409984,452535552,0,324248448,33565188,0,3191819,1999716480,2813257472,-2847488,-0.1,1997-10-27
28,85,453149184,0,149475968,0,273950592,0,1934662400,2811238144,452685984,0,324249504,33577504,0,3191819,2000380672,2814085632,-2847488,-0.1,1997-10-28
29,85,453167968,0,149549648,0,274031104,0,1935322624,2812071424,452829664,0,324250560,33589828,0,3191819,2001049600,2814911488,-2840064,-0.1,1997-10-29
30,85,453186432,0,149623328,0,274111616,0,1935986432,2812907776,452976096,0,324251616,33602160,0,3191819,2001726336,2815748096,-2840320,-0.1,1997-10-30
31,85,453204544,0,149697008,0,274192128,0,1936747008,2813840640,453227232,0,324252672,33614500,0,3191819,2002394752,2816680960,-2840320,-0.1,1997-10-31
1,86,453212128,0,149770688,0,274442560,0,1937574656,2815000064,453691456,0,324252672,33629984,0,3191819,2003074688,2817840640,-2840576,-0.1,1997-11-01
2,86,453222560,0,149844368,0,274692992,0,1938346112,2816105984,454064512,0,324252672,33645828,0,3191819,2003792000,2818946816,-2840832,-0.1,1997-11-02
3,86,453236256,0,149918048,0,274943424,0,1939081600,2817179392,454383712,0,324252672,33661968,0,3191819,2004530304,2820020480,-2841088,-0.1,1997-11-03
4,86,453249664,0,149991728,0,275193856,0,1939797760,2818233088,454671232,0,324252672,33678340,0,3191819,2005280640,2821074688,-2841600,-0.1,1997-11-04
5,86,453261696,0,150065408,0,275444288,0,1940503040,2819274496,454938592,0,324252672,33694936,0,3191819,2006039040,2822117120,-2842624,-0.1,1997-11-05
6,86,453270528,0,150139088,0,275694720,0,1941204736,2820308992,455192576,0,324252672,33711756,0,3191819,2006803072,2823151872,-2842880,-0.1,1997-11-06
7,86,453276576,0,150212768,0,275945152,0,1941909504,2821344000,455442208,0,324252672,33728816,0,3191819,2007571328,2824186880,-2842880,-0.1,1997-11-07
8,86,453281824,0,150286448,0,276195584,0,1942622848,2822386688,455695776,0,324252672,33746092,0,3191819,2008343168,2825229568,-2842880,-0.1,1997-11-08
9,86,453286944,0,150360128,0,276446016,0,1943332096,2823425280,455937440,0,324252672,33763564,0,3191819,2009122432,2826267904,-2842624,-0.1,1997-11-09
10,86,453292640,0,150433808,0,276696448,0,1944037248,2824460288,456169472,0,324252672,33781216,0,3191819,2009907840,2827302912,-2842624,-0.1,1997-11-10
11,86,453297344,0,150507488,0,276946880,0,1944745728,2825497344,456399648,0,324252672,33799052,0,3191819,2010697216,2828340224,-2842880,-0.1,1997-11-11
12,86,453304032,0,150581168,0,277197312,0,1945446016,2826528512,456616576,0,324252672,33817064,0,3191819,2011493632,2829371904,-2843392,-0.1,1997-11-12
13,86,453310208,0,150654848,0,277447744,0,1946143360,2827556096,456825664,0,324252672,33835248,0,3191819,2012294272,2830399744,-2843648,-0.1,1997-11-13
14,86,453316320,0,150728528,0,277698176,0,1946837760,2828580864,457027456,0,324252672,33853596,0,3191819,2013099008,2831424512,-2843648,-0.1,1997-11-14
15,86,453321344,0,150802208,0,277948608,0,1947531904,2829604096,457224512,0,324252672,33872112,0,3191819,2013906688,2832447744,-2843648,-0.1,1997-11-15
16,86,453325440,0,150875888,0,278199040,0,1948230656,2830630912,457422912,0,324252672,33890772,0,3191819,2014716544,2833474560,-2843648,-0.1,1997-11-16
17,86,453329280,0,150949568,0,278449472,0,1948951040,2831679488,457644096,0,324252672,33909592,0,3191819,2015524992,2834523136,-2843648,-0.1,1997-11-17
18,86,453332992,0,151023248,0,278699904,0,1949681792,2832737792,457871200,0,324252672,33928568,0,3191819,2016337536,2835581952,-2844160,-0.1,1997-11-18
19,86,453336576,0,151096928,0,278950336,0,1950423808,2833807616,458105344,0,324252672,33947708,0,3191819,2017154048,2836651520,-2843904,-0.1,1997-11-19
20,86,453340064,0,151170608,0,279200768,0,1951187840,2834899200,458359136,0,324252672,33966996,0,3191819,2017972608,2837743104,-2843904,-0.1,1997-11-20
21,86,453345056,0,151244288,0,279451200,0,1951933184,2835973632,458583168,0,324252672,33986428,0,3191819,2018803712,2838817792,-2844160,-0.1,1997-11-21
22,86,453352224,0,151317968,0,279701632,0,1952664448,2837036288,458788096,0,324252672,34006000,0,3191819,2019642240,2839880704,-2844416,-0.1,1997-11-22
23,86,453355424,0,151391648,0,279952064,0,1953399808,2838098944,458991360,0,324252672,34025692,0,3191819,2020481920,2840943616,-2844672,-0.1,1997-11-23
24,86,453358496,0,151465328,0,280202496,0,1954216832,2839243264,459289984,0,324252672,34045528,0,3191819,2021307648,2842087680,-2844416,-0.1,1997-11-24
25,86,453361472,0,151539008,0,280452928,0,1955124736,2840478208,459681504,0,324252672,34065524,0,3191819,2022131456,2843322880,-2844672,-0.1,1997-11-25
26,86,453364608,0,151612688,0,280703360,0,1955997952,2841678592,460013792,0,324252672,34085672,0,3191819,2022979840,2844523776,-2845184,-0.1,1997-11-26
27,86,453367392,0,151686368,0,280953792,0,1956893184,2842900736,460359392,0,324252672,34105956,0,3191819,2023836544,2845746432,-2845696,-0.1,1997-11-27
28,86,453375712,0,151760048,0,281204224,0,1957746048,2844086016,460644416,0,324252672,34126368,0,3191819,2024716928,2846932224,-2846208,-0.1,1997-11-28
29,86,453388032,0,151833728,0,281454656,0,1958572288,2845248768,460897120,0,324252672,34146940,0,3191819,2025609984,2848098560,-2849792,-0.1,1997-11-29
30,86,453390720,0,151907408,0,281705088,0,1959405312,2846408448,461142688,0,324252672,34167648,0,3191819,2026502784,2849257472,-2849024,-0.1,1997-11-30
1,87,453423648,0,151981088,0,281836352,0,1960223360,2847464448,461287200,0,324252672,34184304,0,3191819,2027399168,2850315264,-2850816,-0.1,1997-12-01
