Month East_Fork_Avg_Flow_m3day South_Fork_Avg_Flow_m3day Sugar_Avg_Flow_m3day French_Avg_Flow_m3day Etna_Avg_Flow_m3day Johnson_Avg_Flow_m3day Crystal_Avg_Flow_m3day Patterson_Avg_Flow_m3day Kidder_Avg_Flow_m3day Moffett_Avg_Flow_m3day Mill_Avg_Flow_m3day Shackleford_Avg_Flow_m3day
1999-08-01 38832.9931774446 37838.0645595574 11480.6806612407 13198.1563039015 35741.651038754 2216.98723600628 1662.74042700471 11084.9361800314 29637.9267040357 6602.24009487903 23640.0793027867 50023.4830078706
1999-09-01 32965.4820346486 33603.6266245022 10088.0617434646 10989.9949886334 30491.7942885239 1867.73929544167 1400.80447158126 9338.69647720837 24516.1390043577 5531.24692395621 22122.6140895947 44843.7489836164
1999-10-01 38653.6360350386 37703.346245973 11436.941464163 13131.2346100485 35580.718926946 2206.35221794506 1654.76416345879 11031.7610897253 29483.0424328602 6569.7062086883 23584.9602446896 49856.3826607685
1999-11-01 85845.5895600561 70247.9852220714 22209.1921197486 31435.7803397328 77513.2212677032 5047.38867894888 3785.54150921166 25236.9433947444 72426.7818775534 15358.9360447703 35844.9483299374 89563.7554058415
1999-12-01 107671.508808032 83016.6088466097 26616.6953594163 40443.9210835486 96587.9362854677 6394.54565710024 4795.90924282518 31972.7282855012 93999.8225724538 19601.8896234287 39534.534105161 104542.739440296
2000-01-01 337509.56150789 200195.919476776 68277.2886353315 141809.350974138 294181.159817168 20950.9850829088 15713.2388121816 104754.925414544 342543.094331256 66338.2377855782 70335.229032437 238741.269260176
2000-02-01 399024.527429251 231273.748655563 79307.3094570169 169320.446422632 346917.974815699 24866.330578597 18649.7479339478 124331.652892985 410388.756958931 78960.8618180039 79103.735465785 274481.297837273
2000-03-01 414961.439343683 234737.269711229 80957.0950520804 177920.71593045 359813.488121783 25965.675238297 19474.2564287227 129828.376191485 432776.050578325 82699.6184208058 78057.407409915 277189.432543885
2000-04-01 493879.294990351 270462.81715424 93993.8079323442 214713.367576125 426722.195459842 31073.3944966288 23305.0458724716 155366.972483144 524766.27176232 99364.9091994307 86616.589238075 317231.369794581
2000-05-01 402436.929578368 229259.483884054 78936.9652388443 172032.758663401 349222.849460337 25152.1099111164 18864.0824333373 125760.549555582 418021.775620719 80038.8524390184 76860.4169806515 271116.848310301
2000-06-01 248837.314913957 159491.645881638 53411.010339605 101147.358340798 218743.803838676 15246.0706659806 11434.5529994855 76230.3533299032 241557.00272529 47814.5082938412 61303.6400538295 193285.905283331
2000-07-01 63633.0506791321 55357.7369620256 17251.046783551 22700.307272803 57843.7057348601 3702.95632538737 2777.21724404053 18514.7816269369 51832.3458608019 11183.0216790878 30324.886985155 71482.1317169805
2000-08-01 12893.5568104104 16181.2344444636 4625.48295725657 3932.97523901515 12201.2061201716 705.338453853115 529.003840389836 3526.69226926557 8509.51213634296 2035.85421193525 13558.2866925099 22546.842818674
2000-09-01 15572.1591474027 18855.5676010493 5435.60567966052 4823.26236594124 14678.2189565504 857.029944589031 642.772458441773 4285.14972294515 10490.8117117307 2484.65453973113 15156.5464212456 26078.5996067531
2000-10-01 28271.3486868438 29629.0582922448 8836.94005466039 9314.03875599434 26229.5758257203 1594.30686808617 1195.73015106463 7971.53434043085 20692.9638961845 4705.33609171554 20143.6101900542 39768.1454734509
2000-11-01 43848.3532555732 41864.0501597225 12763.2875451724 15032.9073654294 40267.7486487945 2511.92448449799 1883.94336337349 12559.6224224899 33859.1897520277 7499.40581232874 25545.160502798 55112.5011532478
2000-12-01 50889.1263295355 46601.4410958774 14347.8867842923 17760.470557974 46520.2616647647 2935.84630392743 2201.88472794557 14679.2315196371 40248.5086274088 8810.31524288697 27093.1079658637 60819.9325107424
2001-01-01 51656.2205095779 47141.7286704946 14525.98082203 18054.6633353292 47203.7149539963 2981.82738955673 2236.37054216755 14909.1369477836 40935.8570455507 8952.09943172521 27298.2741764904 61481.1954538417
2001-02-01 64475.588545031 57243.5021933737 17753.4132712379 22801.7963670351 58740.5265607983 3739.13378295375 2804.35033721531 18695.6689147687 51908.6660895976 11263.9319650468 32106.5853850083 74230.1780999579
2001-03-01 162905.782930253 114214.425030606 37448.5464462287 63727.5785283507 144620.732114381 9831.22444626129 7373.41833469597 49156.1222313064 150199.034474812 30492.6935294878 48714.3500511561 141018.413363652
2001-04-01 123119.320571378 92745.7525272472 29899.3482891767 46708.1594694394 110164.283130554 7340.70805023251 5505.53103767438 36703.5402511625 108930.668297322 22566.9860945907 42992.8296814748 116232.036343563
2001-05-01 168119.579546705 117020.571262126 38434.0440191701 65970.706357727 149130.975734483 10158.2544282865 7618.69082121484 50791.2721414323 155651.15644619 31535.1763232405 49494.3716530617 144266.260154185
2001-06-01 28840.4316207491 30314.8283789956 9035.18702132179 9489.54668033797 26766.2250095005 1625.58962205569 1219.19221654177 8127.94811027847 21073.7456475808 4795.91260618354 20680.5204095583 40713.5423184213
2001-07-01 6102.38159651323 9093.06203161052 2496.24733844994 1729.75239312568 5884.49617530286 324.299989626557 243.224992219918 1621.49994813278 3649.29737780777 916.395647563328 9298.02657551924 13130.2567521619
2001-08-01 4470.89291455274 7155.12571076629 1931.4734203245 1229.21431115112 4345.16192412982 234.753102124215 176.064826593161 1173.76551062107 2566.23109601753 657.530647339334 7948.13877405324 10486.2868698668
2001-09-01 3730.46664247329 6270.52672854207 1673.22110807245 1004.35574861111 3645.13187826573 194.260621863804 145.695466397853 971.303109319022 2081.72387525343 540.823688674224 7373.54553797048 9284.02546774102
2001-10-01 3506.39287844858 5933.45870911386 1580.78393180585 941.332533771638 3428.69991582572 182.38620338852 136.78965254139 911.931016942598 1949.17809446299 507.345520917146 7031.55165886424 8797.18888715089
2001-11-01 33980.2010174866 34397.7791842901 10343.4157798254 11362.0158794246 31406.3870278633 1927.49163387519 1445.61872540639 9637.45816937593 25371.9639365135 5713.11122530206 22463.4015834945 45837.2365806687
2001-12-01 162168.379130587 113815.891253152 37308.7211738504 63410.8887090931 143982.543266574 9785.00396245357 7338.75297184018 48925.0198122678 149429.76173626 30345.4308073556 48603.0357713524 140556.750707595
2002-01-01 387982.488174441 222888.690883819 76591.7702907523 165259.854288119 336989.935436558 24214.4001564408 18160.8001173306 121072.000782204 401069.175468382 76974.9908933311 75455.7839077635 264042.972036272
2002-02-01 254923.791855112 165082.712855859 55149.5118107905 103166.793490726 224347.281716216 15591.901679384 11693.926259538 77959.5083969202 246007.497266094 48836.9747246751 64214.4500330544 200489.685920197
2002-03-01 226505.761311694 147233.462672698 49142.9444803195 91518.6801350438 199420.203593271 13844.9705499815 10383.7279124861 69224.8527499074 218111.08891856 43345.0567207156 57522.15659187 178952.092006071
2002-04-01 371979.617467057 217401.641399299 74404.2260605647 157283.612594576 323700.298595342 23148.413183783 17361.3098878372 115742.065918915 380748.347917206 73430.1722348095 75080.7038272799 258464.256725194
2002-05-01 271777.815681278 169424.642418706 57109.7877802857 111790.812341289 238183.347100263 16729.7878891627 12547.340916872 83648.9394458133 268067.005457762 52648.032192566 63057.6870973299 204142.733827556
2002-06-01 166751.772775565 117164.899223391 38396.3080454029 65171.6336349099 148070.284197936 10059.6434909166 7544.73261818745 50298.217454583 153553.534666101 31192.7965425859 50098.7282268576 144726.538193186
2002-07-01 25468.2005095891 39989.8890554967 10708.1187099171 12028.7819556018 32915.8999157347 2030.71933547638 1523.03950160728 10153.5966773819 26935.0968008059 6033.05745378637 22654.1091460581 47060.1251320453
2002-08-01 10717.6375246427 13132.6574676034 3857.99124735631 3088.76042082878 9845.66290568893 561.220965659327 420.915724244495 2806.10482829663 6633.52323260727 1609.80368402631 12134.3821192854 19231.5303437535
